AREA,COUNT,HUC12,MAJORITY,MAX,MEAN,MEDIAN,MIN,MINORITY,RANGE,STD,SUM,VARIETY,ZONE_CODE
252000000.0,6300,031101010504,0,1,0.00031746031746031746,0,0,1,1,0.017814587741712,2.0,2,1
218320000.0,5458,031101010503,0,0,0.0,0,0,0,0,0.0,0.0,1,2
93240000.0,2331,031102050804,0,0,0.0,0,0,0,0,0.0,0.0,1,3
177560000.0,4439,031102050805,0,0,0.0,0,0,0,0,0.0,0.0,1,4
197320000.0,4933,031101020903,0,0,0.0,0,0,0,0,0.0,0.0,1,5
116840000.0,2921,031102050803,0,0,0.0,0,0,0,0,0.0,0.0,1,6
119440000.0,2986,031102050802,0,0,0.0,0,0,0,0,0.0,0.0,1,7
134960000.0,3374,031102050704,0,0,0.0,0,0,0,0,0.0,0.0,1,8
192280000.0,4807,031101020906,0,0,0.0,0,0,0,0,0.0,0.0,1,9
514640000.0,12866,031300110704,0,1,0.000310896937665164,0,0,1,1,0.017629528659590263,4.0,2,10
373760000.0,9344,031101020905,0,0,0.0,0,0,0,0,0.0,0.0,1,11
64920000.0,1623,031102050703,0,0,0.0,0,0,0,0,0.0,0.0,1,12
256280000.0,6407,031300110706,0,0,0.0,0,0,0,0,0.0,0.0,1,13
109200000.0,2730,031101020904,0,0,0.0,0,0,0,0,0.0,0.0,1,14
78200000.0,1955,031102050702,0,0,0.0,0,0,0,0,0.0,0.0,1,15
49600000.0,1240,031101020804,0,0,0.0,0,0,0,0,0.0,0.0,1,16
154640000.0,3866,031101010201,0,0,0.0,0,0,0,0,0.0,0.0,1,17
84800000.0,2120,031300110703,0,1,0.0014150943396226414,0,0,1,1,0.03759111394508827,3.0,2,18
115680000.0,2892,031300110705,0,0,0.0,0,0,0,0,0.0,0.0,1,19
485840000.0,12146,031300110804,0,2,0.002469948954388276,0,0,2,2,0.052850495114074025,30.0,3,20
160120000.0,4003,031300130504,0,0,0.0,0,0,0,0,0.0,0.0,1,21
163120000.0,4078,031101020902,0,0,0.0,0,0,0,0,0.0,0.0,1,22
172800000.0,4320,031102050701,0,2,0.000925925925925926,0,0,2,2,0.04302318576107016,4.0,2,23
88120000.0,2203,031101020805,0,0,0.0,0,0,0,0,0.0,0.0,1,24
63160000.0,1579,031300110702,0,0,0.0,0,0,0,0,0.0,0.0,1,25
134120000.0,3353,031101020901,0,0,0.0,0,0,0,0,0.0,0.0,1,26
132360000.0,3309,031101020506,0,0,0.0,0,0,0,0,0.0,0.0,1,27
227040000.0,5676,031300130305,0,1,0.00035236081747709656,0,0,1,1,0.01876796897193203,2.0,2,28
149160000.0,3729,031102050604,0,0,0.0,0,0,0,0,0.0,0.0,1,29
377720000.0,9443,031401010704,0,0,0.0,0,0,0,0,0.0,0.0,1,30
52640000.0,1316,031300130402,0,0,0.0,0,0,0,0,0.0,0.0,1,31
297320000.0,7433,031300130503,0,2,0.0005381407237992735,0,0,2,2,0.032802314737834216,4.0,2,32
74280000.0,1857,031300130502,0,0,0.0,0,0,0,0,0.0,0.0,1,33
79920000.0,1998,031101020802,0,0,0.0,0,0,0,0,0.0,0.0,1,34
120680000.0,3017,031101020803,0,0,0.0,0,0,0,0,0.0,0.0,1,35
173640000.0,4341,031102050603,0,0,0.0,0,0,0,0,0.0,0.0,1,36
110200000.0,2755,031300110701,0,0,0.0,0,0,0,0,0.0,0.0,1,37
365000000.0,9125,031300130403,0,0,0.0,0,0,0,0,0.0,0.0,1,38
107360000.0,2684,031300130304,0,0,0.0,0,0,0,0,0.0,0.0,1,39
116720000.0,2918,031101020605,0,0,0.0,0,0,0,0,0.0,0.0,1,40
184560000.0,4614,031300110803,0,2,0.00043346337234503684,0,0,2,2,0.02944042890643594,2.0,2,41
78480000.0,1962,031102050602,0,0,0.0,0,0,0,0,0.0,0.0,1,42
206760000.0,5169,031101020505,0,0,0.0,0,0,0,0,0.0,0.0,1,43
90160000.0,2254,031401010702,0,0,0.0,0,0,0,0,0.0,0.0,1,44
82520000.0,2063,031200031203,0,0,0.0,0,0,0,0,0.0,0.0,1,45
67760000.0,1694,031300130501,0,0,0.0,0,0,0,0,0.0,0.0,1,46
77880000.0,1947,031300130401,0,0,0.0,0,0,0,0,0.0,0.0,1,47
99800000.0,2495,031300110802,0,0,0.0,0,0,0,0,0.0,0.0,1,48
134800000.0,3370,031200031204,0,0,0.0,0,0,0,0,0.0,0.0,1,49
154880000.0,3872,031101020503,0,0,0.0,0,0,0,0,0.0,0.0,1,50
73120000.0,1828,031102060701,0,0,0.0,0,0,0,0,0.0,0.0,1,51
84160000.0,2104,031300130303,0,0,0.0,0,0,0,0,0.0,0.0,1,52
142040000.0,3551,031102050601,0,0,0.0,0,0,0,0,0.0,0.0,1,53
52080000.0,1302,031300130302,0,0,0.0,0,0,0,0,0.0,0.0,1,54
182720000.0,4568,031401010703,0,0,0.0,0,0,0,0,0.0,0.0,1,55
45560000.0,1139,031102060703,0,0,0.0,0,0,0,0,0.0,0.0,1,56
71240000.0,1781,031300130203,0,0,0.0,0,0,0,0,0.0,0.0,1,57
