UNIQUE,NOT_A_PRIORITY_FOR_SHARED_ACTION,CORRIDORS,MEDIUM_PRIORITY,HIGH_PRIORITY,HIGHEST_PRIORITY
1780,23120000.0,0.0,0.0,0.0,0.0
1781,22960000.0,0.0,0.0,0.0,0.0
1782,23160000.0,0.0,0.0,0.0,0.0
1783,22960000.0,0.0,0.0,0.0,0.0
1784,23080000.0,0.0,0.0,0.0,0.0
1785,23080000.0,0.0,0.0,0.0,0.0
1786,12400000.0,0.0,0.0,0.0,0.0
1787,23040000.0,0.0,0.0,0.0,0.0
1788,23040000.0,0.0,0.0,0.0,0.0
1789,23000000.0,0.0,0.0,0.0,0.0
1790,23000000.0,0.0,0.0,0.0,0.0
1791,23040000.0,0.0,0.0,0.0,0.0
1792,22920000.0,0.0,0.0,0.0,0.0
1793,23160000.0,0.0,0.0,0.0,0.0
1794,22960000.0,0.0,0.0,0.0,0.0
1795,23040000.0,0.0,0.0,0.0,0.0
1796,23040000.0,0.0,0.0,0.0,0.0
1797,22560000.0,0.0,440000.0,0.0,0.0
1798,4800000.0,3320000.0,12760000.0,1600000.0,560000.0
1799,0.0,0.0,4200000.0,18480000.0,320000.0
1800,0.0,0.0,9000000.0,7840000.0,6240000.0
1801,0.0,0.0,13560000.0,9440000.0,0.0
1802,8600000.0,0.0,14480000.0,0.0,0.0
1803,22960000.0,0.0,0.0,0.0,0.0
1804,23120000.0,0.0,0.0,0.0,0.0
1805,22960000.0,0.0,0.0,0.0,0.0
1806,23080000.0,0.0,0.0,0.0,0.0
1807,23040000.0,0.0,0.0,0.0,0.0
1808,23040000.0,0.0,0.0,0.0,0.0
1809,23000000.0,0.0,0.0,0.0,0.0
1810,23080000.0,0.0,0.0,0.0,0.0
1811,23000000.0,0.0,0.0,0.0,0.0
1812,23080000.0,0.0,0.0,0.0,0.0
1813,23000000.0,0.0,0.0,0.0,0.0
1814,23080000.0,0.0,0.0,0.0,0.0
1815,22920000.0,0.0,0.0,0.0,0.0
1816,23160000.0,0.0,0.0,0.0,0.0
1817,22960000.0,0.0,0.0,0.0,0.0
1818,23080000.0,0.0,0.0,0.0,0.0
1819,23000000.0,0.0,0.0,0.0,0.0
1820,23040000.0,0.0,0.0,0.0,0.0
1821,23000000.0,0.0,0.0,0.0,0.0
1822,23160000.0,0.0,0.0,0.0,0.0
1823,23120000.0,0.0,0.0,0.0,0.0
1824,22960000.0,0.0,0.0,0.0,0.0
1825,23080000.0,0.0,0.0,0.0,0.0
1826,12960000.0,0.0,0.0,0.0,0.0
1827,23080000.0,0.0,0.0,0.0,0.0
1828,22920000.0,0.0,0.0,0.0,0.0
1829,23040000.0,0.0,0.0,0.0,0.0
1830,23040000.0,0.0,0.0,0.0,0.0
1831,23000000.0,0.0,0.0,0.0,0.0
1832,23080000.0,0.0,0.0,0.0,0.0
1833,22960000.0,0.0,0.0,0.0,0.0
1834,23040000.0,0.0,0.0,0.0,0.0
1835,23000000.0,0.0,0.0,0.0,0.0
1836,23080000.0,0.0,0.0,0.0,0.0
1837,18280000.0,2440000.0,2240000.0,0.0,0.0
1838,0.0,1560000.0,13480000.0,6160000.0,1920000.0
1839,0.0,0.0,0.0,21640000.0,1360000.0
1840,0.0,0.0,9080000.0,12160000.0,1760000.0
1841,7200000.0,3640000.0,12200000.0,0.0,0.0
1842,22400000.0,0.0,640000.0,0.0,0.0
1843,23000000.0,0.0,0.0,0.0,0.0
1844,20680000.0,0.0,2360000.0,0.0,0.0
1845,23080000.0,0.0,0.0,0.0,0.0
1846,22960000.0,0.0,0.0,0.0,0.0
1847,23080000.0,0.0,0.0,0.0,0.0
1848,23040000.0,0.0,0.0,0.0,0.0
1849,23040000.0,0.0,0.0,0.0,0.0
1850,23120000.0,0.0,0.0,0.0,0.0
1851,22920000.0,0.0,0.0,0.0,0.0
1852,23120000.0,0.0,0.0,0.0,0.0
1853,22960000.0,0.0,0.0,0.0,0.0
1854,23080000.0,0.0,0.0,0.0,0.0
1855,23040000.0,0.0,0.0,0.0,0.0
1856,23040000.0,0.0,0.0,0.0,0.0
1857,23000000.0,0.0,0.0,0.0,0.0
1858,23080000.0,0.0,0.0,0.0,0.0
1859,23000000.0,0.0,0.0,0.0,0.0
1860,23080000.0,0.0,0.0,0.0,0.0
1861,23080000.0,0.0,0.0,0.0,0.0
1862,23000000.0,0.0,0.0,0.0,0.0
1863,23120000.0,0.0,0.0,0.0,0.0
1864,23040000.0,0.0,0.0,0.0,0.0
1865,23080000.0,0.0,0.0,0.0,0.0
1866,13680000.0,0.0,0.0,0.0,0.0
1867,23000000.0,0.0,0.0,0.0,0.0
1868,23080000.0,0.0,0.0,0.0,0.0
1869,23000000.0,0.0,0.0,0.0,0.0
1870,23000000.0,0.0,0.0,0.0,0.0
1871,23000000.0,0.0,0.0,0.0,0.0
1872,23000000.0,0.0,0.0,0.0,0.0
1873,23040000.0,0.0,0.0,0.0,0.0
1874,23000000.0,0.0,0.0,0.0,0.0
1875,23080000.0,0.0,0.0,0.0,0.0
1876,23000000.0,0.0,0.0,0.0,0.0
1877,10520000.0,2680000.0,9240000.0,600000.0,0.0
1878,0.0,0.0,1040000.0,10320000.0,11600000.0
1879,0.0,0.0,0.0,9600000.0,13480000.0
1880,0.0,0.0,19720000.0,240000.0,3040000.0
1881,3400000.0,0.0,19720000.0,0.0,0.0
1882,22960000.0,0.0,0.0,0.0,0.0
1883,23120000.0,0.0,0.0,0.0,0.0
1884,19240000.0,0.0,3680000.0,0.0,0.0
1885,21560000.0,0.0,1520000.0,0.0,0.0
1886,23040000.0,0.0,0.0,0.0,0.0
1887,23080000.0,0.0,0.0,0.0,0.0
1888,23000000.0,0.0,0.0,0.0,0.0
1889,23040000.0,0.0,0.0,0.0,0.0
1890,23000000.0,0.0,0.0,0.0,0.0
1891,23080000.0,0.0,0.0,0.0,0.0
1892,23120000.0,0.0,0.0,0.0,0.0
1893,23000000.0,0.0,0.0,0.0,0.0
1894,23040000.0,0.0,0.0,0.0,0.0
1895,23000000.0,0.0,0.0,0.0,0.0
1896,23080000.0,0.0,0.0,0.0,0.0
1897,23000000.0,0.0,0.0,0.0,0.0
1898,23120000.0,0.0,0.0,0.0,0.0
1899,22960000.0,0.0,0.0,0.0,0.0
1900,23080000.0,0.0,0.0,0.0,0.0
1901,23080000.0,0.0,0.0,0.0,0.0
1902,22960000.0,0.0,0.0,0.0,0.0
1903,23160000.0,0.0,0.0,0.0,0.0
1904,22960000.0,0.0,0.0,0.0,0.0
1905,23040000.0,0.0,0.0,0.0,0.0
1906,14240000.0,0.0,0.0,0.0,0.0
1907,22960000.0,0.0,0.0,0.0,0.0
1908,23000000.0,0.0,0.0,0.0,0.0
1909,23040000.0,0.0,0.0,0.0,0.0
1910,23000000.0,0.0,0.0,0.0,0.0
1911,23080000.0,0.0,0.0,0.0,0.0
1912,23000000.0,0.0,0.0,0.0,0.0
1913,23040000.0,0.0,0.0,0.0,0.0
1914,23000000.0,0.0,0.0,0.0,0.0
1915,22960000.0,0.0,0.0,0.0,0.0
1916,23040000.0,0.0,0.0,0.0,0.0
1917,5640000.0,2480000.0,5880000.0,9080000.0,0.0
1918,0.0,0.0,0.0,15520000.0,7520000.0
1919,0.0,0.0,720000.0,18080000.0,4200000.0
1920,0.0,0.0,21240000.0,1800000.0,0.0
1921,12440000.0,0.0,10560000.0,0.0,0.0
1922,23040000.0,0.0,0.0,0.0,0.0
1923,18760000.0,0.0,4280000.0,0.0,0.0
1924,2080000.0,0.0,20960000.0,0.0,0.0
1925,13680000.0,0.0,9400000.0,0.0,0.0
1926,23000000.0,0.0,0.0,0.0,0.0
1927,23040000.0,0.0,0.0,0.0,0.0
1928,23000000.0,0.0,0.0,0.0,0.0
1929,23120000.0,0.0,0.0,0.0,0.0
1930,22960000.0,0.0,0.0,0.0,0.0
1931,23120000.0,0.0,0.0,0.0,0.0
1932,22960000.0,0.0,0.0,0.0,0.0
1933,23040000.0,0.0,0.0,0.0,0.0
1934,23160000.0,0.0,0.0,0.0,0.0
1935,22960000.0,0.0,0.0,0.0,0.0
1936,23080000.0,0.0,0.0,0.0,0.0
1937,22960000.0,0.0,0.0,0.0,0.0
1938,23080000.0,0.0,0.0,0.0,0.0
1939,23120000.0,0.0,0.0,0.0,0.0
1940,23000000.0,0.0,0.0,0.0,0.0
1941,23080000.0,0.0,0.0,0.0,0.0
1942,22960000.0,0.0,0.0,0.0,0.0
1943,23080000.0,0.0,0.0,0.0,0.0
1944,23120000.0,0.0,0.0,0.0,0.0
1945,23040000.0,0.0,0.0,0.0,0.0
1946,14920000.0,0.0,0.0,0.0,0.0
1947,22960000.0,0.0,0.0,0.0,0.0
1948,23120000.0,0.0,0.0,0.0,0.0
1949,22920000.0,0.0,0.0,0.0,0.0
1950,23080000.0,0.0,0.0,0.0,0.0
1951,22960000.0,0.0,0.0,0.0,0.0
1952,23040000.0,0.0,0.0,0.0,0.0
1953,23000000.0,0.0,0.0,0.0,0.0
1954,23120000.0,0.0,0.0,0.0,0.0
1955,22960000.0,0.0,0.0,0.0,0.0
1956,23080000.0,0.0,0.0,0.0,0.0
1957,10920000.0,120000.0,11480000.0,480000.0,0.0
1958,5120000.0,1800000.0,9800000.0,6320000.0,0.0
1959,0.0,0.0,2640000.0,20320000.0,0.0
1960,880000.0,0.0,19320000.0,2920000.0,0.0
1961,18800000.0,0.0,4160000.0,0.0,0.0
1962,23120000.0,0.0,0.0,0.0,0.0
1963,18400000.0,0.0,4560000.0,0.0,0.0
1964,8240000.0,0.0,14800000.0,0.0,0.0
1965,20680000.0,0.0,2320000.0,0.0,0.0
1966,23080000.0,0.0,0.0,0.0,0.0
1967,23080000.0,0.0,0.0,0.0,0.0
1968,23000000.0,0.0,0.0,0.0,0.0
1969,23080000.0,0.0,0.0,0.0,0.0
1970,22960000.0,0.0,0.0,0.0,0.0
1971,23120000.0,0.0,0.0,0.0,0.0
1972,23000000.0,0.0,0.0,0.0,0.0
1973,23080000.0,0.0,0.0,0.0,0.0
1974,23080000.0,0.0,0.0,0.0,0.0
1975,22960000.0,0.0,0.0,0.0,0.0
1976,23120000.0,0.0,0.0,0.0,0.0
1977,23000000.0,0.0,0.0,0.0,0.0
1978,23080000.0,0.0,0.0,0.0,0.0
1979,23080000.0,0.0,0.0,0.0,0.0
1980,22960000.0,0.0,0.0,0.0,0.0
1981,23080000.0,0.0,0.0,0.0,0.0
1982,23040000.0,0.0,0.0,0.0,0.0
1983,23080000.0,0.0,0.0,0.0,0.0
1984,23080000.0,0.0,0.0,0.0,0.0
1985,23000000.0,0.0,0.0,0.0,0.0
1986,15520000.0,0.0,0.0,0.0,0.0
1987,23040000.0,0.0,0.0,0.0,0.0
1988,22960000.0,0.0,0.0,0.0,0.0
1989,23080000.0,0.0,0.0,0.0,0.0
1990,22920000.0,0.0,0.0,0.0,0.0
1991,23120000.0,0.0,0.0,0.0,0.0
1992,22960000.0,0.0,0.0,0.0,0.0
1993,23080000.0,0.0,0.0,0.0,0.0
1994,22960000.0,0.0,0.0,0.0,0.0
1995,23040000.0,0.0,0.0,0.0,0.0
1996,23000000.0,0.0,0.0,0.0,0.0
1997,23080000.0,0.0,0.0,0.0,0.0
1998,22080000.0,0.0,920000.0,0.0,0.0
1999,15840000.0,0.0,4040000.0,3200000.0,0.0
2000,5440000.0,0.0,13520000.0,4000000.0,0.0
2001,22040000.0,0.0,1040000.0,0.0,0.0
2002,23040000.0,0.0,0.0,0.0,0.0
2003,23040000.0,0.0,0.0,0.0,0.0
2004,23080000.0,0.0,0.0,0.0,0.0
2005,23000000.0,0.0,0.0,0.0,0.0
2006,23040000.0,0.0,0.0,0.0,0.0
2007,23000000.0,0.0,0.0,0.0,0.0
2008,23080000.0,0.0,0.0,0.0,0.0
2009,23080000.0,0.0,0.0,0.0,0.0
2010,23040000.0,0.0,0.0,0.0,0.0
2011,23040000.0,0.0,0.0,0.0,0.0
2012,22960000.0,0.0,0.0,0.0,0.0
2013,23120000.0,0.0,0.0,0.0,0.0
2014,23080000.0,0.0,0.0,0.0,0.0
2015,23000000.0,0.0,0.0,0.0,0.0
2016,23080000.0,0.0,0.0,0.0,0.0
2017,22960000.0,0.0,0.0,0.0,0.0
2018,23080000.0,0.0,0.0,0.0,0.0
2019,23120000.0,0.0,0.0,0.0,0.0
2020,22960000.0,0.0,0.0,0.0,0.0
2021,23120000.0,0.0,0.0,0.0,0.0
2022,23080000.0,0.0,0.0,0.0,0.0
2023,22920000.0,0.0,0.0,0.0,0.0
2024,23200000.0,0.0,0.0,0.0,0.0
2025,23000000.0,0.0,0.0,0.0,0.0
2026,16120000.0,0.0,0.0,0.0,0.0
2027,23040000.0,0.0,0.0,0.0,0.0
2028,23040000.0,0.0,0.0,0.0,0.0
2029,23000000.0,0.0,0.0,0.0,0.0
2030,23040000.0,0.0,0.0,0.0,0.0
2031,23000000.0,0.0,0.0,0.0,0.0
2032,23040000.0,0.0,0.0,0.0,0.0
2033,23000000.0,0.0,0.0,0.0,0.0
2034,23080000.0,0.0,0.0,0.0,0.0
2035,23040000.0,0.0,0.0,0.0,0.0
2036,23000000.0,0.0,0.0,0.0,0.0
2037,22960000.0,0.0,0.0,0.0,0.0
2038,23080000.0,0.0,0.0,0.0,0.0
2039,15680000.0,0.0,7320000.0,0.0,0.0
2040,6920000.0,0.0,16040000.0,0.0,0.0
2041,22840000.0,0.0,320000.0,0.0,0.0
2042,22960000.0,0.0,0.0,0.0,0.0
2043,19400000.0,0.0,3640000.0,0.0,0.0
2044,23000000.0,0.0,0.0,0.0,0.0
2045,23000000.0,0.0,0.0,0.0,0.0
2046,23120000.0,0.0,0.0,0.0,0.0
2047,23000000.0,0.0,0.0,0.0,0.0
2048,23080000.0,0.0,0.0,0.0,0.0
2049,22960000.0,0.0,0.0,0.0,0.0
2050,23080000.0,0.0,0.0,0.0,0.0
2051,23080000.0,0.0,0.0,0.0,0.0
2052,23040000.0,0.0,0.0,0.0,0.0
2053,23080000.0,0.0,0.0,0.0,0.0
2054,23040000.0,0.0,0.0,0.0,0.0
2055,23000000.0,0.0,0.0,0.0,0.0
2056,23080000.0,0.0,0.0,0.0,0.0
2057,23000000.0,0.0,0.0,0.0,0.0
2058,23120000.0,0.0,0.0,0.0,0.0
2059,23040000.0,0.0,0.0,0.0,0.0
2060,23000000.0,0.0,0.0,0.0,0.0
2061,23080000.0,0.0,0.0,0.0,0.0
2062,23080000.0,0.0,0.0,0.0,0.0
2063,23040000.0,0.0,0.0,0.0,0.0
2064,23040000.0,0.0,0.0,0.0,0.0
2065,23040000.0,0.0,0.0,0.0,0.0
2066,22960000.0,0.0,0.0,0.0,0.0
2067,23000000.0,0.0,0.0,0.0,0.0
2068,23200000.0,0.0,0.0,0.0,0.0
2069,23000000.0,0.0,0.0,0.0,0.0
2070,23000000.0,0.0,0.0,0.0,0.0
2071,23120000.0,0.0,0.0,0.0,0.0
2072,23040000.0,0.0,0.0,0.0,0.0
2073,23000000.0,0.0,0.0,0.0,0.0
2074,23120000.0,0.0,0.0,0.0,0.0
2075,23120000.0,0.0,0.0,0.0,0.0
2076,22960000.0,0.0,0.0,0.0,0.0
2077,23120000.0,0.0,0.0,0.0,0.0
2078,23040000.0,0.0,0.0,0.0,0.0
2079,23080000.0,0.0,0.0,0.0,0.0
2080,23040000.0,0.0,0.0,0.0,0.0
2081,23040000.0,0.0,0.0,0.0,0.0
2082,23040000.0,0.0,0.0,0.0,0.0
2083,23080000.0,0.0,0.0,0.0,0.0
2084,23040000.0,0.0,0.0,0.0,0.0
2085,23040000.0,0.0,0.0,0.0,0.0
2086,23040000.0,0.0,0.0,0.0,0.0
2087,23120000.0,0.0,0.0,0.0,0.0
2088,23080000.0,0.0,0.0,0.0,0.0
2089,23000000.0,0.0,0.0,0.0,0.0
2090,23080000.0,0.0,0.0,0.0,0.0
2091,23120000.0,0.0,0.0,0.0,0.0
2092,22960000.0,0.0,0.0,0.0,0.0
2093,23080000.0,0.0,0.0,0.0,0.0
2094,23080000.0,0.0,0.0,0.0,0.0
2095,23000000.0,0.0,0.0,0.0,0.0
2096,23120000.0,0.0,0.0,0.0,0.0
2097,23000000.0,0.0,0.0,0.0,0.0
2098,23040000.0,0.0,0.0,0.0,0.0
2099,23160000.0,0.0,0.0,0.0,0.0
2100,23040000.0,0.0,0.0,0.0,0.0
2101,23040000.0,0.0,0.0,0.0,0.0
2102,22800000.0,0.0,0.0,0.0,0.0
2103,23040000.0,0.0,0.0,0.0,0.0
2104,23080000.0,0.0,0.0,0.0,0.0
2105,23040000.0,0.0,0.0,0.0,0.0
2106,23040000.0,0.0,0.0,0.0,0.0
2107,23040000.0,0.0,0.0,0.0,0.0
2108,23040000.0,0.0,0.0,0.0,0.0
2109,23080000.0,0.0,0.0,0.0,0.0
2110,23040000.0,0.0,0.0,0.0,0.0
2111,23080000.0,0.0,0.0,0.0,0.0
2112,23000000.0,0.0,0.0,0.0,0.0
2113,23120000.0,0.0,0.0,0.0,0.0
2114,23080000.0,0.0,0.0,0.0,0.0
2115,23040000.0,0.0,0.0,0.0,0.0
2116,23040000.0,0.0,0.0,0.0,0.0
2117,23120000.0,0.0,0.0,0.0,0.0
2118,23000000.0,0.0,0.0,0.0,0.0
2119,23120000.0,0.0,0.0,0.0,0.0
2120,23040000.0,0.0,0.0,0.0,0.0
2121,23080000.0,0.0,0.0,0.0,0.0
2122,23080000.0,0.0,0.0,0.0,0.0
2123,23120000.0,0.0,0.0,0.0,0.0
2124,22960000.0,0.0,0.0,0.0,0.0
2125,23040000.0,0.0,0.0,0.0,0.0
2126,23120000.0,0.0,0.0,0.0,0.0
2127,23080000.0,0.0,0.0,0.0,0.0
2128,22960000.0,0.0,0.0,0.0,0.0
2129,23160000.0,0.0,0.0,0.0,0.0
2130,23000000.0,0.0,0.0,0.0,0.0
2131,23040000.0,0.0,0.0,0.0,0.0
2132,23120000.0,0.0,0.0,0.0,0.0
2133,23040000.0,0.0,0.0,0.0,0.0
2134,23040000.0,0.0,0.0,0.0,0.0
2135,23080000.0,0.0,0.0,0.0,0.0
2136,23000000.0,0.0,0.0,0.0,0.0
2137,23000000.0,0.0,0.0,0.0,0.0
2138,22880000.0,0.0,0.0,0.0,0.0
2139,23080000.0,0.0,0.0,0.0,0.0
2140,23160000.0,0.0,0.0,0.0,0.0
2141,22920000.0,0.0,0.0,0.0,0.0
2142,23080000.0,0.0,0.0,0.0,0.0
2143,23120000.0,0.0,0.0,0.0,0.0
2144,23040000.0,0.0,0.0,0.0,0.0
2145,22960000.0,0.0,0.0,0.0,0.0
2146,23160000.0,0.0,0.0,0.0,0.0
2147,23000000.0,0.0,0.0,0.0,0.0
2148,23080000.0,0.0,0.0,0.0,0.0
2149,23080000.0,0.0,0.0,0.0,0.0
2150,22960000.0,0.0,0.0,0.0,0.0
2151,23080000.0,0.0,0.0,0.0,0.0
2152,23120000.0,0.0,0.0,0.0,0.0
2153,22960000.0,0.0,0.0,0.0,0.0
2154,23120000.0,0.0,0.0,0.0,0.0
2155,23000000.0,0.0,0.0,0.0,0.0
2156,23080000.0,0.0,0.0,0.0,0.0
2157,23040000.0,0.0,0.0,0.0,0.0
2158,23080000.0,0.0,0.0,0.0,0.0
2159,22960000.0,0.0,0.0,0.0,0.0
2160,23160000.0,0.0,0.0,0.0,0.0
2161,23040000.0,0.0,0.0,0.0,0.0
2162,23040000.0,0.0,0.0,0.0,0.0
2163,23000000.0,0.0,0.0,0.0,0.0
2164,23160000.0,0.0,0.0,0.0,0.0
2165,23040000.0,0.0,0.0,0.0,0.0
2166,23040000.0,0.0,0.0,0.0,0.0
2167,23040000.0,0.0,0.0,0.0,0.0
2168,23080000.0,0.0,0.0,0.0,0.0
2169,23040000.0,0.0,0.0,0.0,0.0
2170,23040000.0,0.0,0.0,0.0,0.0
2171,23040000.0,0.0,0.0,0.0,0.0
2172,23040000.0,0.0,0.0,0.0,0.0
2173,22840000.0,0.0,0.0,0.0,0.0
2174,23080000.0,0.0,0.0,0.0,0.0
2175,22960000.0,0.0,0.0,0.0,0.0
2176,23160000.0,0.0,0.0,0.0,0.0
2177,23040000.0,0.0,0.0,0.0,0.0
2178,23000000.0,0.0,0.0,0.0,0.0
2179,23040000.0,0.0,0.0,0.0,0.0
2180,23160000.0,0.0,0.0,0.0,0.0
2181,22960000.0,0.0,0.0,0.0,0.0
2182,23080000.0,0.0,0.0,0.0,0.0
2183,23080000.0,0.0,0.0,0.0,0.0
2184,23000000.0,0.0,0.0,0.0,0.0
2185,23160000.0,0.0,0.0,0.0,0.0
2186,23040000.0,0.0,0.0,0.0,0.0
2187,23000000.0,0.0,0.0,0.0,0.0
2188,23120000.0,0.0,0.0,0.0,0.0
2189,23040000.0,0.0,0.0,0.0,0.0
2190,23080000.0,0.0,0.0,0.0,0.0
2191,23000000.0,0.0,0.0,0.0,0.0
2192,23120000.0,0.0,0.0,0.0,0.0
2193,23000000.0,0.0,0.0,0.0,0.0
2194,23120000.0,0.0,0.0,0.0,0.0
2195,23000000.0,0.0,0.0,0.0,0.0
2196,23080000.0,0.0,0.0,0.0,0.0
2197,23040000.0,0.0,0.0,0.0,0.0
2198,23120000.0,0.0,0.0,0.0,0.0
2199,23040000.0,0.0,0.0,0.0,0.0
2200,23000000.0,0.0,0.0,0.0,0.0
2201,23120000.0,0.0,0.0,0.0,0.0
2202,23080000.0,0.0,0.0,0.0,0.0
2203,23000000.0,0.0,0.0,0.0,0.0
2204,23080000.0,0.0,0.0,0.0,0.0
2205,23120000.0,0.0,0.0,0.0,0.0
2206,22800000.0,0.0,0.0,0.0,0.0
2207,23080000.0,0.0,0.0,0.0,0.0
2208,23000000.0,0.0,0.0,0.0,0.0
2209,23040000.0,0.0,0.0,0.0,0.0
2210,23120000.0,0.0,0.0,0.0,0.0
2211,23000000.0,0.0,0.0,0.0,0.0
2212,23120000.0,0.0,0.0,0.0,0.0
2213,23000000.0,0.0,0.0,0.0,0.0
2214,23040000.0,0.0,0.0,0.0,0.0
2215,23080000.0,0.0,0.0,0.0,0.0
2216,23040000.0,0.0,0.0,0.0,0.0
2217,23040000.0,0.0,0.0,0.0,0.0
2218,23040000.0,0.0,0.0,0.0,0.0
2219,23040000.0,0.0,0.0,0.0,0.0
2220,23120000.0,0.0,0.0,0.0,0.0
2221,23040000.0,0.0,0.0,0.0,0.0
2222,23000000.0,0.0,0.0,0.0,0.0
2223,23080000.0,0.0,0.0,0.0,0.0
2224,23080000.0,0.0,0.0,0.0,0.0
2225,23080000.0,0.0,0.0,0.0,0.0
2226,23000000.0,0.0,0.0,0.0,0.0
2227,23080000.0,0.0,0.0,0.0,0.0
2228,23080000.0,0.0,0.0,0.0,0.0
2229,23040000.0,0.0,0.0,0.0,0.0
2230,23080000.0,0.0,0.0,0.0,0.0
2231,23040000.0,0.0,0.0,0.0,0.0
2232,22960000.0,0.0,0.0,0.0,0.0
2233,23160000.0,0.0,0.0,0.0,0.0
2234,23000000.0,0.0,0.0,0.0,0.0
2235,23000000.0,0.0,0.0,0.0,0.0
2236,23160000.0,0.0,0.0,0.0,0.0
2237,23040000.0,0.0,0.0,0.0,0.0
2238,22800000.0,0.0,0.0,0.0,0.0
2239,23040000.0,0.0,0.0,0.0,0.0
2240,23080000.0,0.0,0.0,0.0,0.0
2241,23080000.0,0.0,0.0,0.0,0.0
2242,22960000.0,0.0,0.0,0.0,0.0
2243,23160000.0,0.0,0.0,0.0,0.0
2244,23000000.0,0.0,0.0,0.0,0.0
2245,23000000.0,0.0,0.0,0.0,0.0
2246,23200000.0,0.0,0.0,0.0,0.0
2247,23000000.0,0.0,0.0,0.0,0.0
2248,23000000.0,0.0,0.0,0.0,0.0
2249,23160000.0,0.0,0.0,0.0,0.0
2250,23000000.0,0.0,0.0,0.0,0.0
2251,23120000.0,0.0,0.0,0.0,0.0
2252,23040000.0,0.0,0.0,0.0,0.0
2253,23040000.0,0.0,0.0,0.0,0.0
2254,23120000.0,0.0,0.0,0.0,0.0
2255,23040000.0,0.0,0.0,0.0,0.0
2256,23080000.0,0.0,0.0,0.0,0.0
2257,22960000.0,0.0,0.0,0.0,0.0
2258,23160000.0,0.0,0.0,0.0,0.0
2259,23040000.0,0.0,0.0,0.0,0.0
2260,23040000.0,0.0,0.0,0.0,0.0
2261,23080000.0,0.0,0.0,0.0,0.0
2262,23080000.0,0.0,0.0,0.0,0.0
2263,23000000.0,0.0,0.0,0.0,0.0
2264,23160000.0,0.0,0.0,0.0,0.0
2265,22960000.0,0.0,0.0,0.0,0.0
2266,23080000.0,0.0,0.0,0.0,0.0
2267,23120000.0,0.0,0.0,0.0,0.0
2268,22800000.0,0.0,0.0,0.0,0.0
2269,23040000.0,0.0,0.0,0.0,0.0
2270,23120000.0,0.0,0.0,0.0,0.0
2271,23000000.0,0.0,0.0,0.0,0.0
2272,23040000.0,0.0,0.0,0.0,0.0
2273,23040000.0,0.0,0.0,0.0,0.0
2274,23080000.0,0.0,0.0,0.0,0.0
2275,23120000.0,0.0,0.0,0.0,0.0
2276,22960000.0,0.0,0.0,0.0,0.0
2277,23080000.0,0.0,0.0,0.0,0.0
2278,23120000.0,0.0,0.0,0.0,0.0
2279,22960000.0,0.0,0.0,0.0,0.0
2280,23120000.0,0.0,0.0,0.0,0.0
2281,23000000.0,0.0,0.0,0.0,0.0
2282,23080000.0,0.0,0.0,0.0,0.0
2283,23080000.0,0.0,0.0,0.0,0.0
2284,23000000.0,0.0,0.0,0.0,0.0
2285,23120000.0,0.0,0.0,0.0,0.0
2286,22960000.0,0.0,0.0,0.0,0.0
2287,23200000.0,0.0,0.0,0.0,0.0
2288,22960000.0,0.0,0.0,0.0,0.0
2289,23040000.0,0.0,0.0,0.0,0.0
2290,23120000.0,0.0,0.0,0.0,0.0
2291,23040000.0,0.0,0.0,0.0,0.0
2292,23040000.0,0.0,0.0,0.0,0.0
2293,23080000.0,0.0,0.0,0.0,0.0
2294,23040000.0,0.0,0.0,0.0,0.0
2295,23080000.0,0.0,0.0,0.0,0.0
2296,22880000.0,0.0,0.0,0.0,0.0
2297,22960000.0,0.0,0.0,0.0,0.0
2298,23040000.0,0.0,0.0,0.0,0.0
2299,23080000.0,0.0,0.0,0.0,0.0
2300,23160000.0,0.0,0.0,0.0,0.0
2301,22960000.0,0.0,0.0,0.0,0.0
2302,23040000.0,0.0,0.0,0.0,0.0
2303,23120000.0,0.0,0.0,0.0,0.0
2304,23000000.0,0.0,0.0,0.0,0.0
2305,23120000.0,0.0,0.0,0.0,0.0
2306,23040000.0,0.0,0.0,0.0,0.0
2307,23080000.0,0.0,0.0,0.0,0.0
2308,23040000.0,0.0,0.0,0.0,0.0
2309,23120000.0,0.0,0.0,0.0,0.0
2310,23000000.0,0.0,0.0,0.0,0.0
2311,23040000.0,0.0,0.0,0.0,0.0
2312,23120000.0,0.0,0.0,0.0,0.0
2313,23000000.0,0.0,0.0,0.0,0.0
2314,23120000.0,0.0,0.0,0.0,0.0
2315,23000000.0,0.0,0.0,0.0,0.0
2316,23080000.0,0.0,0.0,0.0,0.0
2317,23120000.0,0.0,0.0,0.0,0.0
2318,23000000.0,0.0,0.0,0.0,0.0
2319,23120000.0,0.0,0.0,0.0,0.0
2320,23000000.0,0.0,0.0,0.0,0.0
2321,23120000.0,0.0,0.0,0.0,0.0
2322,23000000.0,0.0,0.0,0.0,0.0
2323,22800000.0,0.0,0.0,0.0,0.0
2324,23160000.0,0.0,0.0,0.0,0.0
2325,23000000.0,0.0,0.0,0.0,0.0
2326,23040000.0,0.0,0.0,0.0,0.0
2327,23040000.0,0.0,0.0,0.0,0.0
2328,23080000.0,0.0,0.0,0.0,0.0
2329,23120000.0,0.0,0.0,0.0,0.0
2330,22960000.0,0.0,0.0,0.0,0.0
