HUC12,VALUE_1,VALUE_2,VALUE_3,VALUE_4
031101020102,103200000.0,0.0,0.0,0.0
030702040401,90160000.0,0.0,0.0,0.0
031300110404,0.0,320000.0,0.0,30720000.0
031101030501,32520000.0,0.0,0.0,0.0
030702040402,49000000.0,0.0,0.0,0.0
030801031303,0.0,80000.0,0.0,71480000.0
031102060201,79560000.0,0.0,0.0,0.0
031102050303,0.0,2960000.0,0.0,0.0
031401010102,27440000.0,40000.0,0.0,0.0
031102050103,160000.0,4440000.0,0.0,0.0
031102010703,0.0,78320000.0,0.0,160000.0
031101030406,84520000.0,0.0,0.0,0.0
031300110402,0.0,11400000.0,0.0,40000.0
031200030802,0.0,200000.0,16800000.0,0.0
031101030404,20160000.0,0.0,0.0,0.0
031200010501,10680000.0,0.0,0.0,0.0
031200010404,14200000.0,0.0,0.0,0.0
031300110403,0.0,34240000.0,0.0,40000.0
030801031101,0.0,37560000.0,120000.0,0.0
031300120502,0.0,1360000.0,28360000.0,0.0
031200030502,1800000.0,20000000.0,40000.0,0.0
031200010601,1160000.0,15320000.0,0.0,0.0
031200030303,0.0,160000.0,25280000.0,0.0
030801031002,0.0,50320000.0,0.0,0.0
031101030403,141880000.0,0.0,0.0,0.0
030801031304,0.0,0.0,120000.0,60240000.0
031401010101,26160000.0,0.0,0.0,0.0
031200010403,5520000.0,0.0,0.0,0.0
031102050102,0.0,37840000.0,0.0,0.0
031102050105,0.0,200000.0,0.0,38040000.0
031300120501,600000.0,35200000.0,0.0,0.0
031200030603,920000.0,36720000.0,0.0,0.0
030801031301,0.0,117640000.0,0.0,40000.0
031200010402,10600000.0,0.0,0.0,0.0
031101020101,96840000.0,0.0,0.0,0.0
031200030404,1640000.0,23080000.0,0.0,0.0
031102050101,0.0,36000000.0,0.0,0.0
031300110401,0.0,23240000.0,0.0,0.0
031101030304,27200000.0,0.0,0.0,0.0
031200010303,20560000.0,0.0,0.0,0.0
031102010802,0.0,12720000.0,0.0,47640000.0
030801031302,0.0,99360000.0,0.0,80000.0
030802010601,164880000.0,200000.0,0.0,0.0
030702040403,47360000.0,40000.0,0.0,0.0
030702040301,46760000.0,80000.0,0.0,0.0
031101030405,48760000.0,0.0,0.0,0.0
031200030602,19200000.0,0.0,0.0,0.0
030702040201,320000.0,128520000.0,0.0,0.0
031200030501,19800000.0,0.0,0.0,0.0
030801031003,21360000.0,99080000.0,40000.0,0.0
031200030302,720000.0,30720000.0,40000.0,0.0
031300110303,0.0,120000.0,0.0,34200000.0
031102030906,80000.0,0.0,0.0,0.0
031102010704,0.0,280000.0,0.0,121520000.0
031300120403,480000.0,10160000.0,0.0,0.0
030702040302,43120000.0,0.0,0.0,0.0
031300120408,0.0,0.0,33720000.0,0.0
031101030303,13960000.0,0.0,0.0,0.0
031101030402,112720000.0,0.0,0.0,0.0
031200010401,14440000.0,0.0,0.0,0.0
031200030301,31280000.0,80000.0,0.0,0.0
031200010302,28200000.0,0.0,0.0,0.0
031300110202,13560000.0,0.0,0.0,0.0
030801031404,0.0,40000.0,0.0,65400000.0
031300110203,640000.0,18080000.0,0.0,40000.0
031300110302,0.0,23920000.0,0.0,0.0
031200030403,23280000.0,0.0,0.0,0.0
031102010902,0.0,80000.0,0.0,30360000.0
031200030402,14040000.0,0.0,0.0,0.0
031402030803,45120000.0,0.0,0.0,0.0
031200030601,13240000.0,0.0,0.0,0.0
030801031201,40000.0,23760000.0,0.0,0.0
031402030804,35800000.0,0.0,0.0,0.0
031102010904,0.0,80000.0,0.0,27400000.0
030702040303,24320000.0,80000.0,0.0,0.0
030801031403,40000.0,51800000.0,0.0,0.0
031102030907,0.0,22160000.0,0.0,40000.0
031102010604,0.0,45240000.0,0.0,120000.0
030702040501,0.0,81400000.0,0.0,40000.0
031200030401,14880000.0,0.0,0.0,0.0
031200030104,16560000.0,0.0,0.0,0.0
031101030305,78720000.0,0.0,0.0,0.0
030702040202,107040000.0,320000.0,0.0,0.0
031402030802,31400000.0,0.0,0.0,0.0
030801031402,0.0,33160000.0,0.0,0.0
031200010301,23840000.0,0.0,0.0,0.0
031300120401,26600000.0,0.0,0.0,0.0
030801031604,0.0,48080000.0,0.0,0.0
030801031602,0.0,31600000.0,0.0,40000.0
031300110102,280000.0,18480000.0,0.0,0.0
031102010804,2240000.0,53600000.0,0.0,40000.0
030801031401,37640000.0,120000.0,0.0,0.0
031300110201,0.0,120000.0,40000.0,37000000.0
031102010701,121560000.0,600000.0,0.0,0.0
031300120405,0.0,40000.0,38640000.0,0.0
031101030401,19320000.0,0.0,0.0,0.0
031102010702,80000.0,132080000.0,0.0,600000.0
031101030205,61320000.0,0.0,0.0,0.0
030801031405,0.0,80000.0,0.0,33640000.0
031300110301,80000.0,20240000.0,0.0,40000.0
031300120404,40000.0,30920000.0,0.0,0.0
031200030106,47800000.0,0.0,0.0,0.0
031200010203,48880000.0,0.0,0.0,0.0
031102030905,0.0,14720000.0,0.0,200000.0
031300120407,0.0,21800000.0,40000.0,0.0
031200030207,24840000.0,0.0,0.0,0.0
031200030208,20560000.0,0.0,0.0,0.0
031300120402,0.0,40000.0,0.0,0.0
031102010606,0.0,200000.0,0.0,107160000.0
031200030105,34240000.0,0.0,0.0,0.0
031102010603,0.0,50360000.0,0.0,80000.0
030702040105,200000.0,76800000.0,0.0,0.0
030702040203,40000.0,98640000.0,0.0,0.0
031101030302,19320000.0,0.0,0.0,0.0
031102010903,40000.0,55560000.0,0.0,0.0
030702040502,120000.0,141240000.0,0.0,40000.0
031102030908,0.0,80000.0,0.0,64520000.0
031300110101,3280000.0,37800000.0,0.0,80000.0
030801031503,0.0,0.0,0.0,66720000.0
031300120406,0.0,6160000.0,0.0,0.0
031102030904,0.0,1400000.0,0.0,40000.0
031300040805,0.0,5360000.0,0.0,0.0
031102010905,0.0,80000.0,0.0,35240000.0
030801031605,18400000.0,107480000.0,0.0,360000.0
031101030204,84720000.0,0.0,0.0,0.0
031200030205,14120000.0,0.0,0.0,0.0
031200030103,18840000.0,0.0,0.0,0.0
031200010202,14440000.0,0.0,0.0,0.0
031102010605,0.0,280000.0,0.0,68880000.0
031300120304,0.0,120000.0,26880000.0,0.0
031102021202,41240000.0,160000.0,0.0,0.0
031200010201,59240000.0,0.0,0.0,0.0
031200030101,11440000.0,0.0,0.0,0.0
030801031502,0.0,65040000.0,0.0,80000.0
031101030203,30280000.0,0.0,0.0,0.0
031300040806,80000.0,30600000.0,0.0,0.0
031300080803,320000.0,4560000.0,0.0,0.0
031200030102,39120000.0,0.0,0.0,0.0
031102010602,80000.0,155640000.0,0.0,0.0
030702040503,0.0,80000.0,0.0,83240000.0
030801031501,80000.0,83160000.0,0.0,40000.0
031200030206,14840000.0,0.0,0.0,0.0
031300120302,0.0,40840000.0,0.0,0.0
030702040104,160000.0,93800000.0,0.0,0.0
031102010503,40000.0,97400000.0,0.0,280000.0
030801031606,0.0,360000.0,0.0,70720000.0
031101030202,24120000.0,0.0,0.0,0.0
031102010601,240000.0,120000.0,0.0,0.0
031200030203,11200000.0,0.0,0.0,0.0
031102030902,40000.0,40480000.0,0.0,0.0
031300120305,0.0,4440000.0,11360000.0,0.0
031101030301,31720000.0,0.0,0.0,0.0
031300120303,0.0,3840000.0,0.0,0.0
031101030201,26640000.0,0.0,0.0,0.0
031102010504,80000.0,152920000.0,0.0,0.0
031101030104,31480000.0,0.0,0.0,0.0
031300040804,3160000.0,80000.0,0.0,0.0
030801031603,0.0,3000000.0,0.0,84120000.0
031402030704,40000.0,35360000.0,0.0,0.0
030801031601,0.0,240000.0,0.0,113800000.0
031200010101,24160000.0,0.0,0.0,0.0
031200020703,23480000.0,0.0,0.0,0.0
031200030202,21680000.0,0.0,0.0,0.0
031300080802,480000.0,25520000.0,40000.0,0.0
031300080804,0.0,800000.0,85680000.0,0.0
031300100703,120000.0,23280000.0,160000.0,0.0
031300120301,0.0,1960000.0,8760000.0,0.0
031200010102,23560000.0,0.0,0.0,0.0
031102030804,74520000.0,80000.0,0.0,0.0
030702050202,0.0,71760000.0,0.0,0.0
031102010401,136320000.0,320000.0,0.0,0.0
030702040601,0.0,58960000.0,0.0,440000.0
031102030803,5400000.0,0.0,0.0,0.0
031102021201,96760000.0,40000.0,0.0,0.0
031402030702,45520000.0,0.0,0.0,0.0
031200030204,18160000.0,0.0,0.0,0.0
030702040101,200000.0,127720000.0,0.0,0.0
031200020701,26560000.0,0.0,0.0,0.0
031102010505,84200000.0,120000.0,0.0,0.0
030702040103,146120000.0,1440000.0,0.0,0.0
030702040102,45520000.0,40000.0,0.0,0.0
031102030901,8920000.0,0.0,0.0,0.0
031102010502,145680000.0,40000.0,0.0,0.0
030702050102,0.0,85800000.0,0.0,0.0
031200030201,16440000.0,0.0,0.0,0.0
031300040802,40000.0,1560000.0,0.0,0.0
030702050103,42840000.0,200000.0,0.0,0.0
031300120204,0.0,0.0,32680000.0,0.0
031102010402,143400000.0,0.0,0.0,0.0
031200020803,12160000.0,0.0,0.0,0.0
031300080801,0.0,0.0,33000000.0,0.0
031101030103,29160000.0,0.0,0.0,0.0
030702040602,0.0,320000.0,0.0,89400000.0
031102030703,46560000.0,0.0,0.0,0.0
031300120105,320000.0,43720000.0,0.0,0.0
031300100702,5840000.0,29760000.0,0.0,0.0
031101030102,28520000.0,0.0,0.0,0.0
031300040803,49760000.0,40000.0,0.0,0.0
031200020504,13520000.0,0.0,0.0,0.0
031200020802,13920000.0,0.0,0.0,0.0
031300120107,0.0,0.0,41160000.0,0.0
031200020602,15560000.0,0.0,0.0,0.0
031300100803,30600000.0,0.0,0.0,0.0
031300080604,520000.0,29760000.0,80000.0,0.0
031102021102,54960000.0,80000.0,0.0,0.0
030702050302,0.0,58360000.0,0.0,0.0
031402030701,24360000.0,0.0,0.0,0.0
031200020702,19600000.0,0.0,0.0,0.0
031102030801,84800000.0,0.0,0.0,0.0
030702050304,1720000.0,107440000.0,0.0,40000.0
031102030603,47960000.0,0.0,0.0,0.0
031102030702,38320000.0,0.0,0.0,0.0
031300080602,17120000.0,200000.0,0.0,0.0
031102010501,117600000.0,0.0,0.0,0.0
031102030802,17840000.0,0.0,0.0,0.0
031101030101,17560000.0,0.0,0.0,0.0
031300120104,28480000.0,360000.0,0.0,0.0
030702050105,80000.0,105400000.0,0.0,0.0
030702050303,0.0,115360000.0,0.0,0.0
031300080603,3200000.0,38560000.0,40000.0,0.0
031402030301,43760000.0,0.0,0.0,0.0
030702040701,112640000.0,40000.0,0.0,0.0
030702050104,0.0,54480000.0,0.0,120000.0
030702040603,0.0,80000.0,0.0,65600000.0
031200020601,34440000.0,0.0,0.0,0.0
030702050101,0.0,54040000.0,0.0,0.0
030702040703,40000.0,94120000.0,0.0,0.0
031102021003,92280000.0,0.0,0.0,0.0
031300120203,1560000.0,54680000.0,0.0,0.0
031300040801,32600000.0,2680000.0,0.0,0.0
031102021101,51560000.0,0.0,0.0,0.0
031200020801,22400000.0,0.0,0.0,0.0
031102030701,27400000.0,0.0,0.0,0.0
031102010303,136200000.0,0.0,0.0,0.0
031300080703,0.0,120000.0,55720000.0,0.0
031300100701,9480000.0,12080000.0,0.0,0.0
031300100604,12440000.0,0.0,0.0,0.0
031300120102,28120000.0,0.0,0.0,0.0
030702050301,0.0,70720000.0,0.0,80000.0
031200020304,20120000.0,0.0,0.0,0.0
031300100802,21200000.0,0.0,0.0,0.0
031300120106,1160000.0,39440000.0,0.0,0.0
031300040710,18880000.0,0.0,0.0,0.0
031102010305,184760000.0,0.0,0.0,0.0
030702040903,0.0,50200000.0,0.0,0.0
031300040709,22400000.0,0.0,0.0,0.0
031102010304,92160000.0,0.0,0.0,0.0
030702040904,0.0,280000.0,0.0,70040000.0
031200020502,20720000.0,0.0,0.0,0.0
031300120103,14800000.0,0.0,0.0,0.0
031300100602,11240000.0,0.0,0.0,0.0
031300100603,13880000.0,0.0,0.0,0.0
030702040803,0.0,1320000.0,0.0,38680000.0
031300100801,21000000.0,0.0,0.0,0.0
031102030601,35600000.0,0.0,0.0,0.0
030702040906,0.0,83560000.0,0.0,2040000.0
031200020303,22760000.0,0.0,0.0,0.0
031102030404,49560000.0,0.0,0.0,0.0
031300120202,31000000.0,240000.0,0.0,0.0
031300100405,18360000.0,0.0,0.0,0.0
031300120101,27160000.0,0.0,0.0,0.0
031102040503,39960000.0,0.0,0.0,0.0
031200020404,25120000.0,0.0,0.0,0.0
031102040504,36720000.0,0.0,0.0,0.0
031200020301,18280000.0,0.0,0.0,0.0
031102030602,20400000.0,0.0,0.0,0.0
031102020902,74680000.0,0.0,0.0,0.0
031102010202,246680000.0,0.0,0.0,0.0
031102030504,44160000.0,0.0,0.0,0.0
031102021002,141480000.0,0.0,0.0,0.0
030702040702,320000.0,148120000.0,0.0,0.0
031200020501,20800000.0,0.0,0.0,0.0
031300100504,40000.0,17640000.0,0.0,0.0
031300100601,24040000.0,0.0,0.0,0.0
031300080702,0.0,24880000.0,120000.0,0.0
030702040905,0.0,440000.0,0.0,96720000.0
031300100505,36000000.0,0.0,0.0,0.0
031402010602,30240000.0,0.0,0.0,0.0
031300040703,25720000.0,0.0,0.0,0.0
030702040902,0.0,120000.0,0.0,113680000.0
031300100404,8560000.0,0.0,0.0,0.0
031200020503,25320000.0,0.0,0.0,0.0
030702040907,0.0,1440000.0,0.0,114240000.0
031200020302,25120000.0,0.0,0.0,0.0
031300120201,44480000.0,0.0,0.0,0.0
031300040708,29560000.0,0.0,0.0,0.0
031200020105,22200000.0,0.0,0.0,0.0
030702040901,120000.0,8680000.0,0.0,90480000.0
031300080601,3080000.0,29200000.0,0.0,0.0
031102020903,68120000.0,0.0,0.0,0.0
031300040602,12080000.0,0.0,0.0,0.0
030702040801,0.0,26960000.0,0.0,40000.0
031300040701,20200000.0,0.0,0.0,0.0
031300040707,23800000.0,0.0,0.0,0.0
031102020901,59800000.0,0.0,0.0,0.0
031300100503,0.0,7760000.0,0.0,0.0
031102040501,36640000.0,0.0,0.0,0.0
031300080701,0.0,160000.0,40720000.0,0.0
031300100501,23120000.0,0.0,0.0,0.0
031300080504,20640000.0,0.0,0.0,0.0
031300080506,78600000.0,0.0,0.0,0.0
031300040702,25120000.0,0.0,0.0,0.0
030702030401,0.0,129960000.0,0.0,2080000.0
031102040505,28520000.0,0.0,0.0,0.0
031102021001,35440000.0,0.0,0.0,0.0
031102030302,22160000.0,0.0,0.0,0.0
031102020705,14840000.0,0.0,0.0,0.0
031300100303,10400000.0,0.0,0.0,0.0
031200020405,32800000.0,0.0,0.0,0.0
031402010601,23320000.0,0.0,0.0,0.0
031300100402,34920000.0,0.0,0.0,0.0
031102030403,54520000.0,0.0,0.0,0.0
031200020402,18920000.0,0.0,0.0,0.0
031102030503,28880000.0,0.0,0.0,0.0
030702040802,0.0,57440000.0,0.0,0.0
031300100403,48880000.0,0.0,0.0,0.0
031102030502,46160000.0,0.0,0.0,0.0
031102010201,126400000.0,0.0,0.0,0.0
031300100401,23760000.0,0.0,0.0,0.0
031200020203,28120000.0,0.0,0.0,0.0
031300080502,25520000.0,0.0,0.0,0.0
031300040601,17760000.0,0.0,0.0,0.0
031102010302,247040000.0,0.0,0.0,0.0
031300040706,13920000.0,0.0,0.0,0.0
031300040606,20240000.0,0.0,0.0,0.0
031300100502,0.0,13320000.0,0.0,0.0
031102040502,29840000.0,0.0,0.0,0.0
031300080402,0.0,25160000.0,280000.0,0.0
031300100302,13920000.0,0.0,0.0,0.0
031102040403,20480000.0,0.0,0.0,0.0
031300100205,21320000.0,0.0,0.0,0.0
031300040705,21960000.0,0.0,0.0,0.0
031102020704,53720000.0,0.0,0.0,0.0
031300040603,27360000.0,0.0,0.0,0.0
031102020803,33640000.0,0.0,0.0,0.0
031300080505,15000000.0,40000.0,0.0,0.0
031300091003,0.0,19080000.0,0.0,0.0
031402010207,11840000.0,0.0,0.0,0.0
031200020104,44280000.0,0.0,0.0,0.0
031300040607,21600000.0,0.0,0.0,0.0
031300100203,13480000.0,0.0,0.0,0.0
031102030401,33120000.0,0.0,0.0,0.0
031300040704,16040000.0,0.0,0.0,0.0
031102030402,41640000.0,0.0,0.0,0.0
031300100104,27840000.0,0.0,0.0,0.0
031300040504,24000000.0,0.0,0.0,0.0
031200020106,21080000.0,0.0,0.0,0.0
031200020403,21000000.0,0.0,0.0,0.0
031200020202,16800000.0,0.0,0.0,0.0
031300091001,6200000.0,48680000.0,120000.0,0.0
031300080503,0.0,28360000.0,80000.0,0.0
031102040405,17720000.0,0.0,0.0,0.0
031300040604,10680000.0,0.0,0.0,0.0
031300040503,19240000.0,0.0,0.0,0.0
030702030402,0.0,108120000.0,0.0,62560000.0
031200020401,25320000.0,0.0,0.0,0.0
031300091002,40000.0,41960000.0,0.0,0.0
031102030301,42360000.0,0.0,0.0,0.0
031402010206,20720000.0,0.0,0.0,0.0
030702011201,0.0,4240000.0,0.0,135720000.0
031300040605,9160000.0,0.0,0.0,0.0
031102010104,214080000.0,120000.0,0.0,0.0
031300040501,12640000.0,0.0,0.0,0.0
031300080501,280000.0,68040000.0,1840000.0,0.0
031102010301,190520000.0,0.0,0.0,0.0
031402010205,22520000.0,0.0,0.0,0.0
031102040404,32400000.0,0.0,0.0,0.0
031300040502,11120000.0,0.0,0.0,0.0
030702030503,10280000.0,54160000.0,0.0,31440000.0
031300100103,35960000.0,0.0,0.0,0.0
031300100204,15000000.0,0.0,0.0,0.0
031300080401,120000.0,40480000.0,0.0,0.0
030702011105,0.0,80000.0,0.0,144800000.0
031300100202,24400000.0,0.0,0.0,0.0
031102010102,0.0,58040000.0,0.0,120000.0
