Unique,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM,VARIETY,MAJORITY,MINORITY,MEDIAN
104,577,23079999.99999999,88,95,7,92.74870017331023,1.5445782209524874,53516.0,8,94,88,93
105,18,719999.9999999997,99,99,0,99.0,0.0,1782.0,1,99,99,99
106,578,23119999.99999999,98,100,2,99.37024221453287,0.747276677464436,57436.0,3,100,98,100
107,577,23079999.99999999,95,100,5,96.5372616984402,1.1119711552275942,55702.0,5,96,95,96
108,575,22999999.99999999,96,97,1,96.02260869565217,0.14865242188989716,55213.0,2,96,97,96
109,577,23079999.99999999,96,100,4,97.91681109185441,1.621992982314805,56498.0,3,97,96,97
110,577,23079999.99999999,94,100,6,96.89254766031196,0.5417379359333847,55907.0,5,97,94,97
111,576,23039999.99999999,93,97,4,94.95659722222223,1.100753317299994,54695.0,5,95,94,95
112,577,23079999.99999999,88,92,4,90.07105719237435,1.167205445949297,51971.0,5,90,89,90
113,575,22999999.99999999,86,89,3,87.17739130434782,0.7270022868896299,50127.0,4,87,89,87
114,576,23039999.99999999,83,87,4,85.15972222222223,0.9216771732702816,49052.0,5,86,83,85
115,578,23119999.99999999,82,85,3,83.07266435986159,1.0111387400874108,48016.0,4,82,85,83
116,576,23039999.99999999,82,90,8,84.52256944444444,1.458753866284556,48685.0,7,85,90,85
117,578,23119999.99999999,83,89,6,86.2560553633218,1.6302205500844378,49856.0,5,87,83,86
118,576,23039999.99999999,80,85,5,82.63368055555556,1.1224559175503404,47597.0,6,82,80,82
119,577,23079999.99999999,80,84,4,81.9046793760832,0.9213032041121223,47259.0,5,82,84,82
120,577,23079999.99999999,81,89,8,82.88041594454073,1.7793094975284611,47822.0,5,82,89,82
121,576,23039999.99999999,83,89,6,86.36458333333333,2.1576082678512334,49746.0,6,85,87,85
122,577,23079999.99999999,85,91,6,89.02253032928942,1.3786607834560543,51366.0,6,90,87,89
123,575,22999999.99999999,84,91,7,88.93565217391304,1.8948989329177925,51138.0,5,90,84,90
124,144,5759999.999999997,98,100,2,99.11805555555556,0.6921838204968861,14273.0,3,99,98,99
125,577,23079999.99999999,94,100,6,97.83535528596187,1.1243012481757981,56451.0,5,98,94,98
126,576,23039999.99999999,96,100,4,99.87326388888889,0.5739547623739373,57527.0,4,100,96,100
127,576,23039999.99999999,93,100,7,96.29861111111111,1.6343953227379948,55468.0,7,96,100,96
128,578,23119999.99999999,93,95,2,93.76297577854672,0.42930635624237046,54195.0,3,94,95,94
129,575,22999999.99999999,91,95,4,93.81913043478261,0.8897381786034365,53946.0,5,94,91,94
130,576,23039999.99999999,91,93,2,92.02430555555556,0.5490833937591901,53006.0,3,92,91,92
131,578,23119999.99999999,88,92,4,90.68512110726644,1.0177422953752393,52416.0,5,91,88,91
132,577,23079999.99999999,87,89,2,87.92374350086655,0.39195708134759216,50732.0,3,88,89,88
133,576,23039999.99999999,85,87,2,86.02777777777777,0.7655285433071732,49552.0,3,86,85,86
134,576,23039999.99999999,84,88,4,86.45486111111111,1.4594200646676407,49798.0,5,88,84,87
135,575,22999999.99999999,84,90,6,87.37913043478261,1.2096349181304549,50243.0,5,88,84,88
136,577,23079999.99999999,83,91,8,89.75736568457539,1.6015759114293358,51790.0,6,91,83,90
137,576,23039999.99999999,82,91,9,87.10763888888889,2.685262760293891,50174.0,9,90,88,87
138,577,23079999.99999999,81,90,9,85.22357019064125,2.368978984819094,49174.0,7,86,81,86
139,575,22999999.99999999,81,90,9,86.0,2.872962415952959,49450.0,7,88,90,88
140,576,23039999.99999999,85,91,6,87.70486111111111,1.482435583250697,50518.0,7,88,91,88
141,579,23159999.99999999,84,91,7,88.82037996545769,2.4828668580695967,51427.0,6,90,88,90
142,575,22999999.99999999,84,88,4,86.09739130434782,1.3439371665933137,49506.0,5,85,86,87
143,576,23039999.99999999,79,91,12,86.61631944444444,2.9832305025405295,49891.0,9,87,83,87
144,203,8119999.999999995,97,99,2,98.29556650246306,0.571343632212041,19954.0,3,98,97,98
145,576,23039999.99999999,94,98,4,96.66493055555556,1.1624414540380081,55679.0,5,98,94,97
146,576,23039999.99999999,94,96,2,94.515625,0.6506665586044138,54441.0,3,94,96,94
147,577,23079999.99999999,94,100,6,97.4367417677643,1.8561533221026656,56221.0,7,96,94,96
148,577,23079999.99999999,95,100,5,99.12651646447141,1.229169097048703,57196.0,5,100,95,100
149,578,23119999.99999999,90,95,5,92.63321799307958,1.5894560746928954,53542.0,5,92,94,93
150,576,23039999.99999999,90,92,2,91.40625,0.8363876319227427,52650.0,3,92,91,92
151,575,22999999.99999999,88,92,4,89.57217391304347,0.7652845820303772,51504.0,4,90,92,90
152,576,23039999.99999999,86,94,8,87.59895833333333,1.0739654057316432,50457.0,6,88,94,88
153,578,23119999.99999999,85,89,4,86.0674740484429,1.1132797893903514,49747.0,5,86,89,86
154,576,23039999.99999999,85,89,4,88.56597222222223,0.7306449961086492,51014.0,4,89,85,89
155,577,23079999.99999999,88,92,4,89.1473136915078,1.2097798589590785,51438.0,4,89,90,89
156,576,23039999.99999999,88,92,4,90.08159722222223,0.9992748504080609,51887.0,5,90,89,90
157,577,23079999.99999999,86,94,8,89.04332755632582,1.2978563923114999,51378.0,6,90,91,89
158,577,23079999.99999999,86,91,5,88.65857885615252,1.3320083185149578,51156.0,5,88,90,89
159,575,22999999.99999999,88,93,5,90.09391304347827,1.3428902610814142,51804.0,6,90,91,90
160,577,23079999.99999999,85,92,7,90.30849220103985,1.7677490059486995,52108.0,6,90,85,91
161,575,22999999.99999999,85,92,7,87.75478260869565,1.932974435974946,50459.0,7,88,91,88
162,577,23079999.99999999,79,88,9,83.92720970537262,1.9118089683368913,48426.0,8,85,88,84
163,578,23119999.99999999,73,88,15,81.30968858131487,4.888296478689973,46997.0,9,88,86,81
164,475,18999999.99999999,97,99,2,98.1178947368421,0.715832816025922,46606.0,3,98,97,98
165,576,23039999.99999999,94,98,4,95.42013888888889,1.1860930180119613,54962.0,5,94,98,96
166,576,23039999.99999999,92,94,2,93.63194444444444,0.6534792330474871,53932.0,3,94,92,94
167,578,23119999.99999999,92,97,5,94.30103806228374,1.4994920576904223,54506.0,5,94,97,94
168,575,22999999.99999999,90,98,8,93.96521739130435,2.386667441115392,54030.0,5,95,97,95
169,576,23039999.99999999,90,93,3,91.03298611111111,1.0003239613170607,52435.0,4,90,93,91
170,577,23079999.99999999,89,95,6,90.157712305026,1.5757302399148225,52021.0,5,89,92,90
171,575,22999999.99999999,88,95,7,90.04,1.8743485824936037,51773.0,5,89,95,89
172,578,23119999.99999999,85,94,9,88.55363321799308,3.0151971967628866,51184.0,7,87,88,87
173,576,23039999.99999999,85,94,9,88.04340277777777,1.617995014067892,50713.0,7,88,94,88
174,578,23119999.99999999,86,89,3,87.72664359861592,0.9744217419112027,50706.0,4,87,86,88
175,576,23039999.99999999,85,90,5,87.36111111111111,1.4098419489388994,50320.0,5,87,89,87
176,575,22999999.99999999,88,93,5,89.5495652173913,1.578297041147602,51491.0,5,88,93,89
177,577,23079999.99999999,90,96,6,93.0363951473137,1.7741821177694779,53682.0,5,94,92,94
178,577,23079999.99999999,89,95,6,93.46793760831889,0.9901217873674829,53931.0,6,94,92,94
179,576,23039999.99999999,91,94,3,92.95138888888889,0.7644884011103624,53540.0,4,93,91,93
180,578,23119999.99999999,89,94,5,91.87024221453287,1.1139786282686845,53101.0,6,92,89,92
181,575,22999999.99999999,84,92,8,87.31478260869565,2.3144252165873693,50206.0,7,88,92,88
182,577,23079999.99999999,79,85,6,81.93760831889081,1.7953115811122977,47278.0,6,82,79,82
183,577,23079999.99999999,68,81,13,77.38648180242635,2.765476243396157,44652.0,8,79,68,79
184,4,159999.9999999999,99,99,0,99.0,0.0,396.0,1,99,99,99
185,518,20719999.99999999,98,99,1,98.48648648648648,0.49981735159305135,51016.0,2,98,99,98
186,575,22999999.99999999,91,92,1,91.65913043478261,0.47400158726045455,52704.0,2,92,91,92
187,578,23119999.99999999,90,95,5,90.56228373702422,0.6988098947316029,52345.0,4,90,95,90
188,576,23039999.99999999,90,91,1,90.42361111111111,0.4941302840896322,52084.0,2,90,91,90
189,576,23039999.99999999,88,90,2,89.60069444444444,0.5002772186741388,51610.0,3,90,88,90
190,576,23039999.99999999,88,92,4,90.01041666666667,0.9519146458877265,51846.0,4,90,88,90
191,578,23119999.99999999,89,92,3,89.4325259515571,0.8379705589286031,51692.0,3,89,92,89
192,576,23039999.99999999,87,91,4,88.421875,0.6130586667028242,50931.0,4,88,87,88
193,577,23079999.99999999,86,91,5,88.30849220103985,1.5759723076280343,50954.0,6,88,90,88
194,575,22999999.99999999,86,91,5,88.54434782608696,1.0831669592565878,50913.0,6,88,86,88
195,577,23079999.99999999,86,92,6,89.13344887348353,1.6030324581695095,51430.0,6,88,86,88
196,577,23079999.99999999,87,90,3,89.29289428076257,1.1756489903943135,51522.0,3,90,88,90
197,575,22999999.99999999,89,94,5,92.50782608695653,1.5022966664750474,53192.0,5,94,89,93
198,577,23079999.99999999,92,96,4,94.64644714038128,0.7606838306331488,54611.0,5,95,92,95
199,575,22999999.99999999,92,95,3,93.84695652173913,0.9141707327104164,53962.0,4,94,92,94
200,578,23119999.99999999,90,95,5,93.19377162629758,1.1796263394768294,53866.0,5,92,90,93
201,576,23039999.99999999,86,92,6,89.68576388888889,2.206415544579677,51659.0,6,90,89,90
202,576,23039999.99999999,81,89,8,84.40277777777777,2.2854292219177954,48616.0,6,84,87,84
203,577,23079999.99999999,72,84,12,78.70710571923743,2.167788795275269,45414.0,8,79,84,79
204,575,22999999.99999999,66,80,14,73.90782608695652,3.510509632916329,42497.0,7,76,80,74
205,296,11839999.999999994,98,99,1,98.99324324324324,0.08192132198246364,29302.0,2,99,98,99
206,577,23079999.99999999,95,99,4,96.82149046793761,1.1852747001129902,55866.0,5,97,96,97
207,575,22999999.99999999,91,94,3,91.28,0.4716667946943708,52486.0,3,91,94,91
208,577,23079999.99999999,90,93,3,90.93067590987869,0.7320669870135252,52467.0,4,91,93,91
209,577,23079999.99999999,90,93,3,90.73483535528597,0.8267933183470112,52354.0,4,90,93,91
210,576,23039999.99999999,88,90,2,89.57638888888889,0.5568994163012948,51596.0,3,90,88,90
211,576,23039999.99999999,88,95,7,90.98611111111111,2.2783281855316266,52408.0,7,90,92,90
212,576,23039999.99999999,89,95,6,92.88541666666667,2.0439772214837535,53502.0,6,95,92,93
213,578,23119999.99999999,88,94,6,90.30276816608996,1.6854843188711846,52195.0,6,90,91,90
214,576,23039999.99999999,88,93,5,91.48263888888889,1.3253841089531788,52694.0,5,93,88,92
215,575,22999999.99999999,88,93,5,89.33739130434783,1.606804058266685,51369.0,6,88,93,89
216,577,23079999.99999999,85,91,6,88.35528596187174,2.0173280446892337,50981.0,6,90,89,88
217,575,22999999.99999999,90,96,6,91.67304347826087,2.231214204014593,52712.0,5,90,94,90
218,577,23079999.99999999,90,96,6,94.16117850953206,1.09671827989916,54331.0,5,94,90,94
219,576,23039999.99999999,94,96,2,95.02951388888889,0.7174635393961383,54737.0,3,95,94,95
220,576,23039999.99999999,92,97,5,94.46701388888889,1.286530962112434,54413.0,6,95,97,95
221,576,23039999.99999999,89,95,6,93.07291666666667,1.2324726022422476,53610.0,5,93,89,93
222,577,23079999.99999999,86,93,7,89.9636048526863,2.538519779769624,51909.0,7,92,89,91
223,575,22999999.99999999,78,87,9,82.46782608695652,2.267024398176612,47419.0,8,84,78,82
224,577,23079999.99999999,72,84,12,76.60658578856153,2.0231309597803517,44202.0,8,78,84,77
225,576,23039999.99999999,66,75,9,71.82291666666667,2.8807121696147755,41370.0,6,74,75,73
226,125,4999999.999999997,98,99,1,98.68,0.4664761515872247,12335.0,2,99,98,99
227,575,22999999.99999999,97,99,2,98.50608695652174,0.6293249601616939,56641.0,3,99,97,99
228,576,23039999.99999999,95,98,3,96.10069444444444,1.064059086690573,55354.0,4,95,98,96
229,578,23119999.99999999,94,96,2,94.70242214532873,0.5141873169177926,54738.0,3,95,96,95
230,576,23039999.99999999,93,95,2,94.05381944444444,0.5793488880337985,54175.0,3,94,93,94
231,577,23079999.99999999,90,92,2,90.41941074523398,0.6997184376204655,52172.0,3,90,92,90
232,577,23079999.99999999,90,95,5,91.06239168110919,1.81547072901309,52543.0,3,90,95,90
233,575,22999999.99999999,92,95,3,94.78608695652174,0.7719976297017119,54502.0,2,95,92,95
234,577,23079999.99999999,89,95,6,91.8474870017331,2.060850246095704,52996.0,5,92,95,92
235,577,23079999.99999999,90,92,2,90.97227036395147,0.5968669293994643,52491.0,3,91,92,91
236,576,23039999.99999999,87,92,5,89.64583333333333,1.0718542474505466,51636.0,6,90,92,90
237,577,23079999.99999999,87,92,5,88.71750433275564,1.4700671451195386,51190.0,6,88,92,88
238,576,23039999.99999999,88,95,7,92.48784722222223,1.792109892151411,53273.0,7,94,88,93
239,579,23159999.99999999,94,96,2,94.93091537132987,0.48329006092960336,54965.0,3,95,96,95
240,576,23039999.99999999,94,98,4,96.07291666666667,1.0904712761768036,55338.0,5,96,94,96
241,576,23039999.99999999,95,98,3,96.84375,0.6454131697774862,55782.0,4,97,95,97
242,576,23039999.99999999,89,97,8,93.30381944444444,2.3332706826492386,53743.0,7,95,97,94
243,576,23039999.99999999,80,94,14,86.234375,3.014824303603316,49671.0,8,87,94,87
244,578,23119999.99999999,75,86,11,79.44809688581314,1.5778214726674247,45921.0,7,78,81,79
245,576,23039999.99999999,73,79,6,76.05902777777777,1.8380588037099848,43810.0,6,75,78,76
246,575,22999999.99999999,63,75,12,71.43304347826087,2.6868996757740997,41074.0,9,72,73,72
247,322,12879999.999999993,98,99,1,98.88509316770187,0.3189094733451089,31841.0,2,99,98,99
248,576,23039999.99999999,97,99,2,97.60243055555556,0.5832687422900917,56219.0,3,98,99,98
249,577,23079999.99999999,96,97,1,96.61178509532063,0.4873439160009842,55745.0,2,97,96,97
250,574,22959999.99999999,94,97,3,95.66202090592334,0.5575457290490482,54910.0,4,96,97,96
251,577,23079999.99999999,94,95,1,94.24436741767764,0.4297115111978457,54379.0,2,94,95,94
252,577,23079999.99999999,89,93,4,90.79202772963605,1.1271375437620932,52387.0,5,90,91,90
253,577,23079999.99999999,89,95,6,91.10571923743501,1.5931782251360105,52568.0,7,90,95,91
254,576,23039999.99999999,93,95,2,93.93229166666667,0.7596135884905196,54105.0,3,94,95,94
255,576,23039999.99999999,88,97,9,91.53125,3.635625590940299,52722.0,8,88,93,90
256,575,22999999.99999999,89,92,3,90.69391304347826,0.7438193979629019,52149.0,4,91,92,91
257,580,23199999.99999999,89,92,3,90.40344827586208,1.1726723852747982,52434.0,3,91,92,91
258,576,23039999.99999999,87,93,6,90.50347222222223,1.8502970179900988,52130.0,6,92,89,91
259,576,23039999.99999999,92,95,3,93.78819444444444,1.1412101598117963,54022.0,4,95,92,94
260,576,23039999.99999999,94,98,4,95.26388888888889,0.9297259983989611,54872.0,5,95,98,95
261,576,23039999.99999999,94,99,5,97.86979166666667,1.319744803166927,56373.0,6,99,95,99
262,579,23159999.99999999,97,99,2,98.00863557858376,0.8111451872915404,56747.0,3,98,97,98
263,575,22999999.99999999,92,98,6,95.87304347826087,1.098403722335406,55127.0,7,96,98,96
264,576,23039999.99999999,80,96,16,87.56423611111111,4.565043671426321,50437.0,11,93,86,90
265,577,23079999.99999999,75,82,7,78.72790294627383,2.427557259993197,45426.0,7,81,75,78
266,576,23039999.99999999,73,80,7,73.65451388888889,1.0443700452779872,42425.0,6,73,80,73
267,578,23119999.99999999,64,73,9,70.83564013840831,2.3089212467701588,40943.0,5,71,64,71
268,375,14999999.999999993,96,100,4,98.19466666666666,1.0866331283167119,36823.0,4,98,100,98
269,577,23079999.99999999,95,99,4,96.79722703639514,0.846314840828794,55852.0,5,97,95,97
270,577,23079999.99999999,94,97,3,95.71750433275564,0.680189093699421,55229.0,4,96,94,96
271,576,23039999.99999999,93,96,3,94.359375,1.0074456965996839,54351.0,4,94,96,94
272,577,23079999.99999999,92,94,2,93.54072790294627,0.6051381587103973,53973.0,3,94,92,94
273,577,23079999.99999999,89,93,4,90.60831889081456,1.102604502350579,52281.0,5,90,93,90
274,576,23039999.99999999,89,92,3,89.578125,1.0073379858361011,51597.0,3,89,92,89
275,577,23079999.99999999,87,93,6,90.66551126516464,1.6115074023283231,52314.0,7,91,89,91
276,576,23039999.99999999,86,90,4,88.18229166666667,1.3462005271782507,50793.0,5,89,88,89
277,577,23079999.99999999,87,91,4,89.89774696707106,0.9317870784383679,51871.0,5,90,88,90
278,576,23039999.99999999,89,92,3,89.84027777777777,0.9064827819387061,51748.0,4,89,92,90
279,577,23079999.99999999,89,94,5,91.84055459272098,1.4235765626364476,52992.0,5,91,89,91
280,576,23039999.99999999,92,97,5,94.94618055555556,1.021752644919176,54689.0,5,95,97,95
281,576,23039999.99999999,94,98,4,96.99479166666667,0.48409490109263587,55869.0,5,97,94,97
282,576,23039999.99999999,97,99,2,98.38541666666667,0.5898997972819904,56670.0,3,98,97,98
283,577,23079999.99999999,96,99,3,97.8578856152513,0.8350495999659785,56464.0,4,97,96,98
284,577,23079999.99999999,89,98,9,95.17850953206239,1.8574005419685817,54918.0,6,96,98,96
285,576,23039999.99999999,81,95,14,87.33854166666667,4.059236803737797,50307.0,11,90,85,86
286,576,23039999.99999999,74,84,10,79.44270833333333,1.9320529951431629,45759.0,10,79,75,80
287,575,22999999.99999999,65,77,12,73.92,3.624630715822877,42504.0,7,77,65,75
288,578,23119999.99999999,60,75,15,67.63840830449827,3.290288566461633,39095.0,10,69,60,68
289,1,39999.99999999998,99,99,0,99.0,0.0,99.0,1,99,99,99
290,577,23079999.99999999,94,95,1,94.21490467937609,0.4107562028239589,54362.0,2,94,95,94
