AREA,COUNT,MAJORITY,MAX,MEAN,MEDIAN,MIN,MINORITY,RANGE,STD,SUM,Unique,VARIETY
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3583,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3584,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3585,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3586,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3587,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3588,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3589,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3590,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3591,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3592,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3593,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3594,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,3595,1
22999999.99999999,575,0,2,0.14608695652173914,0,0,2,2,0.5204157128466567,84.0,3596,2
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3597,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3598,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3599,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3600,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3601,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3602,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3603,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3604,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3605,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3606,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3607,1
23079999.99999999,577,0,2,0.39168110918544197,0,0,2,2,0.7936927157774258,226.0,3608,2
23039999.99999999,576,0,2,0.06944444444444445,0,0,2,2,0.36615073129066855,40.0,3609,2
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3610,1
23039999.99999999,576,0,2,0.04513888888888889,0,0,2,2,0.2970526190553692,26.0,3611,2
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3612,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3613,1
23039999.99999999,576,0,2,0.006944444444444444,0,0,2,2,0.11764634962567651,4.0,3614,2
22999999.99999999,575,0,2,0.06260869565217392,0,0,2,2,0.34827796733798894,36.0,3615,2
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3616,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3617,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3618,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3619,1
23079999.99999999,577,0,2,0.21143847487001732,0,0,2,2,0.6149558692171949,122.0,3620,2
22959999.99999999,574,0,2,0.0313588850174216,0,0,2,2,0.2484640625227466,18.0,3621,2
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3622,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3623,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3624,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3625,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3626,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3627,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3628,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3629,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3630,1
23039999.99999999,576,0,2,0.09375,0,0,2,2,0.42274216432714634,54.0,3631,2
22999999.99999999,575,0,2,0.02434782608695652,0,0,2,2,0.21932358637126184,14.0,3632,2
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3633,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3634,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3635,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3636,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3637,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3638,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3639,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3640,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3641,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3642,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3643,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3644,1
22439999.99999999,561,0,0,0.0,0,0,0,0,0.0,0.0,3645,1
199999.99999999988,5,0,0,0.0,0,0,0,0,0.0,0.0,3646,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3650,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3651,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3652,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3653,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3654,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3655,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3656,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3657,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3658,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3659,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3660,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3661,1
15919999.99999999,398,0,0,0.0,0,0,0,0,0.0,0.0,3662,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3667,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3668,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3669,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3670,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3671,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3672,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3673,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3674,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3675,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3676,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3677,1
16679999.99999999,417,0,0,0.0,0,0,0,0,0.0,0.0,3678,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3684,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3685,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,3686,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3687,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3688,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3689,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3690,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3691,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3692,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3693,1
8479999.999999996,212,0,0,0.0,0,0,0,0,0.0,0.0,3694,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3700,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3701,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3702,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3703,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3704,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3705,1
4599999.999999997,115,0,0,0.0,0,0,0,0,0.0,0.0,3706,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,3712,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,3713,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3714,1
19599999.99999999,490,0,0,0.0,0,0,0,0,0.0,0.0,3715,1
199999.99999999988,5,0,0,0.0,0,0,0,0,0.0,0.0,3716,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3722,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3723,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3724,1
22199999.99999999,555,0,0,0.0,0,0,0,0,0.0,0.0,3725,1
8159999.999999995,204,0,0,0.0,0,0,0,0,0.0,0.0,3726,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3733,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3734,1
20479999.99999999,512,0,0,0.0,0,0,0,0,0.0,0.0,3735,1
12479999.999999993,312,0,0,0.0,0,0,0,0,0.0,0.0,3736,1
1039999.9999999994,26,0,0,0.0,0,0,0,0,0.0,0.0,3737,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3744,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3745,1
21879999.99999999,547,0,0,0.0,0,0,0,0,0.0,0.0,3746,1
2399999.9999999986,60,0,0,0.0,0,0,0,0,0.0,0.0,3747,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3755,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3756,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,3757,1
16159999.99999999,404,0,0,0.0,0,0,0,0,0.0,0.0,3758,1
439999.99999999977,11,0,0,0.0,0,0,0,0,0.0,0.0,3759,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3767,1
22399999.99999999,560,0,0,0.0,0,0,0,0,0.0,0.0,3768,1
5599999.999999997,140,0,0,0.0,0,0,0,0,0.0,0.0,3769,1
1599999.999999999,40,0,0,0.0,0,0,0,0,0.0,0.0,3770,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3779,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3780,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3781,1
8799999.999999994,220,0,0,0.0,0,0,0,0,0.0,0.0,3782,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,3792,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3793,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3794,1
5919999.999999997,148,0,0,0.0,0,0,0,0,0.0,0.0,3795,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,3805,1
20839999.99999999,521,0,0,0.0,0,0,0,0,0.0,0.0,3806,1
11119999.999999994,278,0,0,0.0,0,0,0,0,0.0,0.0,3807,1
79999.99999999996,2,0,0,0.0,0,0,0,0,0.0,0.0,3808,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,3818,1
18759999.99999999,469,0,0,0.0,0,0,0,0,0.0,0.0,3819,1
4759999.999999997,119,0,0,0.0,0,0,0,0,0.0,0.0,3820,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,3832,1
5319999.999999997,133,0,0,0.0,0,0,0,0,0.0,0.0,3833,1
22359999.99999999,559,0,0,0.0,0,0,0,0,0.0,0.0,3846,1
6919999.999999996,173,0,0,0.0,0,0,0,0,0.0,0.0,3847,1
239999.99999999988,6,0,0,0.0,0,0,0,0,0.0,0.0,3848,1
3479999.999999998,87,0,0,0.0,0,0,0,0,0.0,0.0,3861,1
8919999.999999994,223,0,0,0.0,0,0,0,0,0.0,0.0,3907,1
6999999.999999996,175,0,0,0.0,0,0,0,0,0.0,0.0,3924,1
20879999.99999999,522,0,2,0.1724137931034483,0,0,2,2,0.5613386412448175,90.0,3944,2
319999.9999999998,8,0,2,0.5,0,0,2,2,0.8660254037844386,4.0,3945,2
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4820,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4821,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4822,1
23079999.99999999,577,0,2,0.01733102253032929,0,0,2,2,0.18536903926684142,10.0,4823,2
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4824,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4825,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4826,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4827,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4828,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4829,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4830,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4831,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4832,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4833,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4834,1
22999999.99999999,575,0,2,0.07652173913043478,0,0,2,2,0.3836507548556672,44.0,4835,2
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4836,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4837,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4838,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4839,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4840,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4841,1
23039999.99999999,576,0,2,0.1875,0,0,2,2,0.582961190818051,108.0,4842,2
23079999.99999999,577,0,2,0.038128249566724434,0,0,2,2,0.2735008879664314,22.0,4843,2
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4844,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4845,1
22999999.99999999,575,0,2,0.42434782608695654,0,0,2,2,0.8176946708088461,244.0,4846,2
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4847,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4848,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4849,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4850,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4851,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4852,1
23119999.99999999,578,0,2,0.02422145328719723,0,0,2,2,0.21876066322593418,14.0,4853,2
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4854,1
23079999.99999999,577,0,2,0.11091854419410745,0,0,2,2,0.4577490195970656,64.0,4855,2
23039999.99999999,576,0,2,0.13541666666666666,0,0,2,2,0.5024894622996807,78.0,4856,2
23079999.99999999,577,0,2,0.24610051993067592,0,0,2,2,0.6569897822273972,142.0,4857,2
22959999.99999999,574,0,2,0.554006968641115,0,0,2,2,0.8950364327664615,318.0,4858,2
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4859,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4860,1
23079999.99999999,577,0,2,0.05199306759098787,0,0,2,2,0.3182496757334636,30.0,4861,2
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4862,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4863,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4864,1
22959999.99999999,574,0,2,0.05574912891986063,0,0,2,2,0.32922681006321164,32.0,4865,2
23039999.99999999,576,0,2,0.08333333333333333,0,0,2,2,0.39965262694272663,48.0,4866,2
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4867,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4868,1
23039999.99999999,576,0,2,0.010416666666666666,0,0,2,2,0.1439611975113047,6.0,4869,2
22959999.99999999,574,0,2,0.22996515679442509,0,0,2,2,0.6380018340485908,132.0,4870,2
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4871,1
23079999.99999999,577,0,2,0.09705372616984402,0,0,2,2,0.42975344859144177,56.0,4872,2
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4873,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4874,1
22999999.99999999,575,0,2,0.02782608695652174,0,0,2,2,0.23426028856323808,16.0,4875,2
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4876,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4877,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4878,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4879,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4880,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4881,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4882,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4883,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4884,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4885,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4886,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4887,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4888,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4889,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4890,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4891,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4892,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4893,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4894,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4895,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4896,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4897,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,4898,1
23079999.99999999,577,0,2,0.010398613518197574,0,0,2,2,0.14383704624780885,6.0,4899,2
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4900,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4901,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4902,1
23079999.99999999,577,0,2,0.01733102253032929,0,0,2,2,0.18536903926684142,10.0,4903,2
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4904,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4905,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4906,1
17439999.99999999,436,0,0,0.0,0,0,0,0,0.0,0.0,4907,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4928,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4929,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,4930,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4931,1
19079999.99999999,477,0,0,0.0,0,0,0,0,0.0,0.0,4932,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,4953,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,4954,1
20959999.99999999,524,0,0,0.0,0,0,0,0,0.0,0.0,4955,1
21119999.99999999,528,0,0,0.0,0,0,0,0,0.0,0.0,4956,1
16439999.99999999,411,0,0,0.0,0,0,0,0,0.0,0.0,4957,1
1159999.9999999993,29,0,0,0.0,0,0,0,0,0.0,0.0,4958,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,4979,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,4980,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,4981,1
18999999.99999999,475,0,0,0.0,0,0,0,0,0.0,0.0,4982,1
4959999.999999997,124,0,0,0.0,0,0,0,0,0.0,0.0,4983,1
159999.9999999999,4,0,0,0.0,0,0,0,0,0.0,0.0,4984,1
1399999.9999999993,35,0,0,0.0,0,0,0,0,0.0,0.0,4985,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5007,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5008,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5009,1
16799999.999999993,420,0,0,0.0,0,0,0,0,0.0,0.0,5010,1
1759999.999999999,44,0,0,0.0,0,0,0,0,0.0,0.0,5011,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5036,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5037,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5038,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5039,1
22279999.99999999,557,0,0,0.0,0,0,0,0,0.0,0.0,5040,1
2719999.9999999986,68,0,0,0.0,0,0,0,0,0.0,0.0,5041,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,5067,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,5068,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,5069,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,5070,1
20719999.99999999,518,0,0,0.0,0,0,0,0,0.0,0.0,5071,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5098,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5099,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,5100,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5101,1
10279999.999999994,257,0,0,0.0,0,0,0,0,0.0,0.0,5102,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,5129,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5130,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5131,1
22959999.99999999,574,0,0,0.0,0,0,0,0,0.0,0.0,5132,1
8799999.999999994,220,0,0,0.0,0,0,0,0,0.0,0.0,5133,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5160,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5161,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5162,1
11079999.999999994,277,0,0,0.0,0,0,0,0,0.0,0.0,5163,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5191,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5192,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5193,1
16599999.99999999,415,0,0,0.0,0,0,0,0,0.0,0.0,5194,1
2479999.9999999986,62,0,0,0.0,0,0,0,0,0.0,0.0,5195,1
21359999.99999999,534,0,0,0.0,0,0,0,0,0.0,0.0,5223,1
6999999.999999996,175,0,0,0.0,0,0,0,0,0.0,0.0,5224,1
559999.9999999997,14,0,0,0.0,0,0,0,0,0.0,0.0,5225,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5254,1
7479999.999999996,187,0,0,0.0,0,0,0,0,0.0,0.0,5255,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5286,1
18839999.99999999,471,0,0,0.0,0,0,0,0,0.0,0.0,5287,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5319,1
14919999.999999993,373,0,0,0.0,0,0,0,0,0.0,0.0,5320,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5352,1
11719999.999999994,293,0,0,0.0,0,0,0,0,0.0,0.0,5353,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5385,1
23079999.99999999,577,0,2,0.05545927209705372,0,0,2,2,0.3283942955237993,32.0,5386,2
15519999.99999999,388,0,0,0.0,0,0,0,0,0.0,0.0,5387,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5419,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5420,1
23039999.99999999,576,0,2,0.3472222222222222,0,0,2,2,0.757549452405258,200.0,5421,2
13359999.999999993,334,0,2,0.15568862275449102,0,0,2,2,0.5358528699687927,52.0,5422,2
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5454,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5455,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5456,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5457,1
8439999.999999996,211,0,0,0.0,0,0,0,0,0.0,0.0,5458,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5490,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5491,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5492,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5493,1
9119999.999999994,228,0,0,0.0,0,0,0,0,0.0,0.0,5494,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5526,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5527,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,5528,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5529,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5530,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5531,1
21439999.99999999,536,0,0,0.0,0,0,0,0,0.0,0.0,5532,1
1479999.9999999993,37,0,0,0.0,0,0,0,0,0.0,0.0,5533,1
23159999.99999999,579,0,0,0.0,0,0,0,0,0.0,0.0,5565,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5566,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5567,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5568,1
23119999.99999999,578,0,0,0.0,0,0,0,0,0.0,0.0,5569,1
23039999.99999999,576,0,0,0.0,0,0,0,0,0.0,0.0,5570,1
20559999.99999999,514,0,0,0.0,0,0,0,0,0.0,0.0,5571,1
199999.99999999988,5,0,0,0.0,0,0,0,0,0.0,0.0,5572,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5604,1
22999999.99999999,575,0,0,0.0,0,0,0,0,0.0,0.0,5605,1
23079999.99999999,577,0,0,0.0,0,0,0,0,0.0,0.0,5606,1
