PROT_NUMBE,BLOCK_NUMB,PROT_NUM_BLOCK_NUM,Unique,Shape_Length,Shape_Area,bounds
NI18-03, 6076,NI18-03 6076,4027,19197.192840097323,23031347.914687466,"-72.608,35.846,-72.554,35.890"
NI18-03, 6077,NI18-03 6077,4028,19196.691437506826,23030144.909125153,"-72.555,35.845,-72.501,35.889"
NI18-03, 6078,NI18-03 6078,4029,19196.1792170879,23028915.979316134,"-72.502,35.844,-72.448,35.888"
NI18-03, 6079,NI18-03 6079,4030,19195.65598394583,23027660.66108858,"-72.449,35.842,-72.394,35.887"
NI18-03, 6080,NI18-03 6080,4031,19195.12185757279,23026379.24192068,"-72.396,35.841,-72.341,35.886"
NI18-03, 6081,NI18-03 6081,4032,19194.576913401506,23025071.905044377,"-72.343,35.840,-72.288,35.884"
NI18-03, 6082,NI18-03 6082,4033,19194.021271063473,23023738.949360594,"-72.290,35.839,-72.235,35.883"
NI18-03, 6083,NI18-03 6083,4034,19193.454615926297,23022379.61119631,"-72.237,35.838,-72.182,35.882"
NI18-03, 6084,NI18-03 6084,4035,19192.877067618003,23020994.181201376,"-72.183,35.836,-72.129,35.881"
NI18-03, 6085,NI18-03 6085,4036,19192.288550540772,23019582.48321191,"-72.130,35.835,-72.076,35.880"
NI18-03, 6086,NI18-03 6086,4037,19191.689171805207,23018144.772437464,"-72.077,35.834,-72.023,35.878"
NI18-03, 6087,NI18-03 6087,4038,13878.402538566916,10150591.715333648,"-72.024,35.833,-72.000,35.877"
NI18-03, 6101,NI18-03 6101,4039,19206.18477160475,23052938.44817501,"-73.937,35.822,-73.884,35.866"
NI18-03, 6102,NI18-03 6102,4040,19205.955690660863,23052388.560239136,"-73.884,35.822,-73.830,35.865"
NI18-03, 6103,NI18-03 6103,4041,19205.715704386013,23051812.497568306,"-73.831,35.821,-73.777,35.865"
NI18-03, 6104,NI18-03 6104,4042,19205.464824858045,23051210.2951471,"-73.778,35.821,-73.724,35.864"
NI18-03, 6105,NI18-03 6105,4043,19205.20305223753,23050581.95510409,"-73.725,35.820,-73.671,35.864"
NI18-03, 6106,NI18-03 6106,4044,19204.930298653657,23049927.26451878,"-73.672,35.819,-73.618,35.863"
NI18-03, 6107,NI18-03 6107,4045,19204.64665184711,23049246.437531274,"-73.618,35.819,-73.565,35.863"
NI18-03, 6108,NI18-03 6108,4046,19204.352263183537,23048539.839281447,"-73.565,35.818,-73.511,35.862"
NI18-03, 6109,NI18-03 6109,4047,19204.04681794605,23047806.715167195,"-73.512,35.817,-73.458,35.861"
NI18-03, 6110,NI18-03 6110,4048,19203.730360042282,23047047.16766629,"-73.459,35.817,-73.405,35.861"
NI18-03, 6111,NI18-03 6111,4049,19203.40327967871,23046262.14019587,"-73.406,35.816,-73.352,35.860"
NI18-03, 6112,NI18-03 6112,4050,19203.06514274708,23045450.59079939,"-73.353,35.815,-73.299,35.859"
NI18-03, 6113,NI18-03 6113,4051,19202.716188424314,23044613.09248987,"-73.300,35.815,-73.246,35.859"
NI18-03, 6114,NI18-03 6114,4052,19202.356265348015,23043749.282932386,"-73.247,35.814,-73.193,35.858"
NI18-03, 6115,NI18-03 6115,4053,19201.985285724288,23042858.955823116,"-73.194,35.813,-73.139,35.857"
NI18-03, 6116,NI18-03 6116,4054,19201.603803307236,23041943.447448723,"-73.140,35.812,-73.086,35.856"
NI18-03, 6117,NI18-03 6117,4055,19201.211188764155,23041001.232102677,"-73.087,35.811,-73.033,35.855"
NI18-03, 6118,NI18-03 6118,4056,19200.807876195013,23040033.368430577,"-73.034,35.810,-72.980,35.855"
NI18-03, 6119,NI18-03 6119,4057,19200.39338764746,23039038.702880554,"-72.981,35.809,-72.927,35.854"
NI18-03, 6120,NI18-03 6120,4058,19199.96832066064,23038018.680806957,"-72.928,35.809,-72.874,35.853"
NI18-03, 6121,NI18-03 6121,4059,19199.532121605305,23036971.966990177,"-72.875,35.808,-72.821,35.852"
NI18-03, 6122,NI18-03 6122,4060,19199.084909981884,23035898.848632853,"-72.822,35.807,-72.768,35.851"
NI18-03, 6123,NI18-03 6123,4061,19198.627119992583,23034800.373751737,"-72.769,35.806,-72.714,35.850"
NI18-03, 6124,NI18-03 6124,4062,19198.15831740204,23033675.503469042,"-72.716,35.805,-72.661,35.849"
NI18-03, 6125,NI18-03 6125,4063,19197.678534017083,23032524.31472314,"-72.663,35.804,-72.608,35.848"
NI18-03, 6126,NI18-03 6126,4064,19197.18809665393,23031347.588167697,"-72.610,35.803,-72.555,35.847"
NI18-03, 6127,NI18-03 6127,4065,19196.686841907038,23030144.93917845,"-72.556,35.801,-72.502,35.846"
NI18-03, 6128,NI18-03 6128,4066,19196.174423455304,23028915.54021752,"-72.503,35.800,-72.449,35.845"
NI18-03, 6129,NI18-03 6129,4067,19195.651294842104,23027660.478890285,"-72.450,35.799,-72.396,35.844"
NI18-03, 6130,NI18-03 6130,4068,19195.117317222168,23026379.424174294,"-72.397,35.798,-72.343,35.842"
NI18-03, 6131,NI18-03 6131,4069,19194.572056537098,23025071.335405663,"-72.344,35.797,-72.290,35.841"
NI18-03, 6132,NI18-03 6132,4070,19194.016488221932,23023738.564909086,"-72.291,35.796,-72.237,35.840"
NI18-03, 6133,NI18-03 6133,4071,19193.44978791459,23022379.119044192,"-72.238,35.794,-72.183,35.839"
NI18-03, 6134,NI18-03 6134,4072,19192.872314101314,23020993.878334254,"-72.185,35.793,-72.130,35.838"
NI18-03, 6135,NI18-03 6135,4073,19192.283903544918,23019582.442235027,"-72.132,35.792,-72.077,35.836"
NI18-03, 6136,NI18-03 6136,4074,19191.684449095235,23018144.557555802,"-72.079,35.791,-72.024,35.835"
NI18-03, 6137,NI18-03 6137,4075,14169.983826666758,10856771.497200932,"-72.026,35.790,-72.000,35.834"
NI18-03, 6151,NI18-03 6151,4076,19206.179991435652,23052938.11723081,"-73.938,35.779,-73.884,35.823"
NI18-03, 6152,NI18-03 6152,4077,19205.951050443386,23052388.5658786,"-73.885,35.778,-73.831,35.822"
NI18-03, 6153,NI18-03 6153,4078,19205.710933737795,23051812.192237623,"-73.832,35.778,-73.778,35.822"
NI18-03, 6154,NI18-03 6154,4079,19205.46004366102,23051209.968226098,"-73.779,35.777,-73.725,35.821"
NI18-03, 6155,NI18-03 6155,4080,19205.198292405108,23050581.684078198,"-73.725,35.777,-73.672,35.821"
NI18-03, 6156,NI18-03 6156,4081,19204.925484997533,23049926.869267672,"-73.672,35.776,-73.618,35.820"
NI18-03, 6157,NI18-03 6157,4082,19204.641904277174,23049246.20208133,"-73.619,35.776,-73.565,35.819"
NI18-03, 6158,NI18-03 6158,4083,19204.34746238865,23048539.478154674,"-73.566,35.775,-73.512,35.819"
NI18-03, 6159,NI18-03 6159,4084,19204.042083813732,23047806.517706085,"-73.513,35.774,-73.459,35.818"
NI18-03, 6160,NI18-03 6160,4085,19203.725649032975,23047047.028194755,"-73.460,35.774,-73.406,35.817"
NI18-03, 6161,NI18-03 6161,4086,19203.39844094947,23046261.69664885,"-73.407,35.773,-73.353,35.817"
NI18-03, 6162,NI18-03 6162,4087,19203.06053524748,23045450.706321117,"-73.354,35.772,-73.300,35.816"
NI18-03, 6163,NI18-03 6163,4088,19202.711529450004,23044613.089753143,"-73.301,35.771,-73.247,35.815"
NI18-03, 6164,NI18-03 6164,4089,19202.351435665023,23043748.87434611,"-73.248,35.771,-73.194,35.815"
NI18-03, 6165,NI18-03 6165,4090,19201.98064430354,23042859.004517775,"-73.195,35.770,-73.140,35.814"
NI18-03, 6166,NI18-03 6166,4091,19201.59918703071,23041943.55920479,"-73.141,35.769,-73.087,35.813"
NI18-03, 6167,NI18-03 6167,4092,19201.20640279188,23041000.940615524,"-73.088,35.768,-73.034,35.812"
NI18-03, 6168,NI18-03 6168,4093,19200.80296482642,23040032.78425722,"-73.035,35.767,-72.981,35.811"
NI18-03, 6169,NI18-03 6169,4094,19200.388546415663,23039038.294069983,"-72.982,35.766,-72.928,35.810"
NI18-03, 6170,NI18-03 6170,4095,19199.96335477941,23038017.97572946,"-72.929,35.765,-72.875,35.809"
NI18-03, 6171,NI18-03 6171,4096,19199.527302046627,23036971.614610996,"-72.876,35.764,-72.822,35.809"
NI18-03, 6172,NI18-03 6172,4097,19199.080161492428,23035898.671123296,"-72.823,35.763,-72.769,35.808"
NI18-03, 6173,NI18-03 6173,4098,19198.62227947428,23034799.985314444,"-72.770,35.762,-72.716,35.807"
NI18-03, 6174,NI18-03 6174,4099,19198.15359268857,23033675.395997234,"-72.717,35.761,-72.663,35.806"
NI18-03, 6175,NI18-03 6175,4100,19197.67400105481,23032524.66775029,"-72.664,35.760,-72.610,35.805"
NI18-03, 6176,NI18-03 6176,4101,19197.18327756625,23031347.260466024,"-72.611,35.759,-72.556,35.804"
NI18-03, 6177,NI18-03 6177,4102,19196.68190044514,23030144.33206573,"-72.558,35.758,-72.503,35.803"
NI18-03, 6178,NI18-03 6178,4103,19196.16951122267,23028915.006478265,"-72.505,35.757,-72.450,35.801"
NI18-03, 6179,NI18-03 6179,4104,19195.646380673083,23027659.94514221,"-72.452,35.756,-72.397,35.800"
NI18-03, 6180,NI18-03 6180,4105,19195.112281793663,23026378.608336557,"-72.399,35.755,-72.344,35.799"
NI18-03, 6181,NI18-03 6181,4106,19194.56736597977,23025071.353169665,"-72.346,35.754,-72.291,35.798"
NI18-03, 6182,NI18-03 6182,4107,19194.01163315776,23023738.18721196,"-72.293,35.752,-72.238,35.797"
NI18-03, 6183,NI18-03 6183,4108,19193.444812556387,23022378.467298493,"-72.240,35.751,-72.185,35.796"
NI18-03, 6184,NI18-03 6184,4109,19192.8672946659,23020993.124219954,"-72.187,35.750,-72.132,35.794"
NI18-03, 6185,NI18-03 6185,4110,19192.27895966197,23019581.8743517,"-72.133,35.749,-72.079,35.793"
NI18-03, 6186,NI18-03 6186,4111,19191.679732119206,23018144.544615217,"-72.080,35.747,-72.026,35.792"
NI18-03, 6187,NI18-03 6187,4112,14461.272720966008,11562211.627593368,"-72.027,35.747,-72.000,35.791"
NI18-03, 6201,NI18-03 6201,4113,19206.175289387887,23052938.153381117,"-73.938,35.736,-73.885,35.779"
NI18-03, 6202,NI18-03 6202,4114,19205.946369106412,23052388.65384084,"-73.885,35.735,-73.832,35.779"
NI18-03, 6203,NI18-03 6203,4115,19205.706361171942,23051812.545792244,"-73.832,35.735,-73.779,35.778"
NI18-03, 6204,NI18-03 6204,4116,19205.455372999753,23051210.089975,"-73.779,35.734,-73.725,35.778"
NI18-03, 6205,NI18-03 6205,4117,19205.193536188515,23050581.598479353,"-73.726,35.733,-73.672,35.777"
NI18-03, 6206,NI18-03 6206,4118,19204.9209898617,23049927.418058865,"-73.673,35.733,-73.619,35.777"
NI18-03, 6207,NI18-03 6207,4119,19204.637116921844,23049246.054368995,"-73.620,35.732,-73.566,35.776"
NI18-03, 6208,NI18-03 6208,4120,19204.342546615906,23048539.0245322,"-73.567,35.732,-73.513,35.776"
NI18-03, 6209,NI18-03 6209,4121,19204.03743020283,23047806.695802048,"-73.514,35.731,-73.460,35.775"
NI18-03, 6210,NI18-03 6210,4122,19203.7209115917,23047047.008712597,"-73.461,35.730,-73.407,35.774"
NI18-03, 6211,NI18-03 6211,4123,19203.39365178593,23046261.561131664,"-73.408,35.730,-73.354,35.774"
NI18-03, 6212,NI18-03 6212,4124,19203.055650687875,23045450.342865713,"-73.355,35.729,-73.301,35.773"
NI18-03, 6213,NI18-03 6213,4125,19202.706713207095,23044612.89117352,"-73.302,35.728,-73.248,35.772"
NI18-03, 6214,NI18-03 6214,4126,19202.34668825034,23043748.847747095,"-73.249,35.727,-73.195,35.771"
NI18-03, 6215,NI18-03 6215,4127,19201.975966067766,23042859.150778446,"-73.196,35.726,-73.141,35.771"
NI18-03, 6216,NI18-03 6216,4128,19201.594339222076,23041943.29696746,"-73.142,35.726,-73.088,35.770"
NI18-03, 6217,NI18-03 6217,4129,19201.20154917521,23041000.67118903,"-73.089,35.725,-73.035,35.769"
NI18-03, 6218,NI18-03 6218,4130,19200.79825705329,23040032.869063236,"-73.036,35.724,-72.982,35.768"
NI18-03, 6219,NI18-03 6219,4131,19200.383909144417,23039038.55219657,"-72.983,35.723,-72.929,35.767"
NI18-03, 6220,NI18-03 6220,4132,19199.958624880284,23038018.012975626,"-72.930,35.722,-72.876,35.766"
NI18-03, 6221,NI18-03 6221,4133,19199.52256785349,23036971.651313,"-72.877,35.721,-72.823,35.765"
NI18-03, 6222,NI18-03 6222,4134,19199.075347811457,23035898.52415509,"-72.824,35.720,-72.770,35.764"
NI18-03, 6223,NI18-03 6223,4135,19198.617418281276,23034799.724546388,"-72.771,35.719,-72.717,35.763"
NI18-03, 6224,NI18-03 6224,4136,19198.148835344633,23033675.39568071,"-72.718,35.718,-72.664,35.762"
NI18-03, 6225,NI18-03 6225,4137,19197.66895764305,23032523.9839797,"-72.665,35.717,-72.611,35.761"
NI18-03, 6226,NI18-03 6226,4138,19197.178351132527,23031346.866022203,"-72.612,35.716,-72.558,35.760"
NI18-03, 6227,NI18-03 6227,4139,19196.67704751891,23030144.11577031,"-72.559,35.715,-72.505,35.759"
NI18-03, 6228,NI18-03 6228,4140,19196.164688088433,23028914.864852745,"-72.506,35.714,-72.452,35.758"
NI18-03, 6229,NI18-03 6229,4141,19195.64163151063,23027659.991133623,"-72.453,35.713,-72.399,35.757"
NI18-03, 6230,NI18-03 6230,4142,19195.1074876211,23026378.546825737,"-72.400,35.712,-72.346,35.756"
NI18-03, 6231,NI18-03 6231,4143,19194.562602580936,23025071.37432309,"-72.347,35.710,-72.293,35.755"
NI18-03, 6232,NI18-03 6232,4144,19194.00663018599,23023737.64109869,"-72.294,35.709,-72.240,35.754"
NI18-03, 6233,NI18-03 6233,4145,19193.440124295958,23022378.683742,"-72.241,35.708,-72.187,35.752"
NI18-03, 6234,NI18-03 6234,4146,19192.86239921218,23020992.84699435,"-72.188,35.707,-72.133,35.751"
NI18-03, 6235,NI18-03 6235,4147,19192.273945338427,23019581.32097297,"-72.135,35.705,-72.080,35.750"
NI18-03, 6236,NI18-03 6236,4148,19191.67479448149,23018144.18282182,"-72.082,35.704,-72.027,35.749"
NI18-03, 6237,NI18-03 6237,4149,14752.268902821008,12266910.5747467,"-72.029,35.703,-72.000,35.747"
NI18-03, 6251,NI18-03 6251,4150,19206.170426402325,23052937.98609835,"-73.939,35.692,-73.885,35.736"
NI18-03, 6252,NI18-03 6252,4151,19205.941495363448,23052388.46964991,"-73.886,35.692,-73.832,35.736"
NI18-03, 6253,NI18-03 6253,4152,19205.701357533293,23051812.051890474,"-73.833,35.691,-73.779,35.735"
NI18-03, 6254,NI18-03 6254,4153,19205.45051051183,23051209.935591355,"-73.780,35.691,-73.726,35.735"
NI18-03, 6255,NI18-03 6255,4154,19205.188620108544,23050581.320318036,"-73.727,35.690,-73.673,35.734"
NI18-03, 6256,NI18-03 6256,4155,19204.916140072404,23049927.29710865,"-73.674,35.690,-73.620,35.733"
NI18-03, 6257,NI18-03 6257,4156,19204.63245323351,23049246.382157303,"-73.621,35.689,-73.567,35.733"
NI18-03, 6258,NI18-03 6258,4157,19204.337786526634,23048539.124719743,"-73.568,35.688,-73.514,35.732"
NI18-03, 6259,NI18-03 6259,4158,19204.032542342982,23047806.497004785,"-73.515,35.688,-73.461,35.732"
NI18-03, 6260,NI18-03 6260,4159,19203.716091424816,23047046.976058986,"-73.462,35.687,-73.408,35.731"
NI18-03, 6261,NI18-03 6261,4160,19203.388975282003,23046261.874306556,"-73.409,35.686,-73.355,35.730"
NI18-03, 6262,NI18-03 6262,4161,19203.05060848581,23045449.780719057,"-73.356,35.686,-73.302,35.730"
NI18-03, 6263,NI18-03 6263,4162,19202.70166424629,23044612.32220285,"-73.303,35.685,-73.249,35.729"
NI18-03, 6264,NI18-03 6264,4163,19202.341903597873,23043748.915785633,"-73.250,35.684,-73.196,35.728"
NI18-03, 6265,NI18-03 6265,4164,19201.97120694493,23042859.279811002,"-73.196,35.683,-73.142,35.727"
NI18-03, 6266,NI18-03 6266,4165,19201.589335289023,23041942.84504454,"-73.143,35.682,-73.089,35.726"
NI18-03, 6267,NI18-03 6267,4166,19201.19673512881,23041000.683317192,"-73.090,35.682,-73.036,35.726"
NI18-03, 6268,NI18-03 6268,4167,19200.793394150765,23040032.763947256,"-73.037,35.681,-72.983,35.725"
NI18-03, 6269,NI18-03 6269,4168,19200.378922014417,23039038.154303,"-72.984,35.680,-72.930,35.724"
NI18-03, 6270,NI18-03 6270,4169,19199.953589664987,23038017.50805154,"-72.931,35.679,-72.877,35.723"
NI18-03, 6271,NI18-03 6271,4170,19199.517604309687,23036971.322584856,"-72.878,35.678,-72.824,35.722"
NI18-03, 6272,NI18-03 6272,4171,19199.070487868565,23035898.446881972,"-72.825,35.677,-72.771,35.721"
NI18-03, 6273,NI18-03 6273,4172,19198.612511248368,23034799.539943267,"-72.772,35.676,-72.718,35.720"
NI18-03, 6274,NI18-03 6274,4173,19198.143806066575,23033674.92069658,"-72.719,35.675,-72.665,35.719"
NI18-03, 6275,NI18-03 6275,4174,19197.664001597284,23032523.691898774,"-72.666,35.674,-72.612,35.718"
NI18-03, 6276,NI18-03 6276,4175,19197.173588199854,23031347.043151934,"-72.613,35.673,-72.559,35.717"
NI18-03, 6277,NI18-03 6277,4176,19196.672194961415,23030144.079545878,"-72.560,35.672,-72.506,35.716"
NI18-03, 6278,NI18-03 6278,4177,19196.159714698697,23028914.54732365,"-72.507,35.671,-72.453,35.715"
NI18-03, 6279,NI18-03 6279,4178,19195.636613227973,23027659.571825664,"-72.454,35.669,-72.400,35.714"
NI18-03, 6280,NI18-03 6280,4179,19195.102500339366,23026378.210631244,"-72.401,35.668,-72.347,35.713"
NI18-03, 6281,NI18-03 6281,4180,19194.557420071556,23025070.575742085,"-72.348,35.667,-72.294,35.712"
NI18-03, 6282,NI18-03 6282,4181,19194.001523518848,23023737.031905703,"-72.295,35.666,-72.241,35.710"
NI18-03, 6283,NI18-03 6283,4182,19193.43512531597,23022378.339009505,"-72.243,35.665,-72.188,35.709"
NI18-03, 6284,NI18-03 6284,4183,19192.85728157555,23020992.218316406,"-72.190,35.663,-72.135,35.708"
NI18-03, 6285,NI18-03 6285,4184,19192.26898016997,23019581.06836587,"-72.137,35.662,-72.082,35.707"
NI18-03, 6286,NI18-03 6286,4185,19191.66978702731,23018143.834990077,"-72.084,35.661,-72.029,35.705"
NI18-03, 6287,NI18-03 6287,4186,15042.973886260219,12970870.824640993,"-72.031,35.660,-72.000,35.704"
NI18-03, 6301,NI18-03 6301,4187,19206.165565928306,23052938.011473138,"-73.940,35.649,-73.886,35.693"
NI18-03, 6302,NI18-03 6302,4188,19205.936580438356,23052388.360681035,"-73.887,35.649,-73.833,35.692"
NI18-03, 6303,NI18-03 6303,4189,19205.696659250978,23051812.466265023,"-73.834,35.648,-73.780,35.692"
NI18-03, 6304,NI18-03 6304,4190,19205.44560734637,23051209.862914857,"-73.780,35.648,-73.727,35.691"
NI18-03, 6305,NI18-03 6305,4191,19205.183739241696,23050581.303372454,"-73.727,35.647,-73.674,35.691"
NI18-03, 6306,NI18-03 6306,4192,19204.911206253477,23049927.157925453,"-73.674,35.646,-73.621,35.690"
NI18-03, 6307,NI18-03 6307,4193,19204.627435150484,23049246.04416149,"-73.621,35.646,-73.568,35.690"
NI18-03, 6308,NI18-03 6308,4194,19204.332911413,23048539.133716516,"-73.568,35.645,-73.515,35.689"
NI18-03, 6309,NI18-03 6309,4195,19204.027539765433,23047806.19941631,"-73.515,35.644,-73.462,35.688"
NI18-03, 6310,NI18-03 6310,4196,19203.711188564674,23047046.922910564,"-73.462,35.644,-73.409,35.688"
NI18-03, 6311,NI18-03 6311,4197,19203.384140826267,23046261.98900864,"-73.409,35.643,-73.356,35.687"
NI18-03, 6312,NI18-03 6312,4198,19203.045886812895,23045450.16861303,"-73.356,35.642,-73.303,35.686"
NI18-03, 6313,NI18-03 6313,4199,19202.696816676642,23044612.410399217,"-73.303,35.642,-73.250,35.686"
NI18-03, 6314,NI18-03 6314,4200,19202.336962134323,23043748.787971746,"-73.250,35.641,-73.196,35.685"
NI18-03, 6315,NI18-03 6315,4201,19201.9660647336,23042858.67543702,"-73.197,35.640,-73.143,35.684"
NI18-03, 6316,NI18-03 6316,4202,19201.58438298722,23041942.696428727,"-73.144,35.639,-73.090,35.683"
NI18-03, 6317,NI18-03 6317,4203,19201.19180945414,23041000.603815474,"-73.091,35.638,-73.037,35.682"
NI18-03, 6318,NI18-03 6318,4204,19200.788256478772,23040032.18373972,"-73.039,35.637,-72.984,35.682"
NI18-03, 6319,NI18-03 6319,4205,19200.373899789472,23039037.853937767,"-72.986,35.636,-72.931,35.681"
NI18-03, 6320,NI18-03 6320,4206,19199.94871481182,23038017.56275777,"-72.933,35.636,-72.878,35.680"
NI18-03, 6321,NI18-03 6321,4207,19199.51256253049,23036970.980794072,"-72.880,35.635,-72.825,35.679"
NI18-03, 6322,NI18-03 6322,4208,19199.065518717198,23035898.28638836,"-72.827,35.634,-72.772,35.678"
NI18-03, 6323,NI18-03 6323,4209,19198.607734588113,23034799.84701911,"-72.774,35.633,-72.719,35.677"
NI18-03, 6324,NI18-03 6324,4210,19198.138788091695,23033674.650208928,"-72.721,35.632,-72.666,35.676"
NI18-03, 6325,NI18-03 6325,4211,19197.659132910314,23032523.789483596,"-72.668,35.631,-72.613,35.675"
NI18-03, 6326,NI18-03 6326,4212,19197.16855446549,23031346.749045856,"-72.615,35.630,-72.560,35.674"
NI18-03, 6327,NI18-03 6327,4213,19196.666920969386,23030143.216080915,"-72.562,35.628,-72.507,35.673"
NI18-03, 6328,NI18-03 6328,4214,19196.15459113053,23028914.05477332,"-72.509,35.627,-72.454,35.672"
NI18-03, 6329,NI18-03 6329,4215,19195.631445423645,23027658.973526116,"-72.456,35.626,-72.401,35.671"
NI18-03, 6330,NI18-03 6330,4216,19195.097452139762,23026377.907985114,"-72.403,35.625,-72.348,35.669"
NI18-03, 6331,NI18-03 6331,4217,19194.552284283378,23025070.06482083,"-72.350,35.624,-72.295,35.668"
NI18-03, 6332,NI18-03 6332,4218,19193.996734759432,23023737.359596007,"-72.297,35.623,-72.243,35.667"
NI18-03, 6333,NI18-03 6333,4219,19193.430098657118,23022378.097863793,"-72.244,35.621,-72.190,35.666"
NI18-03, 6334,NI18-03 6334,4220,19192.852212435675,23020991.88688104,"-72.191,35.620,-72.137,35.665"
NI18-03, 6335,NI18-03 6335,4221,19192.263988634477,23019580.930546563,"-72.138,35.619,-72.084,35.663"
NI18-03, 6336,NI18-03 6336,4222,19191.664634232933,23018143.315168764,"-72.085,35.618,-72.031,35.662"
NI18-03, 6337,NI18-03 6337,4223,15333.387337691243,13674090.43725344,"-72.032,35.617,-72.000,35.661"
NI18-03, 6351,NI18-03 6351,4224,19206.160783530715,23052938.40317998,"-73.940,35.606,-73.887,35.650"
NI18-03, 6352,NI18-03 6352,4225,19205.93142927577,23052387.863820013,"-73.887,35.605,-73.834,35.649"
NI18-03, 6353,NI18-03 6353,4226,19205.691617715533,23051812.239969682,"-73.834,35.605,-73.780,35.649"
NI18-03, 6354,NI18-03 6354,4227,19205.44058796483,23051209.688932545,"-73.781,35.604,-73.727,35.648"
NI18-03, 6355,NI18-03 6355,4228,19205.17878638328,23050581.295385767,"-73.728,35.604,-73.674,35.648"
NI18-03, 6356,NI18-03 6356,4229,19204.906005615565,23049926.5558364,"-73.675,35.603,-73.621,35.647"
NI18-03, 6357,NI18-03 6357,4230,19204.622452936503,23049245.969837643,"-73.622,35.602,-73.568,35.646"
NI18-03, 6358,NI18-03 6358,4231,19204.32799680529,23048539.225160953,"-73.569,35.602,-73.515,35.646"
NI18-03, 6359,NI18-03 6359,4232,19204.022498096245,23047805.98815727,"-73.516,35.601,-73.462,35.645"
NI18-03, 6360,NI18-03 6360,4233,19203.706139781883,23047046.698404696,"-73.463,35.600,-73.409,35.644"
NI18-03, 6361,NI18-03 6361,4234,19203.379041314947,23046261.647791207,"-73.410,35.600,-73.356,35.644"
NI18-03, 6362,NI18-03 6362,4235,19203.040812452065,23045449.892671354,"-73.357,35.599,-73.303,35.643"
NI18-03, 6363,NI18-03 6363,4236,19202.691887455796,23044612.48386027,"-73.304,35.598,-73.250,35.642"
NI18-03, 6364,NI18-03 6364,4237,19202.332027277593,23043748.848974414,"-73.251,35.597,-73.197,35.642"
NI18-03, 6365,NI18-03 6365,4238,19201.961112265893,23042858.69798077,"-73.198,35.597,-73.144,35.641"
NI18-03, 6366,NI18-03 6366,4239,19201.579381660657,23041942.61236906,"-73.145,35.596,-73.091,35.640"
NI18-03, 6367,NI18-03 6367,4240,19201.18660861679,23041000.04085393,"-73.093,35.595,-73.039,35.639"
NI18-03, 6368,NI18-03 6368,4241,19200.783441868254,23040032.55185043,"-73.040,35.594,-72.986,35.638"
NI18-03, 6369,NI18-03 6369,4242,19200.368917954358,23039037.82469521,"-72.987,35.593,-72.933,35.637"
NI18-03, 6370,NI18-03 6370,4243,19199.943610125527,23038017.24682063,"-72.934,35.592,-72.880,35.636"
NI18-03, 6371,NI18-03 6371,4244,19199.507335447874,23036970.373910323,"-72.881,35.591,-72.827,35.636"
NI18-03, 6372,NI18-03 6372,4245,19199.06051587136,23035898.224574745,"-72.828,35.590,-72.774,35.635"
NI18-03, 6373,NI18-03 6373,4246,19198.602609975696,23034799.498495214,"-72.775,35.589,-72.721,35.634"
NI18-03, 6374,NI18-03 6374,4247,19198.133693369786,23033674.37632418,"-72.722,35.588,-72.668,35.633"
NI18-03, 6375,NI18-03 6375,4248,19197.654036794236,23032523.519253258,"-72.669,35.587,-72.615,35.632"
NI18-03, 6376,NI18-03 6376,4249,19197.16324991547,23031345.98163594,"-72.616,35.586,-72.562,35.631"
NI18-03, 6377,NI18-03 6377,4250,19196.66193049406,23030143.206711244,"-72.563,35.585,-72.509,35.630"
NI18-03, 6378,NI18-03 6378,4251,19196.149751707482,23028914.412257254,"-72.510,35.584,-72.456,35.628"
NI18-03, 6379,NI18-03 6379,4252,19195.62636706424,23027658.764883153,"-72.457,35.583,-72.403,35.627"
NI18-03, 6380,NI18-03 6380,4253,19195.092361896754,23026377.67535261,"-72.404,35.582,-72.350,35.626"
NI18-03, 6381,NI18-03 6381,4254,19194.54739020422,23025070.308754154,"-72.351,35.581,-72.297,35.625"
NI18-03, 6382,NI18-03 6382,4255,19193.99160303882,23023737.0433869,"-72.298,35.579,-72.244,35.624"
NI18-03, 6383,NI18-03 6383,4256,19193.424729572485,23022377.219579842,"-72.245,35.578,-72.191,35.623"
NI18-03, 6384,NI18-03 6384,4257,19192.84692119177,23020991.202737257,"-72.193,35.577,-72.138,35.621"
NI18-03, 6385,NI18-03 6385,4258,19192.25873150813,23019580.33706834,"-72.140,35.576,-72.085,35.620"
NI18-03, 6386,NI18-03 6386,4259,19191.65914101975,23018142.15738447,"-72.087,35.574,-72.032,35.619"
NI18-03, 6387,NI18-03 6387,4260,15623.508359207412,14376566.335051116,"-72.034,35.574,-72.000,35.618"
NI18-03, 6401,NI18-03 6401,4261,19206.15576461847,23052938.395988807,"-73.941,35.563,-73.887,35.606"
NI18-03, 6402,NI18-03 6402,4262,19205.926551510922,23052388.201280348,"-73.888,35.562,-73.834,35.606"
NI18-03, 6403,NI18-03 6403,4263,19205.686610836434,23051812.269512385,"-73.835,35.562,-73.781,35.605"
NI18-03, 6404,NI18-03 6404,4264,19205.435452363203,23051209.411558058,"-73.782,35.561,-73.728,35.605"
NI18-03, 6405,NI18-03 6405,4265,19205.17386871538,23050581.544496663,"-73.729,35.560,-73.675,35.604"
NI18-03, 6406,NI18-03 6406,4266,19204.900959977887,23049926.49693762,"-73.676,35.560,-73.622,35.604"
