PROT_NUMBE,BLOCK_NUMB,PROT_NUM_BLOCK_NUM,Unique,Shape_Length,Shape_Area,bounds
NI18-02, 6113,NI18-02 6113,14227,19208.170424244436,23057703.581849024,"-75.425,35.827,-75.372,35.870"
NI18-02, 6114,NI18-02 6114,14228,19208.246762580093,23057888.395373635,"-75.372,35.827,-75.319,35.870"
NI18-02, 6115,NI18-02 6115,14229,19208.312434568943,23058046.056633856,"-75.319,35.827,-75.266,35.870"
NI18-02, 6116,NI18-02 6116,14230,19208.36681098204,23058176.59661618,"-75.266,35.827,-75.213,35.870"
NI18-02, 6120,NI18-02 6120,14231,19208.475940688175,23058438.586395618,"-75.053,35.827,-75.000,35.871"
NI18-02, 6121,NI18-02 6121,14232,19208.4760096475,23058438.753875505,"-75.000,35.827,-74.947,35.871"
NI18-02, 6122,NI18-02 6122,14233,19208.46487068787,23058412.009863146,"-74.947,35.827,-74.894,35.871"
NI18-02, 6123,NI18-02 6123,14234,19208.44321667788,23058360.026519008,"-74.894,35.827,-74.840,35.871"
NI18-02, 6124,NI18-02 6124,14235,19208.410430384167,23058281.317984022,"-74.841,35.827,-74.787,35.871"
NI18-02, 6125,NI18-02 6125,14236,19208.366706971716,23058176.350045107,"-74.787,35.827,-74.734,35.870"
NI18-02, 6126,NI18-02 6126,14237,19208.31224155386,23058045.59235241,"-74.734,35.827,-74.681,35.870"
NI18-02, 6161,NI18-02 6161,14238,4274.341776189518,577811.2484118782,"-75.487,35.812,-75.478,35.826"
NI18-02, 6162,NI18-02 6162,14239,17957.653713391366,20643446.646340847,"-75.478,35.783,-75.425,35.827"
NI18-02, 6163,NI18-02 6163,14240,19208.165670699265,23057710.5857624,"-75.425,35.783,-75.372,35.827"
NI18-02, 6164,NI18-02 6164,14241,19208.242064009733,23057888.23671812,"-75.372,35.784,-75.319,35.827"
NI18-02, 6165,NI18-02 6165,14242,19208.307671865492,23058045.738983728,"-75.319,35.784,-75.266,35.827"
NI18-02, 6166,NI18-02 6166,14243,19208.362299081382,23058176.878811684,"-75.266,35.784,-75.212,35.827"
NI18-02, 6170,NI18-02 6170,14244,19208.471145023694,23058438.190017603,"-75.053,35.784,-75.000,35.827"
NI18-02, 6171,NI18-02 6171,14245,19208.471315157254,23058438.60163728,"-75.000,35.784,-74.947,35.827"
NI18-02, 6172,NI18-02 6172,14246,19208.460385158913,23058412.356365077,"-74.947,35.784,-74.894,35.827"
NI18-02, 6173,NI18-02 6173,14247,19208.438594011634,23058360.041768614,"-74.894,35.784,-74.841,35.827"
NI18-02, 6174,NI18-02 6174,14248,19208.405909893372,23058281.579897664,"-74.841,35.784,-74.787,35.827"
NI18-02, 6175,NI18-02 6175,14249,19208.36220129811,23058176.648934536,"-74.788,35.784,-74.734,35.827"
NI18-02, 6176,NI18-02 6176,14250,19208.30763153312,23058045.6405092,"-74.734,35.784,-74.681,35.827"
NI18-02, 6177,NI18-02 6177,14251,19208.242288330082,23057888.7739854,"-74.681,35.784,-74.628,35.827"
NI18-02, 6212,NI18-02 6212,14252,14105.629633801022,9107689.582080327,"-75.459,35.740,-75.425,35.783"
NI18-02, 6213,NI18-02 6213,14253,19208.16123210267,23057696.77333756,"-75.425,35.740,-75.372,35.784"
NI18-02, 6214,NI18-02 6214,14254,19208.237321905748,23057888.334105827,"-75.372,35.740,-75.319,35.784"
NI18-02, 6215,NI18-02 6215,14255,19208.30298501247,23058045.791616507,"-75.319,35.740,-75.265,35.784"
NI18-02, 6216,NI18-02 6216,14256,19208.357321367912,23058176.234084643,"-75.266,35.741,-75.212,35.784"
NI18-02, 6217,NI18-02 6217,14257,19208.401143370327,23058281.439409822,"-75.212,35.741,-75.159,35.784"
NI18-02, 6220,NI18-02 6220,14258,19208.466783471595,23058439.017337643,"-75.053,35.741,-75.000,35.784"
NI18-02, 6221,NI18-02 6221,14259,19208.466771965224,23058438.989793524,"-75.000,35.741,-74.947,35.784"
NI18-02, 6222,NI18-02 6222,14260,19208.455704504937,23058412.420933828,"-74.947,35.741,-74.894,35.784"
NI18-02, 6223,NI18-02 6223,14261,19208.433776240396,23058359.77840905,"-74.894,35.741,-74.841,35.784"
NI18-02, 6224,NI18-02 6224,14262,19208.401226141254,23058281.63803651,"-74.841,35.741,-74.788,35.784"
NI18-02, 6225,NI18-02 6225,14263,19208.357576255847,23058176.845182676,"-74.788,35.741,-74.734,35.784"
NI18-02, 6226,NI18-02 6226,14264,19208.302870416857,23058045.511477627,"-74.735,35.740,-74.681,35.784"
NI18-02, 6227,NI18-02 6227,14265,19208.23766224181,23057888.974246357,"-74.681,35.740,-74.628,35.784"
NI18-02, 6228,NI18-02 6228,14266,19208.161083516672,23057705.128225476,"-74.628,35.740,-74.575,35.784"
NI18-02, 6229,NI18-02 6229,14267,19208.07371960475,23057495.399131417,"-74.575,35.740,-74.522,35.783"
NI18-02, 6230,NI18-02 6230,14268,19207.975538752664,23057259.704226688,"-74.522,35.740,-74.469,35.783"
NI18-02, 6262,NI18-02 6262,14269,7884.765076174646,1592017.9851323585,"-75.435,35.710,-75.425,35.740"
NI18-02, 6263,NI18-02 6263,14270,18890.56188379936,22794409.305486407,"-75.425,35.697,-75.371,35.740"
NI18-02, 6264,NI18-02 6264,14271,19208.232667678305,23057896.88799683,"-75.372,35.697,-75.318,35.740"
NI18-02, 6265,NI18-02 6265,14272,19208.2980713393,23058045.480705276,"-75.319,35.697,-75.265,35.741"
NI18-02, 6266,NI18-02 6266,14273,19208.35261458152,23058176.42181784,"-75.265,35.697,-75.212,35.741"
NI18-02, 6267,NI18-02 6267,14274,19208.39637300101,23058281.47294436,"-75.212,35.697,-75.159,35.741"
NI18-02, 6268,NI18-02 6268,14275,19208.429044015753,23058359.902561482,"-75.159,35.697,-75.106,35.741"
NI18-02, 6269,NI18-02 6269,14276,19208.45081074468,23058412.15850836,"-75.106,35.697,-75.053,35.741"
NI18-02, 6270,NI18-02 6270,14277,19208.461792679067,23058438.525932044,"-75.053,35.698,-75.000,35.741"
NI18-02, 6271,NI18-02 6271,14278,19208.461719007762,23058438.34447071,"-75.000,35.698,-74.947,35.741"
NI18-02, 6272,NI18-02 6272,14279,19208.450948225298,23058412.490156915,"-74.947,35.697,-74.894,35.741"
NI18-02, 6273,NI18-02 6273,14280,19208.428958513585,23058359.698794283,"-74.894,35.697,-74.841,35.741"
NI18-02, 6274,NI18-02 6274,14281,19208.39622783388,23058281.121945612,"-74.841,35.697,-74.788,35.741"
NI18-02, 6275,NI18-02 6275,14282,19208.35271233523,23058176.656735126,"-74.788,35.697,-74.735,35.741"
NI18-02, 6276,NI18-02 6276,14283,19208.29798997549,23058045.28317671,"-74.735,35.697,-74.681,35.741"
NI18-02, 6277,NI18-02 6277,14284,19208.232721783635,23057888.600687075,"-74.682,35.697,-74.628,35.740"
NI18-02, 6278,NI18-02 6278,14285,19208.1562785074,23057705.085028492,"-74.629,35.697,-74.575,35.740"
NI18-02, 6279,NI18-02 6279,14286,19208.068899159007,23057495.313587483,"-74.576,35.697,-74.522,35.740"
NI18-02, 6280,NI18-02 6280,14287,19207.97097398344,23057260.23414865,"-74.523,35.696,-74.469,35.740"
NI18-02, 6313,NI18-02 6313,14288,17727.016652362676,19183840.169304892,"-75.420,35.654,-75.371,35.697"
NI18-02, 6314,NI18-02 6314,14289,19208.227774756626,23057891.647857286,"-75.371,35.654,-75.318,35.697"
NI18-02, 6315,NI18-02 6315,14290,19208.29323352225,23058045.530988704,"-75.318,35.654,-75.265,35.697"
NI18-02, 6316,NI18-02 6316,14291,19208.347951717038,23058176.890615243,"-75.265,35.654,-75.212,35.697"
NI18-02, 6317,NI18-02 6317,14292,19208.391527045096,23058281.50076634,"-75.212,35.654,-75.159,35.697"
NI18-02, 6318,NI18-02 6318,14293,19208.424210464098,23058359.96639891,"-75.159,35.654,-75.106,35.697"
NI18-02, 6319,NI18-02 6319,14294,19208.446033782802,23058412.355133012,"-75.106,35.654,-75.053,35.698"
NI18-02, 6320,NI18-02 6320,14295,19208.45707266634,23058438.856244415,"-75.053,35.654,-75.000,35.698"
NI18-02, 6321,NI18-02 6321,14296,19208.45678554733,23058438.16608181,"-75.000,35.654,-74.947,35.698"
NI18-02, 6322,NI18-02 6322,14297,19208.446028615774,23058412.34627296,"-74.947,35.654,-74.894,35.698"
NI18-02, 6323,NI18-02 6323,14298,19208.424172614963,23058359.872386605,"-74.894,35.654,-74.841,35.697"
NI18-02, 6324,NI18-02 6324,14299,19208.391500375437,23058281.436211526,"-74.841,35.654,-74.788,35.697"
NI18-02, 6325,NI18-02 6325,14300,19208.347936261358,23058176.85563823,"-74.788,35.654,-74.735,35.697"
NI18-02, 6326,NI18-02 6326,14301,19208.293153587558,23058045.341279898,"-74.735,35.654,-74.682,35.697"
NI18-02, 6327,NI18-02 6327,14302,19208.227705952333,23057888.22516851,"-74.682,35.654,-74.629,35.697"
NI18-02, 6328,NI18-02 6328,14303,19208.151517727154,23057705.323384598,"-74.629,35.653,-74.576,35.697"
NI18-02, 6329,NI18-02 6329,14304,19208.064198655145,23057495.69922252,"-74.576,35.653,-74.523,35.697"
NI18-02, 6363,NI18-02 6363,14305,16003.979891742012,15245073.68397271,"-75.411,35.610,-75.371,35.654"
NI18-02, 6364,NI18-02 6364,14306,19208.222882065565,23057888.903717916,"-75.371,35.610,-75.318,35.654"
NI18-02, 6365,NI18-02 6365,14307,19208.288471553573,23058045.945569616,"-75.318,35.611,-75.265,35.654"
NI18-02, 6366,NI18-02 6366,14308,19208.342930547427,23058176.682188578,"-75.265,35.611,-75.212,35.654"
NI18-02, 6367,NI18-02 6367,14309,19208.386410368537,23058281.05986077,"-75.212,35.611,-75.159,35.654"
NI18-02, 6368,NI18-02 6368,14310,19208.4193451164,23058360.13001962,"-75.159,35.611,-75.106,35.654"
NI18-02, 6369,NI18-02 6369,14311,19208.441181175436,23058412.55046631,"-75.106,35.611,-75.053,35.654"
NI18-02, 6370,NI18-02 6370,14312,19208.452006224274,23058438.538607977,"-75.053,35.611,-75.000,35.654"
NI18-02, 6371,NI18-02 6371,14313,19208.451927740294,23058438.346400864,"-75.000,35.611,-74.947,35.654"
NI18-02, 6372,NI18-02 6372,14314,19208.441228516007,23058412.662176196,"-74.947,35.611,-74.894,35.654"
NI18-02, 6373,NI18-02 6373,14315,19208.419279323687,23058359.9700175,"-74.894,35.611,-74.841,35.654"
NI18-02, 6374,NI18-02 6374,14316,19208.38654607154,23058281.391250663,"-74.841,35.611,-74.788,35.654"
NI18-02, 6375,NI18-02 6375,14317,19208.342877455147,23058176.556301285,"-74.788,35.611,-74.735,35.654"
NI18-02, 6376,NI18-02 6376,14318,19208.288349139155,23058045.65086713,"-74.735,35.611,-74.682,35.654"
NI18-02, 6377,NI18-02 6377,14319,19208.222841629107,23057888.389848307,"-74.682,35.610,-74.629,35.654"
NI18-02, 6378,NI18-02 6378,14320,19208.14651826607,23057705.17027097,"-74.629,35.610,-74.576,35.654"
NI18-02, 6379,NI18-02 6379,14321,19208.05914007262,23057495.408293903,"-74.576,35.610,-74.523,35.653"
NI18-02, 6413,NI18-02 6413,14322,14918.668655344762,12092534.186640218,"-75.401,35.567,-75.371,35.610"
NI18-02, 6414,NI18-02 6414,14323,19208.21779448496,23057888.876788974,"-75.371,35.567,-75.318,35.611"
NI18-02, 6415,NI18-02 6415,14324,19208.283363285587,23058045.705312178,"-75.318,35.567,-75.265,35.611"
NI18-02, 6416,NI18-02 6416,14325,19208.337758184007,23058176.28828633,"-75.265,35.567,-75.212,35.611"
NI18-02, 6417,NI18-02 6417,14326,19208.381369423958,23058280.98418447,"-75.212,35.567,-75.159,35.611"
NI18-02, 6418,NI18-02 6418,14327,19208.41428465774,23058360.001810968,"-75.159,35.568,-75.106,35.611"
NI18-02, 6419,NI18-02 6419,14328,19208.436057786486,23058412.27156516,"-75.106,35.568,-75.053,35.611"
NI18-02, 6420,NI18-02 6420,14329,19208.44689595317,23058438.28910438,"-75.053,35.568,-75.000,35.611"
NI18-02, 6421,NI18-02 6421,14330,19208.446950445705,23058438.419007294,"-75.000,35.568,-74.947,35.611"
NI18-02, 6422,NI18-02 6422,14331,19208.436157647964,23058412.51229206,"-74.947,35.568,-74.894,35.611"
NI18-02, 6423,NI18-02 6423,14332,19208.414298367046,23058360.03150372,"-74.894,35.568,-74.841,35.611"
NI18-02, 6424,NI18-02 6424,14333,19208.381623615172,23058281.592266057,"-74.841,35.567,-74.788,35.611"
NI18-02, 6425,NI18-02 6425,14334,19208.337774922293,23058176.325334728,"-74.788,35.567,-74.735,35.611"
NI18-02, 6426,NI18-02 6426,14335,19208.28342538968,23058045.853152476,"-74.735,35.567,-74.682,35.611"
NI18-02, 6427,NI18-02 6427,14336,19208.21790192428,23057888.553668596,"-74.682,35.567,-74.629,35.611"
NI18-02, 6428,NI18-02 6428,14337,19208.141563003213,23057705.29661599,"-74.629,35.567,-74.576,35.610"
NI18-02, 6429,NI18-02 6429,14338,19208.054081913142,23057495.287520736,"-74.576,35.567,-74.523,35.610"
NI18-02, 6463,NI18-02 6463,14339,15576.704141023234,13945987.656134605,"-75.407,35.524,-75.371,35.567"
NI18-02, 6464,NI18-02 6464,14340,19208.212826651492,23057890.332024302,"-75.371,35.524,-75.318,35.567"
NI18-02, 6465,NI18-02 6465,14341,19208.278135729724,23058045.35242174,"-75.318,35.524,-75.265,35.567"
NI18-02, 6466,NI18-02 6466,14342,19208.332781071782,23058176.53264211,"-75.265,35.524,-75.212,35.567"
NI18-02, 6467,NI18-02 6467,14343,19208.3766431675,23058281.828624714,"-75.212,35.524,-75.159,35.568"
NI18-02, 6468,NI18-02 6468,14344,19208.40925608155,23058360.12071912,"-75.159,35.524,-75.106,35.568"
NI18-02, 6469,NI18-02 6469,14345,19208.431010075994,23058412.344024364,"-75.106,35.524,-75.053,35.568"
NI18-02, 6470,NI18-02 6470,14346,19208.441905161068,23058438.498458542,"-75.053,35.524,-75.000,35.568"
NI18-02, 6471,NI18-02 6471,14347,19208.441941338653,23058438.589076176,"-75.000,35.524,-74.947,35.568"
NI18-02, 6472,NI18-02 6472,14348,19208.431118598422,23058412.607517816,"-74.947,35.524,-74.894,35.568"
NI18-02, 6473,NI18-02 6473,14349,19208.409166170106,23058359.905308623,"-74.894,35.524,-74.841,35.568"
NI18-02, 6474,NI18-02 6474,14350,19208.37635483034,23058281.13942638,"-74.841,35.524,-74.788,35.568"
NI18-02, 6475,NI18-02 6475,14351,19208.332760226986,23058176.48391539,"-74.788,35.524,-74.735,35.567"
NI18-02, 6476,NI18-02 6476,14352,19208.278155419,23058045.398595974,"-74.735,35.524,-74.682,35.567"
NI18-02, 6477,NI18-02 6477,14353,19208.21264784382,23057888.140675277,"-74.682,35.524,-74.629,35.567"
NI18-02, 6478,NI18-02 6478,14354,19208.13640084696,23057705.100053325,"-74.629,35.524,-74.576,35.567"
NI18-02, 6513,NI18-02 6513,14355,17235.004147432635,18263658.701982338,"-75.417,35.480,-75.370,35.524"
NI18-02, 6514,NI18-02 6514,14356,19208.20766390618,23057886.94104162,"-75.371,35.481,-75.317,35.524"
NI18-02, 6515,NI18-02 6515,14357,19208.27302782941,23058045.453430366,"-75.318,35.481,-75.265,35.524"
NI18-02, 6516,NI18-02 6516,14358,19208.327640781376,23058176.561063007,"-75.265,35.481,-75.212,35.524"
NI18-02, 6517,NI18-02 6517,14359,19208.371287748563,23058281.340814702,"-75.212,35.481,-75.159,35.524"
NI18-02, 6518,NI18-02 6518,14360,19208.40395674037,23058359.764476147,"-75.159,35.481,-75.106,35.524"
NI18-02, 6519,NI18-02 6519,14361,19208.425962377485,23058412.59309995,"-75.106,35.481,-75.053,35.524"
NI18-02, 6520,NI18-02 6520,14362,19208.436719238656,23058438.413578145,"-75.053,35.481,-75.000,35.524"
NI18-02, 6521,NI18-02 6521,14363,19208.436888402663,23058438.823065873,"-75.000,35.481,-74.947,35.524"
NI18-02, 6522,NI18-02 6522,14364,19208.425808775817,23058412.224335644,"-74.947,35.481,-74.894,35.524"
NI18-02, 6523,NI18-02 6523,14365,19208.40399015559,23058359.848188184,"-74.894,35.481,-74.841,35.524"
NI18-02, 6524,NI18-02 6524,14366,19208.371313039526,23058281.3991711,"-74.841,35.481,-74.788,35.524"
NI18-02, 6525,NI18-02 6525,14367,19208.32777741877,23058176.887601566,"-74.788,35.481,-74.735,35.524"
NI18-02, 6526,NI18-02 6526,14368,19208.27311252536,23058045.65365869,"-74.735,35.481,-74.682,35.524"
NI18-02, 6527,NI18-02 6527,14369,19208.20770864616,23057888.646127507,"-74.683,35.481,-74.629,35.524"
NI18-02, 6528,NI18-02 6528,14370,19208.131207282917,23057704.997790784,"-74.630,35.480,-74.576,35.524"
NI18-02, 6563,NI18-02 6563,14371,18460.298982187982,21377320.82629276,"-75.421,35.437,-75.370,35.481"
NI18-02, 6564,NI18-02 6564,14372,19208.202381931325,23057885.754791416,"-75.370,35.437,-75.317,35.481"
NI18-02, 6565,NI18-02 6565,14373,19208.26780063109,23058045.440787777,"-75.317,35.437,-75.264,35.481"
NI18-02, 6566,NI18-02 6566,14374,19208.32246877355,23058176.67777981,"-75.265,35.438,-75.212,35.481"
NI18-02, 6567,NI18-02 6567,14375,19208.36617136234,23058281.593014576,"-75.212,35.438,-75.159,35.481"
NI18-02, 6568,NI18-02 6568,14376,19208.398701259175,23058359.683780417,"-75.159,35.438,-75.106,35.481"
NI18-02, 6569,NI18-02 6569,14377,19208.42060006241,23058412.25538784,"-75.106,35.438,-75.053,35.481"
NI18-02, 6570,NI18-02 6570,14378,19208.43153332044,23058438.49985689,"-75.053,35.438,-75.000,35.481"
NI18-02, 6571,NI18-02 6571,14379,19208.43152083501,23058438.47024033,"-75.000,35.438,-74.947,35.481"
NI18-02, 6572,NI18-02 6572,14380,19208.420618465185,23058412.297666978,"-74.947,35.438,-74.894,35.481"
NI18-02, 6573,NI18-02 6573,14381,19208.398933679622,23058360.240624912,"-74.894,35.438,-74.841,35.481"
NI18-02, 6574,NI18-02 6574,14382,19208.36612003443,23058281.46701297,"-74.841,35.438,-74.788,35.481"
NI18-02, 6575,NI18-02 6575,14383,19208.322404473365,23058176.52569101,"-74.788,35.438,-74.735,35.481"
NI18-02, 6576,NI18-02 6576,14384,19208.267679563927,23058045.151586346,"-74.736,35.437,-74.683,35.481"
NI18-02, 6577,NI18-02 6577,14385,19208.20229170239,23057888.180777483,"-74.683,35.437,-74.630,35.481"
NI18-02, 6612,NI18-02 6612,14386,3927.3906726086257,116872.63798404517,"-75.425,35.394,-75.423,35.411"
NI18-02, 6613,NI18-02 6613,14387,19030.04327965746,22859625.110709418,"-75.423,35.394,-75.370,35.437"
NI18-02, 6614,NI18-02 6614,14388,19208.1970683451,23057885.916691594,"-75.370,35.394,-75.317,35.437"
NI18-02, 6615,NI18-02 6615,14389,19208.262617409757,23058045.696771894,"-75.317,35.394,-75.264,35.438"
NI18-02, 6616,NI18-02 6616,14390,19208.317145559362,23058176.60039211,"-75.264,35.394,-75.211,35.438"
NI18-02, 6617,NI18-02 6617,14391,19208.36074042739,23058281.25639797,"-75.212,35.394,-75.159,35.438"
NI18-02, 6618,NI18-02 6618,14392,19208.393672793743,23058360.311355032,"-75.159,35.394,-75.106,35.438"
NI18-02, 6619,NI18-02 6619,14393,19208.415357255704,23058412.363681838,"-75.106,35.395,-75.053,35.438"
NI18-02, 6620,NI18-02 6620,14394,19208.426303562224,23058438.645697325,"-75.053,35.395,-75.000,35.438"
NI18-02, 6621,NI18-02 6621,14395,19208.426272762088,23058438.57167137,"-75.000,35.395,-74.947,35.438"
NI18-02, 6622,NI18-02 6622,14396,19208.415308677206,23058412.249620836,"-74.947,35.395,-74.894,35.438"
NI18-02, 6623,NI18-02 6623,14397,19208.393638250658,23058360.23018893,"-74.894,35.394,-74.841,35.438"
NI18-02, 6624,NI18-02 6624,14398,19208.36068811391,23058281.126985982,"-74.841,35.394,-74.788,35.438"
NI18-02, 6625,NI18-02 6625,14399,19208.317107280807,23058176.50889638,"-74.789,35.394,-74.736,35.438"
NI18-02, 6626,NI18-02 6626,14400,19208.262637038697,23058045.74762083,"-74.736,35.394,-74.683,35.438"
NI18-02, 6627,NI18-02 6627,14401,19208.197038391314,23057888.26955262,"-74.683,35.394,-74.630,35.437"
NI18-02, 6662,NI18-02 6662,14402,11268.37338969757,3450572.537277431,"-75.437,35.350,-75.423,35.394"
NI18-02, 6663,NI18-02 6663,14403,19208.115413631418,23057715.25705664,"-75.423,35.351,-75.370,35.394"
NI18-02, 6664,NI18-02 6664,14404,19208.191667409166,23057875.671724834,"-75.370,35.351,-75.317,35.394"
NI18-02, 6665,NI18-02 6665,14405,19208.257075953534,23058045.262694493,"-75.317,35.351,-75.264,35.394"
NI18-02, 6666,NI18-02 6666,14406,19208.311778654075,23058176.580672856,"-75.264,35.351,-75.211,35.394"
NI18-02, 6667,NI18-02 6667,14407,19208.355429045587,23058281.366898827,"-75.211,35.351,-75.158,35.394"
NI18-02, 6668,NI18-02 6668,14408,19208.388178425725,23058359.987699892,"-75.159,35.351,-75.106,35.395"
NI18-02, 6669,NI18-02 6669,14409,19208.40984366559,23058411.99519506,"-75.106,35.351,-75.053,35.395"
NI18-02, 6670,NI18-02 6670,14410,19208.420803023822,23058438.304642193,"-75.053,35.351,-75.000,35.395"
NI18-02, 6671,NI18-02 6671,14411,19208.421024688512,23058438.839830637,"-75.000,35.351,-74.947,35.395"
NI18-02, 6672,NI18-02 6672,14412,19208.40987941597,23058412.07983165,"-74.947,35.351,-74.894,35.395"
NI18-02, 6673,NI18-02 6673,14413,19208.388191573267,23058360.01824526,"-74.894,35.351,-74.841,35.395"
NI18-02, 6674,NI18-02 6674,14414,19208.355375774045,23058281.237295274,"-74.842,35.351,-74.789,35.394"
NI18-02, 6675,NI18-02 6675,14415,19208.31177843961,23058176.579318076,"-74.789,35.351,-74.736,35.394"
NI18-02, 6676,NI18-02 6676,14416,19208.257280064743,23058045.752816804,"-74.736,35.351,-74.683,35.394"
NI18-02, 6677,NI18-02 6677,14417,19208.191817070525,23057888.60223891,"-74.683,35.351,-74.630,35.394"
NI18-02, 6712,NI18-02 6712,14418,13379.672367862939,8526525.058330324,"-75.448,35.307,-75.422,35.351"
NI18-02, 6713,NI18-02 6713,14419,19208.109927016114,23057715.187398817,"-75.423,35.307,-75.370,35.351"
NI18-02, 6714,NI18-02 6714,14420,19208.186473789327,23057888.80037351,"-75.370,35.307,-75.317,35.351"
NI18-02, 6715,NI18-02 6715,14421,19208.251893096665,23058045.84244307,"-75.317,35.308,-75.264,35.351"
NI18-02, 6716,NI18-02 6716,14422,19208.306411868136,23058176.720677096,"-75.264,35.308,-75.211,35.351"
NI18-02, 6717,NI18-02 6717,14423,19208.350117732938,23058281.642022144,"-75.211,35.308,-75.158,35.351"
NI18-02, 6718,NI18-02 6718,14424,19208.382727926466,23058359.926482048,"-75.158,35.308,-75.106,35.351"
NI18-02, 6719,NI18-02 6719,14425,19208.40440574165,23058411.965285514,"-75.106,35.308,-75.053,35.351"
NI18-02, 6720,NI18-02 6720,14426,19208.415497622147,23058438.592463065,"-75.053,35.308,-75.000,35.351"
NI18-02, 6721,NI18-02 6721,14427,19208.415581483197,23058438.794759877,"-75.000,35.308,-74.947,35.351"
NI18-02, 6722,NI18-02 6722,14428,19208.40464529847,23058412.538945924,"-74.947,35.308,-74.894,35.351"
NI18-02, 6723,NI18-02 6723,14429,19208.382701087503,23058359.85830585,"-74.894,35.308,-74.842,35.351"
NI18-02, 6724,NI18-02 6724,14430,19208.350019651545,23058281.407869417,"-74.842,35.308,-74.789,35.351"
NI18-02, 6725,NI18-02 6725,14431,19208.30636200069,23058176.600721993,"-74.789,35.308,-74.736,35.351"
NI18-02, 6726,NI18-02 6726,14432,19208.251847631866,23058045.735588275,"-74.736,35.308,-74.683,35.351"
NI18-02, 6762,NI18-02 6762,14433,15066.057976754219,12833945.326054163,"-75.456,35.264,-75.422,35.307"
NI18-02, 6763,NI18-02 6763,14434,19208.104245570412,23057708.76716704,"-75.422,35.264,-75.369,35.307"
NI18-02, 6764,NI18-02 6764,14435,19208.180802542538,23057888.376827165,"-75.370,35.264,-75.317,35.308"
NI18-02, 6765,NI18-02 6765,14436,19208.24608119269,23058045.07892452,"-75.317,35.264,-75.264,35.308"
NI18-02, 6766,NI18-02 6766,14437,19208.3007305778,23058176.27015849,"-75.264,35.264,-75.211,35.308"
NI18-02, 6767,NI18-02 6767,14438,19208.344567540065,23058281.505700804,"-75.211,35.265,-75.158,35.308"
NI18-02, 6768,NI18-02 6768,14439,19208.377233636194,23058359.91817318,"-75.158,35.265,-75.106,35.308"
NI18-02, 6769,NI18-02 6769,14440,19208.39904349067,23058412.273524113,"-75.106,35.265,-75.053,35.308"
NI18-02, 6770,NI18-02 6770,14441,19208.41007273958,23058438.753954425,"-75.053,35.265,-75.000,35.308"
NI18-02, 6771,NI18-02 6771,14442,19208.41001879124,23058438.62336453,"-75.000,35.265,-74.947,35.308"
NI18-02, 6772,NI18-02 6772,14443,19208.398901431094,23058411.934682794,"-74.947,35.265,-74.894,35.308"
NI18-02, 6773,NI18-02 6773,14444,19208.377134997998,23058359.68463394,"-74.894,35.265,-74.842,35.308"
NI18-02, 6774,NI18-02 6774,14445,19208.344587957723,23058281.5515616,"-74.842,35.265,-74.789,35.308"
NI18-02, 6775,NI18-02 6775,14446,19208.300870045794,23058176.600415185,"-74.789,35.264,-74.736,35.308"
NI18-02, 6776,NI18-02 6776,14447,19208.246220241857,23058045.413357146,"-74.736,35.264,-74.683,35.308"
NI18-02, 6812,NI18-02 6812,14448,16819.60181795021,16640419.379220719,"-75.466,35.221,-75.422,35.264"
NI18-02, 6813,NI18-02 6813,14449,19208.09875961133,23057703.927750126,"-75.422,35.221,-75.369,35.264"
NI18-02, 6814,NI18-02 6814,14450,19208.175370498706,23057888.67423237,"-75.369,35.221,-75.316,35.264"
NI18-02, 6815,NI18-02 6815,14451,19208.24070356481,23058045.50882519,"-75.317,35.221,-75.264,35.264"
NI18-02, 6816,NI18-02 6816,14452,19208.29528836607,23058176.543518025,"-75.264,35.221,-75.211,35.265"
NI18-02, 6817,NI18-02 6817,14453,19208.339061237923,23058281.625486866,"-75.211,35.221,-75.158,35.265"
NI18-02, 6818,NI18-02 6818,14454,19208.371544243015,23058359.600316525,"-75.158,35.221,-75.105,35.265"
NI18-02, 6819,NI18-02 6819,14455,19208.393410458084,23058412.092992157,"-75.106,35.221,-75.053,35.265"
NI18-02, 6820,NI18-02 6820,14456,19208.404452718067,23058438.60261989,"-75.053,35.221,-75.000,35.265"
NI18-02, 6821,NI18-02 6821,14457,19208.404412263364,23058438.502445463,"-75.000,35.221,-74.947,35.265"
NI18-02, 6822,NI18-02 6822,14458,19208.39351605533,23058412.344381362,"-74.947,35.221,-74.894,35.265"
NI18-02, 6823,NI18-02 6823,14459,19208.371764079144,23058360.130277686,"-74.895,35.221,-74.842,35.265"
NI18-02, 6824,NI18-02 6824,14460,19208.33891735158,23058281.27827434,"-74.842,35.221,-74.789,35.265"
NI18-02, 6825,NI18-02 6825,14461,19208.29518307518,23058176.292596027,"-74.789,35.221,-74.736,35.265"
NI18-02, 6859,NI18-02 6859,14462,7781.210495602514,1616082.0098732735,"-75.618,35.177,-75.580,35.184"
NI18-02, 6860,NI18-02 6860,14463,3323.7068570233205,549222.5442277708,"-75.580,35.177,-75.568,35.184"
NI18-02, 6861,NI18-02 6861,14464,4650.060502534004,801285.2876079013,"-75.488,35.177,-75.474,35.191"
NI18-02, 6862,NI18-02 6862,14465,18544.288365647106,21279202.36616661,"-75.475,35.177,-75.422,35.221"
NI18-02, 6863,NI18-02 6863,14466,19208.093122603386,23057695.579199318,"-75.422,35.177,-75.369,35.221"
