HUC12,VALUE_0,VALUE_1,VALUE_25,VALUE_50,VALUE_100,VALUE_200,VALUE_300,VALUE_400,VALUE_500,VALUE_600,VALUE_700,VALUE_800,VALUE_900,VALUE_950,VALUE_975,VALUE_1000,UrbArea,PixelArea60m,PercentUrb
031101010504,355770000.0,3520800.0,486000.0,838800.0,730800.0,846000.0,648000.0,550800.0,417600.0,532800.0,392400.0,316800.0,169200.0,115200.0,86400.0,3686400.0,9320850.0,369108000.0,0.02525236516141617
031101010503,169300800.0,9345600.0,1432800.0,2192400.0,2077200.0,2844000.0,1958400.0,1850400.0,1533600.0,1609200.0,1296000.0,1224000.0,1152000.0,666000.0,464400.0,19342800.0,36679050.0,218289600.0,0.16802930602282473
031102050804,75265200.0,1004400.0,457200.0,759600.0,802800.0,910800.0,763200.0,507600.0,536400.0,453600.0,500400.0,529200.0,626400.0,612000.0,356400.0,9054000.0,13608900.0,93139200.0,0.14611355905998763
031102050805,171043200.0,3916800.0,154800.0,259200.0,320400.0,309600.0,244800.0,190800.0,183600.0,190800.0,129600.0,79200.0,25200.0,10800.0,0.0,536400.0,5107050.0,177595200.0,0.028756689369982973
031101020903,194374800.0,1587600.0,86400.0,151200.0,111600.0,180000.0,93600.0,115200.0,86400.0,129600.0,129600.0,57600.0,21600.0,43200.0,3600.0,334800.0,2375190.0,197506800.0,0.01202586442593369
031102050803,85248000.0,4276800.0,810000.0,1753200.0,1389600.0,1530000.0,1015200.0,1040400.0,806400.0,781200.0,867600.0,763200.0,968400.0,799200.0,424800.0,14104800.0,23789970.0,116578800.0,0.2040677207176605
031102050802,55861200.0,5562000.0,1335600.0,2628000.0,1533600.0,1839600.0,1447200.0,1252800.0,1173600.0,1083600.0,1148400.0,1371600.0,1724400.0,1548000.0,1022400.0,38505600.0,52846470.0,119037600.0,0.4439477106393274
031102050704,51001200.0,13438800.0,759600.0,1166400.0,1159200.0,1605600.0,1170000.0,1108800.0,1051200.0,957600.0,1116000.0,1134000.0,1494000.0,1382400.0,975600.0,55688400.0,76833720.0,135208800.0,0.5682597582405879
031101020906,173001600.0,1918800.0,597600.0,932400.0,748800.0,1134000.0,878400.0,662400.0,745200.0,604800.0,594000.0,453600.0,540000.0,554400.0,374400.0,8121600.0,13824000.0,191862000.0,0.07205178722206586
031300110704,485834400.0,15472800.0,752400.0,1515600.0,1447200.0,1440000.0,928800.0,892800.0,838800.0,961200.0,705600.0,514800.0,306000.0,205200.0,140400.0,2664000.0,21808980.0,514620000.0,0.0423788037775446
031101020905,360392400.0,2822400.0,511200.0,824400.0,820800.0,1047600.0,712800.0,615600.0,522000.0,493200.0,428400.0,334800.0,410400.0,205200.0,172800.0,3445200.0,8930700.0,373759200.0,0.023894261331894973
031102050703,30567600.0,4176000.0,255600.0,471600.0,478800.0,622800.0,446400.0,424800.0,327600.0,342000.0,396000.0,518400.0,694800.0,702000.0,460800.0,24120000.0,31604670.0,65005200.0,0.4861867973639032
031300110706,256381200.0,284400.0,3600.0,18000.0,7200.0,14400.0,10800.0,10800.0,10800.0,10800.0,10800.0,7200.0,0.0,0.0,0.0,126000.0,447750.0,256896000.0,0.001742923206278027
031101020904,101718000.0,1760400.0,248400.0,536400.0,522000.0,680400.0,381600.0,370800.0,237600.0,270000.0,212400.0,154800.0,158400.0,126000.0,72000.0,2062800.0,5193090.0,109512000.0,0.047420282708744245
031102050702,19612800.0,8211600.0,525600.0,1033200.0,968400.0,1270800.0,1022400.0,824400.0,795600.0,835200.0,817200.0,986400.0,1332000.0,1220400.0,1026000.0,37886400.0,52768890.0,78368400.0,0.6733439753778309
031101020804,41252400.0,626400.0,496800.0,630000.0,583200.0,712800.0,504000.0,471600.0,442800.0,352800.0,334800.0,230400.0,237600.0,187200.0,104400.0,2458800.0,5015070.0,49626000.0,0.10105730866884295
031101010201,112982400.0,3675600.0,1152000.0,1663200.0,1638000.0,1548000.0,1191600.0,921600.0,900000.0,946800.0,932400.0,993600.0,1472400.0,1206000.0,842400.0,22528800.0,33273720.0,154594800.0,0.21523181892275808
031300110703,59353200.0,6930000.0,1026000.0,1756800.0,1375200.0,1832400.0,1206000.0,950400.0,903600.0,874800.0,763200.0,554400.0,522000.0,432000.0,266400.0,6213600.0,17597430.0,84960000.0,0.2071260593220339
031300110705,113670000.0,1400400.0,68400.0,104400.0,93600.0,90000.0,68400.0,57600.0,54000.0,46800.0,32400.0,21600.0,0.0,0.0,0.0,104400.0,1677690.0,115812000.0,0.01448632266086416
031300110804,459190800.0,16491600.0,392400.0,468000.0,583200.0,738000.0,590400.0,644400.0,590400.0,669600.0,561600.0,291600.0,252000.0,248400.0,118800.0,3862800.0,22930380.0,485694000.0,0.04721157766000815
