HUC12,VALUE_0,VALUE_1,VALUE_2,VALUE_3,VALUE_4,VALUE_5
030300020206,240000.0,0.0,40000.0,280000.0,200000.0,0.0
030401011003,360000.0,0.0,0.0,0.0,9560000.0,0.0
030300020202,4160000.0,0.0,0.0,960000.0,22480000.0,0.0
030300020402,40000.0,0.0,0.0,0.0,2240000.0,0.0
030202010402,6440000.0,5840000.0,3160000.0,1920000.0,40000.0,24600000.0
030202010503,5080000.0,7120000.0,6760000.0,10160000.0,58800000.0,5120000.0
030201010501,0.0,0.0,0.0,440000.0,2240000.0,0.0
030202010203,9520000.0,11960000.0,10040000.0,15120000.0,10680000.0,7640000.0
030202010201,560000.0,2480000.0,2760000.0,4240000.0,240000.0,1600000.0
030201010502,2160000.0,1080000.0,1120000.0,3400000.0,21520000.0,280000.0
030401010704,1360000.0,0.0,0.0,0.0,27640000.0,0.0
030101030108,40000.0,0.0,0.0,320000.0,1720000.0,0.0
030202010501,8200000.0,10280000.0,12240000.0,18160000.0,18080000.0,4280000.0
030300020401,80000.0,0.0,0.0,0.0,960000.0,0.0
030101030501,1520000.0,0.0,0.0,40000.0,20840000.0,0.0
030300020205,13960000.0,680000.0,1240000.0,1720000.0,14240000.0,80000.0
030101030502,80000.0,0.0,0.0,0.0,1600000.0,0.0
030300020203,4440000.0,0.0,0.0,40000.0,46600000.0,0.0
030101030306,3360000.0,40000.0,40000.0,1040000.0,44560000.0,0.0
030202010104,1240000.0,12520000.0,5600000.0,3120000.0,0.0,26000000.0
030201010304,6160000.0,1680000.0,3920000.0,9320000.0,41920000.0,280000.0
030201010303,2360000.0,2160000.0,4120000.0,12720000.0,18280000.0,440000.0
030401010806,8920000.0,0.0,0.0,0.0,31680000.0,0.0
030401010902,1440000.0,0.0,0.0,0.0,27400000.0,0.0
030201010801,80000.0,0.0,0.0,0.0,1280000.0,0.0
030201010204,360000.0,680000.0,1040000.0,2680000.0,3640000.0,160000.0
030202010401,0.0,2080000.0,1480000.0,2240000.0,1120000.0,13720000.0
030201010106,1480000.0,0.0,0.0,0.0,20320000.0,0.0
030202010102,40000.0,0.0,0.0,0.0,5440000.0,0.0
030401010901,9560000.0,0.0,0.0,0.0,85880000.0,0.0
030401010807,16040000.0,0.0,0.0,0.0,26600000.0,0.0
030401010703,2160000.0,0.0,0.0,0.0,12080000.0,0.0
030101030106,0.0,0.0,0.0,0.0,1640000.0,0.0
030101030504,2360000.0,0.0,0.0,880000.0,34280000.0,0.0
030101030503,2760000.0,560000.0,1080000.0,2920000.0,18760000.0,160000.0
030201010301,280000.0,0.0,0.0,0.0,14200000.0,0.0
030101030305,3760000.0,0.0,120000.0,1720000.0,34720000.0,0.0
030201010702,360000.0,0.0,0.0,0.0,3400000.0,0.0
030101040104,4160000.0,0.0,120000.0,1560000.0,44520000.0,0.0
030101030904,10480000.0,3920000.0,4840000.0,9400000.0,28800000.0,3320000.0
030101040103,4160000.0,0.0,0.0,0.0,17600000.0,0.0
030201010302,1880000.0,40000.0,160000.0,840000.0,33640000.0,0.0
030201010105,480000.0,0.0,40000.0,1400000.0,20760000.0,0.0
030101040504,0.0,0.0,0.0,0.0,520000.0,0.0
030101030409,4800000.0,3800000.0,5320000.0,10080000.0,4200000.0,3600000.0
030401010804,1200000.0,0.0,0.0,0.0,33880000.0,0.0
030202010101,8640000.0,0.0,0.0,0.0,60280000.0,0.0
030202010103,520000.0,0.0,0.0,0.0,10960000.0,0.0
030201010703,160000.0,0.0,0.0,0.0,4680000.0,0.0
030201010203,5200000.0,0.0,0.0,0.0,64880000.0,0.0
030101030901,9000000.0,0.0,0.0,280000.0,66560000.0,0.0
030201010202,12320000.0,0.0,0.0,0.0,59760000.0,0.0
030201010104,640000.0,0.0,0.0,680000.0,15480000.0,0.0
030401010805,3520000.0,0.0,0.0,0.0,34920000.0,0.0
030101030408,480000.0,0.0,0.0,0.0,11120000.0,0.0
030201010201,18120000.0,1720000.0,2000000.0,4840000.0,78840000.0,1040000.0
030401010802,200000.0,0.0,0.0,0.0,14160000.0,0.0
030401010803,19520000.0,0.0,0.0,0.0,29640000.0,0.0
030201010701,15520000.0,0.0,0.0,0.0,65480000.0,0.0
030201020101,0.0,0.0,0.0,0.0,120000.0,0.0
030101030505,13760000.0,0.0,0.0,0.0,112320000.0,0.0
030401010801,680000.0,0.0,0.0,0.0,23120000.0,0.0
030101030905,1800000.0,0.0,0.0,0.0,27040000.0,0.0
030101040505,240000.0,0.0,0.0,0.0,13360000.0,0.0
030101040107,0.0,0.0,0.0,160000.0,720000.0,0.0
030101040604,560000.0,0.0,0.0,0.0,29040000.0,0.0
050500010603,0.0,0.0,0.0,0.0,520000.0,0.0
030101040105,2480000.0,600000.0,1120000.0,3320000.0,40720000.0,80000.0
030101030102,160000.0,0.0,0.0,0.0,1200000.0,0.0
030101030802,5640000.0,1240000.0,1120000.0,2800000.0,61160000.0,640000.0
030101040602,11840000.0,0.0,0.0,0.0,83840000.0,0.0
030101040507,40000.0,0.0,0.0,0.0,2240000.0,0.0
030101030906,12720000.0,600000.0,880000.0,2080000.0,31760000.0,360000.0
030101030903,1560000.0,0.0,0.0,0.0,37000000.0,0.0
030101020801,0.0,0.0,0.0,0.0,3920000.0,0.0
030101021002,12680000.0,6320000.0,5240000.0,8800000.0,27600000.0,4960000.0
030101030902,5040000.0,0.0,0.0,0.0,43720000.0,0.0
030101030807,12720000.0,0.0,0.0,480000.0,69680000.0,0.0
030101021001,3000000.0,2240000.0,2400000.0,4080000.0,7520000.0,1080000.0
030201020301,1200000.0,0.0,0.0,40000.0,14840000.0,0.0
030101040601,160000.0,0.0,0.0,0.0,2160000.0,0.0
030101030406,760000.0,0.0,0.0,200000.0,8440000.0,0.0
030101040102,31920000.0,0.0,320000.0,2440000.0,39120000.0,0.0
030101030407,240000.0,0.0,0.0,280000.0,11000000.0,0.0
030101030803,16480000.0,2120000.0,4160000.0,10160000.0,19440000.0,880000.0
030101030405,280000.0,600000.0,920000.0,2600000.0,4240000.0,80000.0
030101030806,5720000.0,800000.0,1520000.0,6120000.0,29800000.0,120000.0
030201020401,440000.0,0.0,0.0,0.0,13200000.0,0.0
030101040603,320000.0,0.0,0.0,0.0,12160000.0,0.0
030101040605,80000.0,0.0,0.0,0.0,3400000.0,0.0
030101040109,6200000.0,0.0,0.0,1800000.0,47800000.0,0.0
030101040301,360000.0,1440000.0,2400000.0,5000000.0,9560000.0,480000.0
030101070104,4200000.0,1040000.0,2120000.0,4240000.0,30600000.0,320000.0
030101031004,10360000.0,1720000.0,1880000.0,4440000.0,49960000.0,960000.0
030101040302,40000.0,0.0,0.0,0.0,0.0,0.0
030101031003,6760000.0,0.0,400000.0,2280000.0,50160000.0,0.0
030101020902,240000.0,0.0,0.0,0.0,3840000.0,0.0
030101060403,40000.0,0.0,0.0,0.0,3040000.0,0.0
030101040608,0.0,0.0,0.0,0.0,80000.0,0.0
030101030702,9560000.0,5400000.0,7600000.0,12800000.0,50280000.0,6880000.0
030101040101,16520000.0,2040000.0,3760000.0,12000000.0,59000000.0,680000.0
030101070102,12440000.0,0.0,0.0,1840000.0,21520000.0,0.0
030101030606,520000.0,5600000.0,2680000.0,960000.0,0.0,33640000.0
030101030805,960000.0,440000.0,1000000.0,3720000.0,26600000.0,40000.0
030101030801,39120000.0,8040000.0,11200000.0,26080000.0,50240000.0,4840000.0
030101040403,3720000.0,800000.0,1280000.0,3360000.0,13480000.0,280000.0
030101030804,1440000.0,0.0,160000.0,2600000.0,19840000.0,0.0
030101060404,480000.0,0.0,0.0,0.0,4280000.0,0.0
030101030703,6040000.0,320000.0,880000.0,6200000.0,33520000.0,0.0
030101040402,600000.0,2280000.0,2680000.0,2200000.0,560000.0,2760000.0
030101070101,160000.0,0.0,0.0,0.0,0.0,0.0
030101040305,200000.0,0.0,0.0,0.0,5520000.0,0.0
030101040404,15280000.0,4400000.0,4760000.0,11800000.0,13200000.0,3320000.0
030101050103,1520000.0,0.0,0.0,0.0,30680000.0,0.0
030101040401,840000.0,280000.0,680000.0,2880000.0,27160000.0,0.0
030101030701,40000.0,3440000.0,4040000.0,3640000.0,520000.0,3640000.0
030101050301,1040000.0,0.0,0.0,0.0,28600000.0,0.0
030101030605,0.0,360000.0,40000.0,0.0,0.0,1720000.0
030101060302,40000.0,2240000.0,1720000.0,3280000.0,2120000.0,2920000.0
030101060304,80000.0,1600000.0,1480000.0,2720000.0,3560000.0,1320000.0
030101010803,1320000.0,1560000.0,2800000.0,6040000.0,360000.0,680000.0
030101050401,840000.0,2080000.0,2640000.0,5640000.0,11840000.0,3200000.0
030101060203,3120000.0,240000.0,560000.0,1280000.0,24720000.0,0.0
030101050403,3880000.0,7480000.0,8600000.0,14680000.0,18840000.0,2840000.0
030101010801,960000.0,3520000.0,5240000.0,12680000.0,11640000.0,2560000.0
030102040403,2040000.0,120000.0,920000.0,3080000.0,28640000.0,0.0
030101060202,2920000.0,960000.0,1320000.0,2760000.0,39840000.0,480000.0
030101020702,3280000.0,0.0,40000.0,2200000.0,28360000.0,0.0
030101020904,2400000.0,2320000.0,2680000.0,4200000.0,13680000.0,2760000.0
030101010802,12760000.0,2560000.0,3560000.0,6720000.0,61200000.0,4000000.0
030101060101,240000.0,0.0,0.0,0.0,13880000.0,0.0
030102040404,440000.0,720000.0,1320000.0,4080000.0,27560000.0,120000.0
030101050402,360000.0,120000.0,920000.0,3360000.0,7600000.0,0.0
030102040402,5680000.0,0.0,0.0,0.0,59240000.0,0.0
030102040601,800000.0,400000.0,920000.0,3040000.0,6960000.0,40000.0
030102040103,0.0,0.0,0.0,0.0,1960000.0,0.0
030101020701,240000.0,0.0,0.0,0.0,16800000.0,0.0
030101010503,4320000.0,3880000.0,6720000.0,20640000.0,62280000.0,3160000.0
030101010601,160000.0,0.0,0.0,0.0,7000000.0,0.0
030102040102,840000.0,0.0,0.0,0.0,30320000.0,0.0
030101010501,0.0,40000.0,440000.0,1080000.0,0.0,0.0
030102040602,760000.0,0.0,0.0,160000.0,21720000.0,0.0
030102040501,2560000.0,200000.0,760000.0,2960000.0,31760000.0,0.0
030101010504,2560000.0,2560000.0,5320000.0,12680000.0,56680000.0,760000.0
030102040302,2120000.0,0.0,0.0,0.0,20280000.0,0.0
030102040502,4120000.0,2200000.0,3400000.0,9160000.0,23000000.0,1640000.0
030102040401,2040000.0,0.0,0.0,0.0,17960000.0,0.0
030101011304,4080000.0,840000.0,2200000.0,6840000.0,22600000.0,200000.0
030101010602,40000.0,0.0,0.0,0.0,4600000.0,0.0
030102010304,640000.0,0.0,0.0,0.0,7920000.0,0.0
030101011303,1720000.0,1040000.0,920000.0,1800000.0,35920000.0,280000.0
030101011305,9440000.0,1000000.0,1760000.0,4720000.0,24080000.0,360000.0
030101011203,0.0,0.0,0.0,0.0,280000.0,0.0
030101020101,1160000.0,4400000.0,3720000.0,5960000.0,9400000.0,5680000.0
030102010201,0.0,520000.0,800000.0,1560000.0,200000.0,40000.0
030101010701,5560000.0,2840000.0,6000000.0,11240000.0,18760000.0,840000.0
030101011503,0.0,400000.0,640000.0,1280000.0,3400000.0,200000.0
030102010104,0.0,80000.0,80000.0,80000.0,0.0,40000.0
030101010702,1440000.0,720000.0,1720000.0,3680000.0,16480000.0,120000.0
030101010404,91000000.0,10080000.0,6520000.0,8680000.0,7200000.0,15520000.0
030101011505,1000000.0,280000.0,880000.0,3360000.0,23280000.0,0.0
030102010202,4760000.0,4160000.0,4320000.0,5920000.0,2400000.0,8120000.0
030101011405,2120000.0,2040000.0,3000000.0,8720000.0,8920000.0,840000.0
030101020102,80000.0,1280000.0,680000.0,0.0,0.0,1120000.0
030101011102,240000.0,800000.0,1520000.0,3400000.0,6240000.0,280000.0
030102010106,1480000.0,320000.0,520000.0,1520000.0,32960000.0,40000.0
030101011501,2840000.0,160000.0,600000.0,3160000.0,13440000.0,0.0
030102010204,960000.0,2240000.0,1240000.0,1120000.0,0.0,6920000.0
030101011103,3160000.0,1600000.0,1920000.0,5560000.0,33960000.0,840000.0
030102010101,80000.0,160000.0,800000.0,1880000.0,0.0,0.0
030101011502,13040000.0,2400000.0,4360000.0,11280000.0,26840000.0,1240000.0
030101011406,19400000.0,2520000.0,4200000.0,12200000.0,49480000.0,1720000.0
030101011504,8680000.0,1600000.0,3040000.0,10160000.0,39920000.0,1160000.0
030102010105,3880000.0,2840000.0,3760000.0,7640000.0,48120000.0,2160000.0
030102010702,760000.0,2360000.0,2000000.0,2080000.0,920000.0,2840000.0
030101011404,1240000.0,0.0,0.0,0.0,8080000.0,0.0
030101011101,3360000.0,2680000.0,3120000.0,8680000.0,34240000.0,6640000.0
030102020103,40000.0,0.0,0.0,0.0,1920000.0,0.0
030102010701,6880000.0,4680000.0,7320000.0,17280000.0,24200000.0,3200000.0
030101011401,2400000.0,5600000.0,5480000.0,10040000.0,18760000.0,4040000.0
030101011403,10720000.0,4240000.0,4960000.0,10520000.0,60280000.0,4320000.0
030102020101,800000.0,40000.0,200000.0,1600000.0,840000.0,0.0
020802070805,40000.0,0.0,0.0,0.0,1640000.0,0.0
030102020102,3080000.0,0.0,0.0,280000.0,720000.0,0.0
020802071001,9960000.0,1400000.0,1280000.0,2840000.0,4880000.0,1560000.0
030101010405,10040000.0,6880000.0,7080000.0,9560000.0,16960000.0,5280000.0
020802030306,1160000.0,560000.0,1800000.0,3480000.0,5560000.0,40000.0
020802070702,2080000.0,320000.0,640000.0,2320000.0,6960000.0,0.0
020802070701,3560000.0,0.0,0.0,560000.0,10240000.0,0.0
020802070305,160000.0,1000000.0,1160000.0,1360000.0,760000.0,640000.0
020802030304,7880000.0,0.0,0.0,680000.0,3360000.0,0.0
020802030303,3560000.0,1200000.0,1840000.0,3400000.0,4760000.0,1200000.0
020802070501,1080000.0,0.0,0.0,0.0,7200000.0,0.0
020802030305,200000.0,0.0,0.0,280000.0,3200000.0,0.0
020802070806,80000.0,0.0,0.0,0.0,2600000.0,0.0
020802060201,0.0,0.0,0.0,0.0,0.0,40000.0
030701011307,880000.0,0.0,0.0,1360000.0,11280000.0,0.0
030701030505,6200000.0,3160000.0,6360000.0,18440000.0,21360000.0,600000.0
030701030407,40360000.0,2760000.0,3480000.0,4360000.0,8600000.0,12680000.0
030701030504,13880000.0,0.0,0.0,600000.0,49680000.0,0.0
030701030406,64720000.0,360000.0,640000.0,3000000.0,23800000.0,200000.0
030601031007,3720000.0,0.0,0.0,0.0,49160000.0,0.0
031300010809,14800000.0,40000.0,360000.0,440000.0,17400000.0,0.0
031300010807,4800000.0,0.0,0.0,0.0,8960000.0,0.0
031300010808,21080000.0,0.0,560000.0,1360000.0,23520000.0,0.0
030601030101,10760000.0,6560000.0,7520000.0,14640000.0,22600000.0,2880000.0
030601030313,0.0,600000.0,600000.0,1160000.0,2880000.0,1360000.0
030601030611,1440000.0,0.0,160000.0,1240000.0,6280000.0,0.0
030601030310,1120000.0,0.0,0.0,0.0,13560000.0,0.0
030601030610,3880000.0,0.0,0.0,0.0,47880000.0,0.0
030601030103,520000.0,0.0,0.0,0.0,5000000.0,0.0
030601030311,1840000.0,0.0,0.0,0.0,25360000.0,0.0
030601030102,4800000.0,0.0,0.0,0.0,49360000.0,0.0
030601030309,11000000.0,280000.0,1600000.0,5960000.0,26800000.0,0.0
030601030612,40000.0,0.0,0.0,0.0,1040000.0,0.0
030601021305,14480000.0,0.0,0.0,0.0,27720000.0,0.0
030601021301,13880000.0,15040000.0,10440000.0,14200000.0,41560000.0,9280000.0
