UNIQUE,VALUE_0,VALUE_1,VALUE_2,VALUE_3
319,21640000.0,0.0,1360000.0,0.0
320,23080000.0,0.0,0.0,0.0
321,23080000.0,0.0,0.0,0.0
322,23000000.0,0.0,0.0,0.0
323,23080000.0,0.0,0.0,0.0
324,23080000.0,0.0,0.0,0.0
325,23080000.0,0.0,0.0,0.0
326,23040000.0,0.0,0.0,0.0
327,23040000.0,0.0,0.0,0.0
328,23040000.0,0.0,0.0,0.0
329,22680000.0,0.0,360000.0,0.0
330,23040000.0,0.0,0.0,0.0
331,22640000.0,0.0,480000.0,0.0
332,23000000.0,0.0,40000.0,0.0
333,22760000.0,0.0,280000.0,0.0
334,23040000.0,0.0,0.0,0.0
335,23080000.0,0.0,0.0,0.0
336,23080000.0,0.0,0.0,0.0
337,23040000.0,0.0,0.0,0.0
338,23000000.0,0.0,0.0,0.0
339,23120000.0,0.0,0.0,0.0
340,23080000.0,0.0,0.0,0.0
341,23040000.0,0.0,0.0,0.0
342,23040000.0,0.0,0.0,0.0
343,23040000.0,0.0,0.0,0.0
344,23080000.0,0.0,0.0,0.0
345,23080000.0,0.0,0.0,0.0
346,23000000.0,0.0,0.0,0.0
347,23120000.0,0.0,0.0,0.0
348,23040000.0,0.0,0.0,0.0
349,23040000.0,0.0,0.0,0.0
350,22400000.0,0.0,680000.0,0.0
351,23040000.0,0.0,0.0,0.0
352,23080000.0,0.0,0.0,0.0
353,23040000.0,0.0,0.0,0.0
354,23000000.0,0.0,0.0,0.0
355,23160000.0,0.0,0.0,0.0
356,23040000.0,0.0,0.0,0.0
357,23040000.0,0.0,0.0,0.0
358,23040000.0,0.0,0.0,0.0
359,23000000.0,0.0,0.0,0.0
360,23080000.0,0.0,0.0,0.0
361,23040000.0,0.0,0.0,0.0
362,23040000.0,0.0,0.0,0.0
363,23040000.0,0.0,0.0,0.0
364,23080000.0,0.0,0.0,0.0
365,23080000.0,0.0,0.0,0.0
366,22400000.0,0.0,680000.0,0.0
367,23080000.0,0.0,0.0,0.0
368,22560000.0,0.0,480000.0,0.0
369,23080000.0,0.0,0.0,0.0
370,23040000.0,0.0,0.0,0.0
371,23040000.0,0.0,0.0,0.0
372,23080000.0,0.0,0.0,0.0
373,23040000.0,0.0,0.0,0.0
374,23080000.0,0.0,0.0,0.0
375,23000000.0,0.0,0.0,0.0
376,23040000.0,0.0,0.0,0.0
377,23040000.0,0.0,0.0,0.0
378,23000000.0,0.0,0.0,0.0
379,23040000.0,0.0,0.0,0.0
380,23120000.0,0.0,0.0,0.0
381,23080000.0,0.0,0.0,0.0
382,23080000.0,0.0,0.0,0.0
383,23040000.0,0.0,0.0,0.0
384,23000000.0,0.0,0.0,0.0
385,23040000.0,0.0,0.0,0.0
386,23000000.0,0.0,0.0,0.0
387,22840000.0,0.0,320000.0,0.0
388,23040000.0,0.0,0.0,0.0
389,23000000.0,0.0,0.0,0.0
390,23080000.0,0.0,0.0,0.0
391,23080000.0,0.0,0.0,0.0
392,23080000.0,0.0,0.0,0.0
393,23080000.0,0.0,0.0,0.0
394,23040000.0,0.0,0.0,0.0
395,23080000.0,0.0,0.0,0.0
396,23080000.0,0.0,0.0,0.0
397,23040000.0,0.0,0.0,0.0
398,23040000.0,0.0,0.0,0.0
399,23040000.0,0.0,0.0,0.0
400,23040000.0,0.0,0.0,0.0
401,23120000.0,0.0,0.0,0.0
402,23040000.0,0.0,0.0,0.0
403,23040000.0,0.0,0.0,0.0
404,23160000.0,0.0,0.0,0.0
405,23000000.0,0.0,0.0,0.0
406,23040000.0,0.0,0.0,0.0
407,23080000.0,0.0,0.0,0.0
408,23080000.0,0.0,0.0,0.0
409,23040000.0,0.0,0.0,0.0
410,23040000.0,0.0,0.0,0.0
411,23040000.0,0.0,0.0,0.0
412,23120000.0,0.0,0.0,0.0
413,23040000.0,0.0,0.0,0.0
414,23040000.0,0.0,0.0,0.0
415,23080000.0,0.0,0.0,0.0
416,23040000.0,0.0,0.0,0.0
417,23120000.0,0.0,0.0,0.0
418,23080000.0,0.0,0.0,0.0
419,23040000.0,0.0,0.0,0.0
420,23040000.0,0.0,0.0,0.0
421,23040000.0,0.0,0.0,0.0
422,23040000.0,0.0,0.0,0.0
423,23000000.0,0.0,0.0,0.0
424,23000000.0,0.0,0.0,0.0
425,23160000.0,0.0,0.0,0.0
426,23040000.0,0.0,0.0,0.0
427,23000000.0,0.0,0.0,0.0
428,23040000.0,0.0,0.0,0.0
429,23080000.0,0.0,0.0,0.0
430,23080000.0,0.0,0.0,0.0
431,23080000.0,0.0,0.0,0.0
432,23040000.0,0.0,0.0,0.0
433,23080000.0,0.0,0.0,0.0
434,23080000.0,0.0,0.0,0.0
435,23000000.0,0.0,0.0,0.0
436,23040000.0,0.0,0.0,0.0
437,23040000.0,0.0,0.0,0.0
438,23080000.0,0.0,0.0,0.0
439,23040000.0,0.0,0.0,0.0
440,23000000.0,0.0,0.0,0.0
441,23080000.0,0.0,0.0,0.0
442,23000000.0,0.0,0.0,0.0
443,23040000.0,0.0,0.0,0.0
444,23160000.0,0.0,0.0,0.0
445,23000000.0,0.0,0.0,0.0
446,23080000.0,0.0,0.0,0.0
447,23000000.0,0.0,0.0,0.0
448,22600000.0,0.0,400000.0,0.0
449,23040000.0,0.0,0.0,0.0
450,23080000.0,0.0,0.0,0.0
451,23080000.0,0.0,0.0,0.0
452,23040000.0,0.0,0.0,0.0
453,23080000.0,0.0,0.0,0.0
454,23000000.0,0.0,0.0,0.0
455,23080000.0,0.0,0.0,0.0
456,23040000.0,0.0,0.0,0.0
457,23040000.0,0.0,0.0,0.0
458,23040000.0,0.0,0.0,0.0
459,23040000.0,0.0,0.0,0.0
460,23080000.0,0.0,0.0,0.0
461,23040000.0,0.0,0.0,0.0
462,23080000.0,0.0,0.0,0.0
463,23000000.0,0.0,0.0,0.0
464,23040000.0,0.0,0.0,0.0
465,23000000.0,0.0,160000.0,0.0
466,22960000.0,0.0,0.0,0.0
467,23040000.0,0.0,0.0,0.0
468,23080000.0,0.0,0.0,0.0
469,23000000.0,0.0,0.0,0.0
470,23040000.0,0.0,0.0,0.0
471,23080000.0,0.0,0.0,0.0
472,23000000.0,0.0,0.0,0.0
473,23080000.0,0.0,0.0,0.0
474,22920000.0,0.0,80000.0,0.0
475,23040000.0,0.0,0.0,0.0
476,23040000.0,0.0,0.0,0.0
477,23040000.0,0.0,0.0,0.0
478,23160000.0,0.0,0.0,0.0
479,23000000.0,0.0,0.0,0.0
480,23080000.0,0.0,0.0,0.0
481,23040000.0,0.0,0.0,0.0
482,23040000.0,0.0,0.0,0.0
483,23040000.0,0.0,0.0,0.0
484,23040000.0,0.0,0.0,0.0
485,23040000.0,0.0,0.0,0.0
486,23080000.0,0.0,0.0,0.0
487,23040000.0,0.0,0.0,0.0
488,23080000.0,0.0,0.0,0.0
489,22960000.0,0.0,0.0,0.0
490,23040000.0,0.0,0.0,0.0
491,23120000.0,0.0,0.0,0.0
492,23000000.0,0.0,0.0,0.0
493,23040000.0,0.0,0.0,0.0
494,23120000.0,0.0,0.0,0.0
495,23040000.0,0.0,0.0,0.0
496,23080000.0,0.0,0.0,0.0
497,23000000.0,0.0,0.0,0.0
498,23080000.0,0.0,0.0,0.0
499,23040000.0,0.0,0.0,0.0
500,23080000.0,0.0,0.0,0.0
501,23000000.0,0.0,0.0,0.0
502,23080000.0,0.0,0.0,0.0
503,23000000.0,0.0,0.0,0.0
504,23040000.0,0.0,0.0,0.0
505,23120000.0,0.0,0.0,0.0
506,23080000.0,0.0,0.0,0.0
507,22640000.0,0.0,360000.0,0.0
508,23080000.0,0.0,0.0,0.0
509,23040000.0,0.0,0.0,0.0
510,23040000.0,0.0,0.0,0.0
511,23080000.0,0.0,0.0,0.0
512,22960000.0,0.0,0.0,0.0
513,23000000.0,0.0,0.0,0.0
514,23080000.0,0.0,0.0,0.0
515,22920000.0,0.0,0.0,0.0
516,23080000.0,0.0,0.0,0.0
517,23040000.0,0.0,0.0,0.0
518,23000000.0,0.0,0.0,0.0
519,23080000.0,0.0,0.0,0.0
520,22960000.0,0.0,0.0,0.0
521,23080000.0,0.0,0.0,0.0
522,23000000.0,0.0,0.0,0.0
523,23000000.0,0.0,0.0,0.0
524,23000000.0,0.0,0.0,0.0
525,23080000.0,0.0,0.0,0.0
526,22960000.0,0.0,0.0,0.0
527,10480000.0,0.0,0.0,0.0
528,23000000.0,0.0,0.0,0.0
529,23040000.0,0.0,0.0,0.0
530,23040000.0,0.0,0.0,0.0
531,23080000.0,0.0,0.0,0.0
532,23000000.0,0.0,0.0,0.0
533,22920000.0,0.0,0.0,0.0
534,23160000.0,0.0,0.0,0.0
535,22960000.0,0.0,0.0,0.0
536,23040000.0,0.0,0.0,0.0
537,23040000.0,0.0,0.0,0.0
538,22920000.0,0.0,0.0,0.0
539,23160000.0,0.0,0.0,0.0
540,22960000.0,0.0,0.0,0.0
541,23040000.0,0.0,0.0,0.0
542,23000000.0,0.0,0.0,0.0
543,23000000.0,0.0,0.0,0.0
544,23040000.0,0.0,0.0,0.0
545,23040000.0,0.0,0.0,0.0
546,11200000.0,0.0,0.0,0.0
547,23040000.0,0.0,0.0,0.0
548,23040000.0,0.0,0.0,0.0
549,20640000.0,0.0,2440000.0,0.0
550,23040000.0,0.0,0.0,0.0
551,23000000.0,0.0,0.0,0.0
552,23120000.0,0.0,0.0,0.0
553,22920000.0,0.0,0.0,0.0
554,23120000.0,0.0,0.0,0.0
555,23000000.0,0.0,0.0,0.0
556,23080000.0,0.0,0.0,0.0
557,23000000.0,0.0,0.0,0.0
558,23000000.0,0.0,0.0,0.0
559,23080000.0,0.0,0.0,0.0
560,22920000.0,0.0,0.0,0.0
561,23040000.0,0.0,0.0,0.0
562,23080000.0,0.0,0.0,0.0
563,23000000.0,0.0,0.0,0.0
564,23040000.0,0.0,0.0,0.0
565,22960000.0,0.0,0.0,0.0
566,23000000.0,0.0,0.0,0.0
567,11760000.0,0.0,0.0,0.0
568,23000000.0,0.0,0.0,0.0
569,20440000.0,0.0,2600000.0,0.0
570,23040000.0,0.0,0.0,0.0
571,23040000.0,0.0,0.0,0.0
572,23000000.0,0.0,0.0,0.0
573,23080000.0,0.0,0.0,0.0
574,22960000.0,0.0,0.0,0.0
575,23040000.0,0.0,0.0,0.0
576,23000000.0,0.0,0.0,0.0
577,20720000.0,0.0,2360000.0,0.0
578,22880000.0,0.0,160000.0,0.0
579,22960000.0,0.0,0.0,0.0
580,23040000.0,0.0,0.0,0.0
581,23000000.0,0.0,0.0,0.0
582,23040000.0,0.0,0.0,0.0
583,23040000.0,0.0,0.0,0.0
584,23000000.0,0.0,0.0,0.0
585,23080000.0,0.0,0.0,0.0
586,22920000.0,0.0,0.0,0.0
587,12440000.0,0.0,0.0,0.0
588,23040000.0,0.0,0.0,0.0
589,23000000.0,0.0,0.0,0.0
590,23000000.0,0.0,0.0,0.0
591,23080000.0,0.0,0.0,0.0
592,23080000.0,0.0,0.0,0.0
593,23000000.0,0.0,0.0,0.0
594,23080000.0,0.0,0.0,0.0
595,22960000.0,0.0,0.0,0.0
596,23040000.0,0.0,0.0,0.0
597,20160000.0,0.0,2800000.0,0.0
598,23000000.0,0.0,0.0,0.0
599,23080000.0,0.0,0.0,0.0
600,23000000.0,0.0,0.0,0.0
601,23080000.0,0.0,0.0,0.0
602,22960000.0,0.0,0.0,0.0
603,23000000.0,0.0,0.0,0.0
604,23080000.0,0.0,0.0,0.0
605,22920000.0,0.0,0.0,0.0
606,23160000.0,0.0,0.0,0.0
607,12960000.0,0.0,0.0,0.0
608,23000000.0,0.0,0.0,0.0
609,23080000.0,0.0,0.0,0.0
610,23040000.0,0.0,0.0,0.0
611,23000000.0,0.0,0.0,0.0
612,23000000.0,0.0,0.0,0.0
613,23080000.0,0.0,0.0,0.0
614,23040000.0,0.0,0.0,0.0
615,23040000.0,0.0,0.0,0.0
616,23000000.0,0.0,0.0,0.0
617,23040000.0,0.0,0.0,0.0
618,23000000.0,0.0,0.0,0.0
619,23040000.0,0.0,0.0,0.0
620,23080000.0,0.0,0.0,0.0
621,23000000.0,0.0,0.0,0.0
622,23000000.0,0.0,0.0,0.0
623,23040000.0,0.0,0.0,0.0
624,22960000.0,0.0,0.0,0.0
625,23080000.0,0.0,0.0,0.0
626,22960000.0,0.0,0.0,0.0
627,13600000.0,0.0,0.0,0.0
628,23120000.0,0.0,0.0,0.0
629,23000000.0,0.0,0.0,0.0
630,23000000.0,0.0,0.0,0.0
631,23080000.0,0.0,0.0,0.0
632,22960000.0,0.0,0.0,0.0
633,23040000.0,0.0,0.0,0.0
634,23040000.0,0.0,0.0,0.0
635,23040000.0,0.0,0.0,0.0
636,23080000.0,0.0,0.0,0.0
637,23000000.0,0.0,0.0,0.0
638,23040000.0,0.0,0.0,0.0
639,23000000.0,0.0,0.0,0.0
640,22960000.0,0.0,0.0,0.0
641,23080000.0,0.0,0.0,0.0
642,23040000.0,0.0,0.0,0.0
643,23040000.0,0.0,0.0,0.0
644,23000000.0,0.0,0.0,0.0
645,22960000.0,0.0,0.0,0.0
646,23040000.0,0.0,0.0,0.0
647,14320000.0,0.0,0.0,0.0
648,23040000.0,0.0,0.0,0.0
649,23000000.0,0.0,0.0,0.0
650,23120000.0,0.0,0.0,0.0
651,23000000.0,0.0,0.0,0.0
652,23080000.0,0.0,0.0,0.0
653,22960000.0,0.0,0.0,0.0
654,23040000.0,0.0,0.0,0.0
655,23040000.0,0.0,0.0,0.0
656,23040000.0,0.0,0.0,0.0
657,23000000.0,0.0,0.0,0.0
658,23040000.0,0.0,0.0,0.0
659,23000000.0,0.0,0.0,0.0
660,23040000.0,0.0,0.0,0.0
661,22960000.0,0.0,0.0,0.0
662,23040000.0,0.0,0.0,0.0
663,23000000.0,0.0,0.0,0.0
664,23040000.0,0.0,0.0,0.0
665,22960000.0,0.0,0.0,0.0
666,23080000.0,0.0,0.0,0.0
667,14800000.0,0.0,0.0,0.0
668,23000000.0,0.0,0.0,0.0
669,23040000.0,0.0,0.0,0.0
670,23000000.0,0.0,0.0,0.0
671,23080000.0,0.0,0.0,0.0
672,23000000.0,0.0,0.0,0.0
673,23120000.0,0.0,0.0,0.0
674,22920000.0,0.0,0.0,0.0
675,23080000.0,0.0,0.0,0.0
676,22960000.0,0.0,0.0,0.0
677,23080000.0,0.0,0.0,0.0
678,23040000.0,0.0,0.0,0.0
679,23080000.0,0.0,0.0,0.0
680,22960000.0,0.0,0.0,0.0
681,23080000.0,0.0,0.0,0.0
682,22920000.0,0.0,0.0,0.0
683,23120000.0,0.0,0.0,0.0
684,22920000.0,0.0,0.0,0.0
685,23200000.0,0.0,0.0,0.0
686,22880000.0,0.0,0.0,0.0
687,15560000.0,0.0,0.0,0.0
688,23080000.0,0.0,0.0,0.0
