UNIQUE,VALUE_0,VALUE_1,VALUE_2,VALUE_3
2635,23080000.0,0.0,0.0,0.0
2636,23080000.0,0.0,0.0,0.0
2637,22960000.0,0.0,0.0,0.0
2638,13520000.0,0.0,0.0,0.0
2655,19200000.0,0.0,0.0,0.0
2656,23000000.0,0.0,0.0,0.0
2657,23000000.0,0.0,0.0,0.0
2658,23080000.0,0.0,0.0,0.0
2659,23000000.0,0.0,0.0,0.0
2660,23040000.0,0.0,0.0,0.0
2661,23040000.0,0.0,0.0,0.0
2662,22960000.0,0.0,0.0,0.0
2663,23080000.0,0.0,0.0,0.0
2664,22960000.0,0.0,0.0,0.0
2665,23040000.0,0.0,0.0,0.0
2666,23080000.0,0.0,0.0,0.0
2667,23040000.0,0.0,0.0,0.0
2668,23000000.0,0.0,0.0,0.0
2669,23040000.0,0.0,0.0,0.0
2670,23000000.0,0.0,0.0,0.0
2671,23040000.0,0.0,0.0,0.0
2672,8400000.0,0.0,0.0,0.0
2687,19840000.0,0.0,0.0,0.0
2688,23040000.0,0.0,0.0,0.0
2689,23080000.0,0.0,0.0,0.0
2690,22920000.0,0.0,0.0,0.0
2691,23080000.0,0.0,0.0,0.0
2692,23000000.0,0.0,0.0,0.0
2693,23000000.0,0.0,0.0,0.0
2694,23080000.0,0.0,0.0,0.0
2695,22960000.0,0.0,0.0,0.0
2696,23120000.0,0.0,0.0,0.0
2697,23000000.0,0.0,0.0,0.0
2698,22960000.0,0.0,0.0,0.0
2699,23080000.0,0.0,0.0,0.0
2700,23040000.0,0.0,0.0,0.0
2701,22960000.0,0.0,0.0,0.0
2702,23120000.0,0.0,0.0,0.0
2703,23080000.0,0.0,0.0,0.0
2704,3240000.0,0.0,0.0,0.0
2716,20480000.0,0.0,0.0,0.0
2717,22960000.0,0.0,0.0,0.0
2718,23000000.0,0.0,0.0,0.0
2719,23080000.0,0.0,0.0,0.0
2720,23000000.0,0.0,0.0,0.0
2721,23000000.0,0.0,0.0,0.0
2722,22600000.0,0.0,480000.0,0.0
2723,22520000.0,0.0,440000.0,0.0
2724,23000000.0,0.0,0.0,0.0
2725,23080000.0,0.0,0.0,0.0
2726,23000000.0,0.0,0.0,0.0
2727,23040000.0,0.0,0.0,0.0
2728,23120000.0,0.0,0.0,0.0
2729,22960000.0,0.0,0.0,0.0
2730,23040000.0,0.0,0.0,0.0
2731,23040000.0,0.0,0.0,0.0
2732,21160000.0,0.0,0.0,0.0
2733,40000.0,0.0,0.0,0.0
2744,21000000.0,0.0,0.0,0.0
2745,23080000.0,0.0,0.0,0.0
2746,22960000.0,0.0,0.0,0.0
2747,23040000.0,0.0,0.0,0.0
2748,23000000.0,0.0,0.0,0.0
2749,23040000.0,0.0,0.0,0.0
2750,16760000.0,0.0,6200000.0,0.0
2751,19520000.0,0.0,3520000.0,0.0
2752,23080000.0,0.0,0.0,0.0
2753,22920000.0,0.0,0.0,0.0
2754,23080000.0,0.0,0.0,0.0
2755,23040000.0,0.0,0.0,0.0
2756,22880000.0,0.0,0.0,0.0
2757,23080000.0,0.0,0.0,0.0
2758,23120000.0,0.0,0.0,0.0
2759,22920000.0,0.0,0.0,0.0
2760,16160000.0,0.0,0.0,0.0
2771,21800000.0,0.0,0.0,0.0
2772,22960000.0,0.0,0.0,0.0
2773,23000000.0,0.0,0.0,0.0
2774,23040000.0,0.0,0.0,0.0
2775,23000000.0,0.0,0.0,0.0
2776,23040000.0,0.0,0.0,0.0
2777,23080000.0,0.0,0.0,0.0
2778,22960000.0,0.0,0.0,0.0
2779,23000000.0,0.0,0.0,0.0
2780,23080000.0,0.0,0.0,0.0
2781,22960000.0,0.0,0.0,0.0
2782,23080000.0,0.0,0.0,0.0
2783,23080000.0,0.0,0.0,0.0
2784,23000000.0,0.0,0.0,0.0
2785,23040000.0,0.0,0.0,0.0
2786,23000000.0,0.0,0.0,0.0
2787,19240000.0,0.0,0.0,0.0
2788,1400000.0,0.0,0.0,0.0
2797,22200000.0,0.0,0.0,0.0
2798,23040000.0,0.0,0.0,0.0
2799,23040000.0,0.0,0.0,0.0
2800,22960000.0,0.0,0.0,0.0
2801,23000000.0,0.0,0.0,0.0
2802,23040000.0,0.0,0.0,0.0
2803,22920000.0,0.0,0.0,0.0
2804,23120000.0,0.0,0.0,0.0
2805,23000000.0,0.0,0.0,0.0
2806,23040000.0,0.0,0.0,0.0
2807,23040000.0,0.0,0.0,0.0
2808,23040000.0,0.0,0.0,0.0
2809,23000000.0,0.0,0.0,0.0
2810,23040000.0,0.0,0.0,0.0
2811,23000000.0,0.0,0.0,0.0
2812,23120000.0,0.0,0.0,0.0
2813,23000000.0,0.0,0.0,0.0
2814,21680000.0,0.0,0.0,0.0
2815,9760000.0,0.0,0.0,0.0
2822,40000.0,0.0,0.0,0.0
2823,22920000.0,0.0,0.0,0.0
2824,23000000.0,0.0,0.0,0.0
2825,23000000.0,0.0,0.0,0.0
2826,23040000.0,0.0,0.0,0.0
2827,23040000.0,0.0,0.0,0.0
2828,23040000.0,0.0,0.0,0.0
2829,23040000.0,0.0,0.0,0.0
2830,23000000.0,0.0,0.0,0.0
2831,23000000.0,0.0,0.0,0.0
2832,22960000.0,0.0,0.0,0.0
2833,23120000.0,0.0,0.0,0.0
2834,22960000.0,0.0,0.0,0.0
2835,23040000.0,0.0,0.0,0.0
2836,23040000.0,0.0,0.0,0.0
2837,23040000.0,0.0,0.0,0.0
2838,22960000.0,0.0,0.0,0.0
2839,23040000.0,0.0,0.0,0.0
2840,23120000.0,0.0,0.0,0.0
2841,17600000.0,0.0,0.0,0.0
2847,480000.0,0.0,0.0,0.0
2848,23040000.0,0.0,0.0,0.0
2849,23000000.0,0.0,0.0,0.0
2850,23040000.0,0.0,0.0,0.0
2851,23000000.0,0.0,0.0,0.0
2852,23040000.0,0.0,0.0,0.0
2853,22960000.0,0.0,0.0,0.0
2854,23040000.0,0.0,0.0,0.0
2855,23040000.0,0.0,0.0,0.0
2856,23080000.0,0.0,0.0,0.0
2857,23040000.0,0.0,0.0,0.0
2858,22960000.0,0.0,0.0,0.0
2859,23080000.0,0.0,0.0,0.0
2860,23040000.0,0.0,0.0,0.0
2861,23000000.0,0.0,0.0,0.0
2862,23080000.0,0.0,0.0,0.0
2863,23040000.0,0.0,0.0,0.0
2864,23000000.0,0.0,0.0,0.0
2865,23040000.0,0.0,0.0,0.0
2866,17720000.0,0.0,0.0,0.0
2871,1120000.0,0.0,0.0,0.0
2872,23000000.0,0.0,0.0,0.0
2873,23040000.0,0.0,0.0,0.0
2874,23000000.0,0.0,0.0,0.0
2875,23000000.0,0.0,0.0,0.0
2876,23000000.0,0.0,0.0,0.0
2877,23080000.0,0.0,0.0,0.0
2878,23000000.0,0.0,0.0,0.0
2879,23040000.0,0.0,0.0,0.0
2880,22920000.0,0.0,0.0,0.0
2881,23080000.0,0.0,0.0,0.0
2882,23040000.0,0.0,0.0,0.0
2883,23040000.0,0.0,0.0,0.0
2884,23040000.0,0.0,0.0,0.0
2885,22960000.0,0.0,0.0,0.0
2886,23000000.0,0.0,0.0,0.0
2887,23080000.0,0.0,0.0,0.0
2888,23080000.0,0.0,0.0,0.0
2889,22960000.0,0.0,0.0,0.0
2890,22840000.0,0.0,0.0,0.0
2891,3880000.0,0.0,0.0,0.0
2894,1720000.0,0.0,0.0,0.0
2895,23040000.0,0.0,0.0,0.0
2896,22960000.0,0.0,0.0,0.0
2897,23000000.0,0.0,0.0,0.0
2898,23040000.0,0.0,0.0,0.0
2899,23040000.0,0.0,0.0,0.0
2900,22960000.0,0.0,0.0,0.0
2901,23080000.0,0.0,0.0,0.0
2902,23000000.0,0.0,0.0,0.0
2903,23120000.0,0.0,0.0,0.0
2904,22960000.0,0.0,0.0,0.0
2905,23000000.0,0.0,0.0,0.0
2906,23000000.0,0.0,0.0,0.0
2907,23000000.0,0.0,0.0,0.0
2908,23120000.0,0.0,0.0,0.0
2909,23080000.0,0.0,0.0,0.0
2910,22960000.0,0.0,0.0,0.0
2911,23040000.0,0.0,0.0,0.0
2912,23040000.0,0.0,0.0,0.0
2913,22960000.0,0.0,0.0,0.0
2914,16360000.0,0.0,0.0,0.0
2915,2320000.0,0.0,0.0,0.0
2916,23000000.0,0.0,0.0,0.0
2917,23080000.0,0.0,0.0,0.0
2918,22960000.0,0.0,0.0,0.0
2919,23080000.0,0.0,0.0,0.0
2920,23000000.0,0.0,0.0,0.0
2921,23040000.0,0.0,0.0,0.0
2922,23000000.0,0.0,0.0,0.0
2923,23040000.0,0.0,0.0,0.0
2924,22960000.0,0.0,0.0,0.0
2925,23040000.0,0.0,0.0,0.0
2926,23040000.0,0.0,0.0,0.0
2927,23080000.0,0.0,0.0,0.0
2928,23040000.0,0.0,0.0,0.0
2929,22960000.0,0.0,0.0,0.0
2930,23000000.0,0.0,0.0,0.0
2931,23040000.0,0.0,0.0,0.0
2932,23000000.0,0.0,0.0,0.0
2933,23080000.0,0.0,0.0,0.0
2934,23120000.0,0.0,0.0,0.0
2935,2960000.0,0.0,0.0,0.0
2936,23040000.0,0.0,0.0,0.0
2937,22960000.0,0.0,0.0,0.0
2938,23040000.0,0.0,0.0,0.0
2939,23000000.0,0.0,0.0,0.0
2940,23000000.0,0.0,0.0,0.0
2941,23000000.0,0.0,0.0,0.0
2942,23000000.0,0.0,0.0,0.0
2943,23040000.0,0.0,0.0,0.0
2944,23080000.0,0.0,0.0,0.0
2945,23000000.0,0.0,0.0,0.0
2946,23000000.0,0.0,0.0,0.0
2947,23000000.0,0.0,0.0,0.0
2948,23000000.0,0.0,0.0,0.0
2949,23080000.0,0.0,0.0,0.0
2950,23000000.0,0.0,0.0,0.0
2951,23120000.0,0.0,0.0,0.0
2952,23080000.0,0.0,0.0,0.0
2953,3560000.0,0.0,0.0,0.0
2954,23000000.0,0.0,0.0,0.0
2955,23040000.0,0.0,0.0,0.0
2956,23000000.0,0.0,0.0,0.0
2957,23040000.0,0.0,0.0,0.0
2958,23040000.0,0.0,0.0,0.0
2959,23040000.0,0.0,0.0,0.0
2960,23000000.0,0.0,0.0,0.0
2961,23000000.0,0.0,0.0,0.0
2962,23000000.0,0.0,0.0,0.0
2963,23000000.0,0.0,0.0,0.0
2964,23040000.0,0.0,0.0,0.0
2965,23080000.0,0.0,0.0,0.0
2966,23040000.0,0.0,0.0,0.0
2967,23040000.0,0.0,0.0,0.0
2968,23040000.0,0.0,0.0,0.0
2969,22960000.0,0.0,0.0,0.0
2970,4160000.0,0.0,0.0,0.0
2971,23000000.0,0.0,0.0,0.0
2972,22960000.0,0.0,0.0,0.0
2973,23080000.0,0.0,0.0,0.0
2974,22960000.0,0.0,0.0,0.0
2975,23000000.0,0.0,0.0,0.0
2976,23000000.0,0.0,0.0,0.0
2977,23040000.0,0.0,0.0,0.0
2978,23080000.0,0.0,0.0,0.0
2979,23040000.0,0.0,0.0,0.0
2980,23040000.0,0.0,0.0,0.0
2981,23040000.0,0.0,0.0,0.0
2982,22920000.0,0.0,0.0,0.0
2983,23120000.0,0.0,0.0,0.0
2984,22960000.0,0.0,0.0,0.0
2985,23080000.0,0.0,0.0,0.0
2986,4760000.0,0.0,0.0,0.0
2987,23000000.0,0.0,0.0,0.0
2988,23040000.0,0.0,0.0,0.0
2989,23000000.0,0.0,0.0,0.0
2990,23040000.0,0.0,0.0,0.0
2991,23080000.0,0.0,0.0,0.0
2992,23000000.0,0.0,0.0,0.0
2993,23000000.0,0.0,0.0,0.0
2994,23000000.0,0.0,0.0,0.0
2995,23040000.0,0.0,0.0,0.0
2996,23040000.0,0.0,0.0,0.0
2997,23000000.0,0.0,0.0,0.0
2998,23080000.0,0.0,0.0,0.0
2999,22960000.0,0.0,0.0,0.0
3000,23080000.0,0.0,0.0,0.0
3001,23040000.0,0.0,0.0,0.0
3002,5400000.0,0.0,0.0,0.0
3003,23000000.0,0.0,0.0,0.0
3004,23000000.0,0.0,0.0,0.0
3005,23040000.0,0.0,0.0,0.0
3006,22960000.0,0.0,0.0,0.0
3007,23000000.0,0.0,0.0,0.0
3008,23040000.0,0.0,0.0,0.0
3009,23080000.0,0.0,0.0,0.0
3010,23000000.0,0.0,0.0,0.0
3011,23000000.0,0.0,0.0,0.0
3012,23000000.0,0.0,0.0,0.0
3013,23040000.0,0.0,0.0,0.0
3014,23040000.0,0.0,0.0,0.0
3015,23080000.0,0.0,0.0,0.0
3016,22960000.0,0.0,0.0,0.0
3017,23040000.0,0.0,0.0,0.0
3018,4120000.0,0.0,0.0,0.0
3019,13240000.0,0.0,0.0,0.0
3020,20160000.0,0.0,0.0,0.0
3021,23040000.0,0.0,0.0,0.0
3022,23000000.0,0.0,0.0,0.0
3023,23080000.0,0.0,0.0,0.0
3024,23000000.0,0.0,0.0,0.0
3025,22960000.0,0.0,0.0,0.0
3026,18560000.0,0.0,0.0,0.0
3027,2000000.0,0.0,0.0,0.0
3028,10120000.0,0.0,0.0,0.0
3029,13720000.0,0.0,0.0,0.0
3030,22320000.0,0.0,0.0,0.0
3031,23040000.0,0.0,0.0,0.0
3032,23000000.0,0.0,0.0,0.0
3033,23040000.0,0.0,0.0,0.0
3034,23040000.0,0.0,0.0,0.0
3035,23040000.0,0.0,0.0,0.0
3036,23000000.0,0.0,0.0,0.0
3037,23040000.0,0.0,0.0,0.0
3038,22640000.0,0.0,320000.0,0.0
3039,18440000.0,0.0,0.0,0.0
3040,560000.0,0.0,0.0,0.0
3041,12160000.0,0.0,0.0,0.0
3042,22400000.0,0.0,0.0,0.0
3043,23040000.0,0.0,0.0,0.0
3044,22960000.0,0.0,0.0,0.0
3045,23040000.0,0.0,0.0,0.0
3046,23000000.0,0.0,0.0,0.0
3047,23080000.0,0.0,0.0,0.0
3048,22960000.0,0.0,0.0,0.0
3049,23040000.0,0.0,0.0,0.0
3050,23000000.0,0.0,0.0,0.0
3051,23080000.0,0.0,0.0,0.0
3052,23040000.0,0.0,0.0,0.0
3053,23000000.0,0.0,0.0,0.0
3054,20920000.0,0.0,0.0,0.0
3055,2320000.0,0.0,120000.0,0.0
3056,18320000.0,0.0,0.0,0.0
3057,23040000.0,0.0,0.0,0.0
3058,21560000.0,0.0,1440000.0,0.0
3059,23040000.0,0.0,40000.0,0.0
3060,23040000.0,0.0,0.0,0.0
3061,23040000.0,0.0,0.0,0.0
3062,23040000.0,0.0,0.0,0.0
3063,23000000.0,0.0,0.0,0.0
3064,23000000.0,0.0,0.0,0.0
3065,22960000.0,0.0,0.0,0.0
3066,23040000.0,0.0,0.0,0.0
3067,23040000.0,0.0,0.0,0.0
3068,23040000.0,0.0,0.0,0.0
3069,21480000.0,0.0,0.0,0.0
3070,2280000.0,0.0,0.0,0.0
3071,19560000.0,0.0,480000.0,0.0
3072,23040000.0,0.0,0.0,0.0
3073,23000000.0,0.0,0.0,0.0
3074,23000000.0,0.0,0.0,0.0
3075,23040000.0,0.0,0.0,0.0
3076,23040000.0,0.0,0.0,0.0
3077,23000000.0,0.0,0.0,0.0
3078,23000000.0,0.0,0.0,0.0
3079,23040000.0,0.0,0.0,0.0
3080,23080000.0,0.0,0.0,0.0
3081,23040000.0,0.0,0.0,0.0
3082,23000000.0,0.0,0.0,0.0
3083,23040000.0,0.0,0.0,0.0
3084,22960000.0,0.0,0.0,0.0
3085,23000000.0,0.0,0.0,0.0
3086,22200000.0,0.0,0.0,0.0
3087,23080000.0,0.0,0.0,0.0
3088,23040000.0,0.0,0.0,0.0
3089,23000000.0,0.0,0.0,0.0
3090,23080000.0,0.0,0.0,0.0
3091,23000000.0,0.0,0.0,0.0
3092,23000000.0,0.0,80000.0,0.0
3093,23000000.0,0.0,0.0,0.0
3094,23040000.0,0.0,0.0,0.0
3095,22960000.0,0.0,0.0,0.0
3096,23040000.0,0.0,0.0,0.0
3097,23040000.0,0.0,0.0,0.0
3098,23000000.0,0.0,40000.0,0.0
3099,22960000.0,0.0,80000.0,0.0
3100,23040000.0,0.0,0.0,0.0
3101,23040000.0,0.0,0.0,0.0
3102,200000.0,0.0,0.0,0.0
3103,22960000.0,0.0,0.0,0.0
3104,23080000.0,0.0,0.0,0.0
3105,23040000.0,0.0,0.0,0.0
3106,23040000.0,0.0,0.0,0.0
3107,23000000.0,0.0,0.0,0.0
3108,23080000.0,0.0,0.0,0.0
3109,23000000.0,0.0,0.0,0.0
3110,23080000.0,0.0,0.0,0.0
3111,23000000.0,0.0,0.0,0.0
3112,23000000.0,0.0,0.0,0.0
3113,23000000.0,0.0,0.0,0.0
3114,23040000.0,0.0,0.0,0.0
3115,22960000.0,0.0,0.0,0.0
3116,23000000.0,0.0,0.0,0.0
3117,21640000.0,0.0,1440000.0,0.0
3118,23000000.0,0.0,0.0,0.0
3119,23040000.0,0.0,0.0,0.0
3120,23040000.0,0.0,0.0,0.0
3121,23040000.0,0.0,0.0,0.0
3122,23040000.0,0.0,0.0,0.0
3123,23000000.0,0.0,0.0,0.0
3124,23000000.0,0.0,0.0,0.0
3125,23080000.0,0.0,0.0,0.0
3126,23040000.0,0.0,0.0,0.0
3127,23040000.0,0.0,0.0,0.0
3128,23040000.0,0.0,0.0,0.0
3129,23040000.0,0.0,0.0,0.0
3130,23080000.0,0.0,0.0,0.0
3131,23000000.0,0.0,0.0,0.0
3132,1800000.0,0.0,0.0,0.0
3133,22400000.0,0.0,720000.0,0.0
3134,23000000.0,0.0,0.0,0.0
3135,23040000.0,0.0,0.0,0.0
3136,23000000.0,0.0,0.0,0.0
3137,23080000.0,0.0,0.0,0.0
3138,23000000.0,0.0,0.0,0.0
3139,23080000.0,0.0,0.0,0.0
3140,23000000.0,0.0,0.0,0.0
3141,23000000.0,0.0,0.0,0.0
3142,23040000.0,0.0,0.0,0.0
3143,22960000.0,0.0,0.0,0.0
3144,23000000.0,0.0,0.0,0.0
3145,23000000.0,0.0,0.0,0.0
3146,17840000.0,0.0,5200000.0,0.0
3147,1360000.0,0.0,0.0,0.0
3148,23000000.0,0.0,0.0,0.0
3149,23040000.0,0.0,0.0,0.0
3150,23040000.0,0.0,0.0,0.0
3151,23040000.0,0.0,0.0,0.0
3152,23040000.0,0.0,0.0,0.0
3153,23000000.0,0.0,0.0,0.0
3154,23080000.0,0.0,0.0,0.0
3155,23000000.0,0.0,0.0,0.0
3156,23080000.0,0.0,0.0,0.0
3157,23000000.0,0.0,0.0,0.0
3158,11480000.0,0.0,0.0,0.0
3159,23040000.0,0.0,0.0,0.0
3160,23040000.0,0.0,0.0,0.0
3161,23040000.0,0.0,0.0,0.0
3162,23000000.0,0.0,0.0,0.0
3163,23040000.0,0.0,0.0,0.0
3164,23040000.0,0.0,0.0,0.0
3165,23080000.0,0.0,0.0,0.0
3166,23040000.0,0.0,0.0,0.0
3167,23000000.0,0.0,0.0,0.0
3168,23040000.0,0.0,0.0,0.0
3170,21240000.0,0.0,0.0,0.0
3171,23040000.0,0.0,0.0,0.0
3172,23000000.0,0.0,0.0,0.0
3173,23080000.0,0.0,0.0,0.0
3174,23040000.0,0.0,0.0,0.0
3175,23040000.0,0.0,0.0,0.0
3176,23000000.0,0.0,0.0,0.0
3177,23000000.0,0.0,0.0,0.0
3178,23080000.0,0.0,0.0,0.0
3179,23000000.0,0.0,0.0,0.0
3180,23040000.0,0.0,0.0,0.0
3181,320000.0,0.0,0.0,0.0
3182,22760000.0,0.0,0.0,0.0
3183,23080000.0,0.0,0.0,0.0
3184,23000000.0,0.0,0.0,0.0
3185,23040000.0,0.0,0.0,0.0
3186,23040000.0,0.0,0.0,0.0
3187,23080000.0,0.0,0.0,0.0
3188,23000000.0,0.0,0.0,0.0
3189,22920000.0,0.0,160000.0,0.0
3190,22960000.0,0.0,0.0,0.0
3191,23080000.0,0.0,0.0,0.0
3192,23000000.0,0.0,0.0,0.0
3193,7240000.0,0.0,120000.0,0.0
3194,22840000.0,0.0,200000.0,0.0
3195,23080000.0,0.0,0.0,0.0
3196,23000000.0,0.0,0.0,0.0
3197,23000000.0,0.0,0.0,0.0
3198,23040000.0,0.0,0.0,0.0
3199,22880000.0,0.0,120000.0,0.0
3200,23000000.0,0.0,0.0,0.0
3201,23000000.0,0.0,0.0,0.0
3202,23040000.0,0.0,0.0,0.0
3203,23040000.0,0.0,0.0,0.0
3204,6880000.0,0.0,0.0,0.0
3205,22400000.0,0.0,0.0,0.0
3206,23040000.0,0.0,0.0,0.0
3207,22680000.0,0.0,320000.0,0.0
3208,23040000.0,0.0,0.0,0.0
3209,23040000.0,0.0,0.0,0.0
3210,23080000.0,0.0,0.0,0.0
3211,23040000.0,0.0,0.0,0.0
3212,23000000.0,0.0,0.0,0.0
3213,15760000.0,0.0,0.0,0.0
3214,23080000.0,0.0,0.0,0.0
3215,22960000.0,0.0,40000.0,0.0
3216,23120000.0,0.0,0.0,0.0
3217,23000000.0,0.0,0.0,0.0
3218,23080000.0,0.0,0.0,0.0
3219,22960000.0,0.0,0.0,0.0
3220,23040000.0,0.0,40000.0,0.0
3221,23000000.0,0.0,0.0,0.0
3222,40000.0,0.0,0.0,0.0
3223,7480000.0,0.0,0.0,0.0
3224,21480000.0,0.0,0.0,0.0
3225,22520000.0,0.0,440000.0,0.0
3226,22960000.0,0.0,120000.0,0.0
3227,23040000.0,0.0,0.0,0.0
3228,23000000.0,0.0,0.0,0.0
3229,23040000.0,0.0,0.0,0.0
3230,11720000.0,0.0,0.0,0.0
3231,23040000.0,0.0,0.0,0.0
3232,23080000.0,0.0,0.0,0.0
3233,23000000.0,0.0,0.0,0.0
3234,23000000.0,0.0,0.0,0.0
3235,23080000.0,0.0,0.0,0.0
3236,23040000.0,0.0,0.0,0.0
3237,22880000.0,0.0,160000.0,0.0
3238,2560000.0,0.0,0.0,0.0
3239,13440000.0,0.0,0.0,0.0
3240,22680000.0,0.0,0.0,0.0
3241,23040000.0,0.0,0.0,0.0
3242,23080000.0,0.0,0.0,0.0
3243,22960000.0,0.0,0.0,0.0
3244,23080000.0,0.0,0.0,0.0
3245,23040000.0,0.0,0.0,0.0
3246,23080000.0,0.0,0.0,0.0
3247,23040000.0,0.0,0.0,0.0
3248,14080000.0,0.0,0.0,0.0
3249,23080000.0,0.0,0.0,0.0
3250,23040000.0,0.0,0.0,0.0
3251,23040000.0,0.0,0.0,0.0
3252,23000000.0,0.0,0.0,0.0
3253,22960000.0,0.0,40000.0,0.0
3254,23040000.0,0.0,0.0,0.0
3255,23040000.0,0.0,0.0,0.0
3257,800000.0,0.0,40000.0,0.0
3258,19520000.0,0.0,1520000.0,0.0
3259,23120000.0,0.0,0.0,0.0
3260,23000000.0,0.0,0.0,0.0
3261,23040000.0,0.0,0.0,0.0
3262,23040000.0,0.0,0.0,0.0
3263,22760000.0,0.0,280000.0,0.0
3264,840000.0,0.0,0.0,0.0
3265,11240000.0,0.0,0.0,0.0
3266,11440000.0,0.0,0.0,0.0
3267,320000.0,0.0,0.0,0.0
3268,680000.0,0.0,0.0,0.0
3269,11080000.0,0.0,0.0,0.0
3270,23040000.0,0.0,0.0,0.0
3271,3040000.0,0.0,0.0,0.0
3272,21040000.0,0.0,0.0,0.0
3273,22680000.0,0.0,80000.0,0.0
3274,23040000.0,0.0,0.0,0.0
3275,23040000.0,0.0,0.0,0.0
3276,1720000.0,0.0,0.0,0.0
3277,15920000.0,0.0,0.0,0.0
3278,22840000.0,0.0,200000.0,0.0
3279,23080000.0,0.0,0.0,0.0
3280,23000000.0,0.0,0.0,0.0
3281,23040000.0,0.0,0.0,0.0
3282,1080000.0,0.0,0.0,0.0
3283,17120000.0,0.0,0.0,0.0
3284,23000000.0,0.0,0.0,0.0
3285,22680000.0,0.0,400000.0,0.0
3286,22320000.0,0.0,720000.0,0.0
3287,23040000.0,0.0,0.0,0.0
3288,14840000.0,0.0,480000.0,0.0
3289,23120000.0,0.0,0.0,0.0
3290,23120000.0,0.0,0.0,0.0
3291,22960000.0,0.0,80000.0,0.0
3292,23040000.0,0.0,40000.0,0.0
3293,23080000.0,0.0,0.0,0.0
3294,480000.0,0.0,0.0,0.0
3295,20320000.0,0.0,0.0,0.0
3296,23040000.0,0.0,0.0,0.0
3297,23120000.0,0.0,0.0,0.0
3298,22600000.0,0.0,400000.0,0.0
3299,21600000.0,0.0,1520000.0,0.0
3300,22920000.0,0.0,120000.0,0.0
3301,22360000.0,0.0,680000.0,0.0
3302,22640000.0,0.0,440000.0,0.0
3303,3480000.0,0.0,0.0,0.0
3304,12960000.0,0.0,0.0,0.0
3305,18880000.0,0.0,0.0,0.0
3306,23000000.0,0.0,80000.0,0.0
3307,23080000.0,0.0,0.0,0.0
3308,23080000.0,0.0,0.0,0.0
3309,23040000.0,0.0,0.0,0.0
3310,23040000.0,0.0,0.0,0.0
3311,23080000.0,0.0,0.0,0.0
3312,22800000.0,0.0,240000.0,0.0
3313,840000.0,0.0,0.0,0.0
3314,20840000.0,0.0,0.0,0.0
3315,23080000.0,0.0,0.0,0.0
3316,23080000.0,0.0,0.0,0.0
3317,23040000.0,0.0,0.0,0.0
3318,23120000.0,0.0,0.0,0.0
3319,22960000.0,0.0,0.0,0.0
3320,23040000.0,0.0,0.0,0.0
3321,23080000.0,0.0,0.0,0.0
3322,23040000.0,0.0,0.0,0.0
3323,3480000.0,0.0,0.0,0.0
3324,14480000.0,0.0,0.0,0.0
3325,23040000.0,0.0,0.0,0.0
3326,23080000.0,0.0,0.0,0.0
3327,23040000.0,0.0,0.0,0.0
3328,23080000.0,0.0,0.0,0.0
3329,22960000.0,0.0,40000.0,0.0
3330,23000000.0,0.0,0.0,0.0
3331,23040000.0,0.0,0.0,0.0
3332,23040000.0,0.0,0.0,0.0
3333,23080000.0,0.0,0.0,0.0
3334,23040000.0,0.0,0.0,0.0
3335,23040000.0,0.0,0.0,0.0
3336,440000.0,0.0,0.0,0.0
3337,14200000.0,0.0,0.0,0.0
3338,22360000.0,0.0,0.0,0.0
3339,20280000.0,0.0,2800000.0,0.0
3340,23040000.0,0.0,0.0,0.0
3341,23080000.0,0.0,0.0,0.0
3342,23040000.0,0.0,0.0,0.0
3343,23080000.0,0.0,0.0,0.0
3344,22880000.0,0.0,160000.0,0.0
3345,23040000.0,0.0,0.0,0.0
3346,23160000.0,0.0,0.0,0.0
3347,22720000.0,0.0,280000.0,0.0
3348,23080000.0,0.0,0.0,0.0
3350,18360000.0,0.0,0.0,0.0
3351,22760000.0,0.0,280000.0,0.0
3352,21480000.0,120000.0,1480000.0,0.0
3353,21600000.0,40000.0,1400000.0,0.0
3354,23120000.0,0.0,0.0,0.0
3355,22600000.0,0.0,440000.0,0.0
3356,23040000.0,0.0,0.0,0.0
3357,22920000.0,0.0,120000.0,0.0
3358,22920000.0,0.0,200000.0,0.0
3359,23040000.0,0.0,0.0,0.0
3360,23080000.0,0.0,0.0,0.0
3361,23040000.0,0.0,0.0,0.0
3362,23080000.0,0.0,0.0,0.0
3363,23040000.0,0.0,0.0,0.0
3364,2480000.0,0.0,0.0,0.0
3365,22520000.0,0.0,0.0,0.0
3366,23120000.0,0.0,0.0,0.0
3367,23000000.0,0.0,0.0,0.0
3368,23040000.0,0.0,0.0,0.0
3369,22200000.0,0.0,880000.0,0.0
3370,21280000.0,0.0,1760000.0,0.0
3371,22480000.0,0.0,560000.0,0.0
3372,23080000.0,0.0,0.0,0.0
3373,23040000.0,0.0,0.0,0.0
3374,23080000.0,0.0,0.0,0.0
3375,23000000.0,0.0,40000.0,0.0
3376,23040000.0,0.0,0.0,0.0
3377,22640000.0,0.0,400000.0,0.0
3378,16760000.0,0.0,0.0,0.0
3379,22800000.0,160000.0,120000.0,0.0
3380,23080000.0,0.0,0.0,0.0
3381,23080000.0,0.0,0.0,0.0
3382,23080000.0,0.0,0.0,0.0
3383,23040000.0,0.0,0.0,0.0
3384,21720000.0,0.0,1360000.0,0.0
3385,23040000.0,0.0,0.0,0.0
