HUC12,VALUE_0,VALUE_1,VALUE_25,VALUE_50,VALUE_100,VALUE_200,VALUE_300,VALUE_400,VALUE_500,VALUE_600,VALUE_700,VALUE_800,VALUE_900,VALUE_950,VALUE_975,VALUE_1000,UrbArea,PixelArea60m,PercentUrb
031101010504,354855600.0,3520800.0,493200.0,853200.0,806400.0,900000.0,738000.0,561600.0,496800.0,511200.0,522000.0,396000.0,309600.0,100800.0,64800.0,3978000.0,9935370.0,369108000.0,0.0269172437335414
031101010503,165189600.0,9345600.0,1594800.0,2120400.0,2084400.0,2800800.0,2307600.0,1674000.0,1872000.0,1681200.0,1738800.0,1555200.0,1378800.0,774000.0,522000.0,21650400.0,40163580.0,218289600.0,0.18399218286166633
031102050804,72093600.0,1004400.0,478800.0,856800.0,788400.0,1051200.0,702000.0,720000.0,543600.0,525600.0,561600.0,640800.0,799200.0,640800.0,388800.0,11343600.0,16390530.0,93139200.0,0.17597885745207173
031102050805,170643600.0,3916800.0,230400.0,302400.0,291600.0,403200.0,273600.0,176400.0,194400.0,205200.0,226800.0,100800.0,61200.0,18000.0,7200.0,543600.0,5282640.0,177595200.0,0.02974539852428444
031101020903,194241600.0,1587600.0,75600.0,169200.0,144000.0,187200.0,118800.0,79200.0,122400.0,86400.0,136800.0,100800.0,50400.0,36000.0,14400.0,356400.0,2456550.0,197506800.0,0.01243779960993748
031102050803,81878400.0,4276800.0,928800.0,1864800.0,1443600.0,1699200.0,1216800.0,990000.0,972000.0,900000.0,792000.0,784800.0,896400.0,655200.0,482400.0,16797600.0,26543880.0,116578800.0,0.2276904548682951
031102050802,48139200.0,5562000.0,1526400.0,2664000.0,1479600.0,1965600.0,1494000.0,1224000.0,1278000.0,1098000.0,1260000.0,1342800.0,1706400.0,1450800.0,972000.0,45874800.0,60202800.0,119037600.0,0.505746083590395
031102050704,45914400.0,13438800.0,709200.0,1112400.0,1188000.0,1357200.0,1231200.0,1040400.0,957600.0,1040400.0,1083600.0,1134000.0,1537200.0,1141200.0,741600.0,61581600.0,82228950.0,135208800.0,0.6081627083444273
031101020906,171237600.0,1918800.0,687600.0,993600.0,907200.0,1083600.0,849600.0,709200.0,655200.0,662400.0,774000.0,615600.0,482400.0,428400.0,266400.0,9590400.0,15282270.0,191862000.0,0.0796524064171123
031300110704,484326000.0,15472800.0,961200.0,1350000.0,1663200.0,1587600.0,1108800.0,885600.0,849600.0,928800.0,878400.0,658800.0,518400.0,277200.0,108000.0,3045600.0,22739850.0,514620000.0,0.0441876530255334
