HUC12,ZONE_CODE,COUNT,AREA,MIN,MAX,RANGE,MEAN,STD,SUM
030602040101,1165,4171,166839999.99999994,1.9911894798278809,3.5012879371643066,1.5100984573364258,2.65351326132358,0.3920763202483248,11067.803812980652
030601100202,1171,1045,41799999.999999985,3.133333683013916,3.5155582427978516,0.38222455978393555,3.4226918006057376,0.09336168278795308,3576.7129316329956
030601100302,1179,387,15479999.999999994,3.560303211212158,4.039551258087158,0.479248046875,3.74866399777336,0.08777926131717091,1450.7329671382904
030601100305,1180,22,879999.9999999997,3.5558388233184814,4.036291122436523,0.480452299118042,3.803427219390869,0.185941423903699,83.67539882659912
030601100301,1185,947,37879999.999999985,3.4796810150146484,3.8244690895080566,0.3447880744934082,3.6186088553955336,0.10231507530077705,3426.8225860595703
030502080609,1193,129,5159999.999999998,3.7984344959259033,4.030707836151123,0.23227334022521973,3.8252323912095654,0.023380040023450965,493.45497846603394
030601100304,1196,1281,51239999.99999998,3.492741823196411,3.90153431892395,0.40879249572753906,3.667055892534874,0.10600783125097558,4697.4985983371735
030502080606,1238,1119,44759999.999999985,3.4666671752929688,3.781036615371704,0.31436944007873535,3.483257621819681,0.04744290395501256,3897.765278816223
030502080607,1276,1830,73199999.99999997,3.466667890548706,4.167389392852783,0.7007215023040771,3.7184233214685825,0.2170689409592636,6804.714678287506
030502100104,1277,28,1119999.9999999995,3.4666671752929688,3.865372657775879,0.39870548248291016,3.6472224422863553,0.18840618542993579,102.12222838401794
030502080608,1279,2452,98079999.99999997,3.4703149795532227,4.199999809265137,0.7296848297119141,3.8231952192343854,0.24007734912799544,9374.474677562714
030502100102,1282,2433,97319999.99999997,3.1333346366882324,3.8873703479766846,0.7540357112884521,3.5071348211082274,0.13497718212507614,8532.859019756317
030502080503,1292,1639,65559999.99999998,3.135599136352539,4.191973686218262,1.0563745498657227,3.7040207339467766,0.2277323898685582,6070.8899829387665
030502080501,1297,443,17719999.999999993,3.664093017578125,4.1145148277282715,0.4504218101501465,3.8263134875631226,0.10907502423264945,1695.0568749904633
030502100103,1312,36,1439999.9999999995,3.478151798248291,3.736088752746582,0.257936954498291,3.6336899399757385,0.09733560027444421,130.8128378391266
030502100101,1314,816,32639999.99999999,3.2338666915893555,3.638004779815674,0.40413808822631836,3.467097522289145,0.049010452204122375,2829.1515781879425
030502080604,1320,601,24039999.999999993,3.4699480533599854,3.8290586471557617,0.35911059379577637,3.5603954363583328,0.08925659245363003,2139.797657251358
030502080502,1329,860,34399999.999999985,3.6351306438446045,4.469191074371338,0.8340604305267334,4.060087205642878,0.258241833180159,3491.6749968528748
030502071106,1345,133,5319999.999999998,3.621434211730957,3.817457675933838,0.19602346420288086,3.770063722940316,0.052993731426952115,501.418475151062
030502071103,1346,1854,74159999.99999997,2.4669008255004883,4.244500160217285,1.7775993347167969,3.452859278378492,0.26813403120707774,6401.601102113724
030502080605,1349,1464,58559999.99999998,3.1093010902404785,4.19984245300293,1.0905413627624512,3.8434188619988863,0.16437099028830873,5626.76521396637
030502080603,1362,529,21159999.999999993,3.3079466819763184,3.8929736614227295,0.5850269794464111,3.679005173519113,0.15821496452909675,1946.1937367916107
030502071104,1369,1739,69559999.99999997,2.6399013996124268,4.127748489379883,1.487847089767456,3.5398934944530134,0.24636408836320994,6155.87478685379
030502080406,1374,56,2239999.999999999,2.882211685180664,3.071532726287842,0.18932104110717773,2.9308745988777707,0.041750368559424725,164.12897753715515
030502071102,1378,1670,66799999.99999998,3.302419662475586,4.599879264831543,1.297459602355957,4.134718648545043,0.2907668741522255,6904.980143070221
030502060309,1401,124,4959999.999999998,3.5862643718719482,3.657351493835449,0.07108712196350098,3.640477495808755,0.011628363760667,451.41920948028564
030502080407,1409,523,20919999.999999993,2.8666799068450928,3.866635322570801,0.999955415725708,3.0043791484650417,0.24765194228511303,1571.2902946472168
030502060406,1415,42,1679999.9999999993,3.545534133911133,3.5941972732543945,0.04866313934326172,3.562403905959356,0.011087158831290567,149.62096405029297
030502080602,1419,262,10479999.999999996,3.3269052505493164,3.8997018337249756,0.5727965831756592,3.819661289681005,0.11537092590990265,1000.7512578964233
030502060307,1426,550,21999999.999999993,3.0557594299316406,3.866665840148926,0.8109064102172852,3.551555889303034,0.18056010211807214,1953.3557391166687
030502071101,1434,1542,61679999.99999998,2.4106853008270264,4.518457412719727,2.1077721118927,3.5980431105840065,0.49927836282449345,5548.182476520538
030502071003,1466,2061,82439999.99999997,2.436668634414673,3.7727298736572266,1.3360612392425537,3.1245701624200737,0.3264593441118122,6439.739104747772
030502060308,1468,2387,95479999.99999997,2.7803783416748047,3.86468505859375,1.0843067169189453,3.305760786230713,0.3153175675318599,7890.850996732712
030502080601,1474,363,14519999.999999994,2.9542009830474854,3.8666694164276123,0.912468433380127,3.2584629209902003,0.18561158700855257,1182.8220403194427
030502070706,1477,1149,45959999.999999985,2.411254405975342,3.6679234504699707,1.256669044494629,3.067266117914331,0.36579931585671366,3524.2887694835663
030502070704,1484,192,7679999.999999997,3.451998710632324,3.695736885070801,0.24373817443847656,3.6084205309549966,0.07238372230543885,692.8167419433594
030502020207,1486,30,1199999.9999999995,3.481539487838745,3.865901231765747,0.38436174392700195,3.814597988128662,0.12781738211977578,114.43793964385986
030502070705,1491,502,20079999.999999993,2.480294942855835,3.3712666034698486,0.8909716606140137,2.873595518419942,0.23052543053365251,1442.544950246811
030502020203,1495,715,28599999.99999999,3.4236645698547363,3.8661398887634277,0.4424753189086914,3.583155220538586,0.1430379708694088,2561.955982685089
030502060405,1501,2270,90799999.99999997,2.1655118465423584,3.6367640495300293,1.471252202987671,3.1346232839617962,0.3473484896464308,7115.594854593277
030502060403,1512,282,11279999.999999996,2.2282469272613525,3.2994654178619385,1.071218490600586,3.0044026247998503,0.13420396992265962,847.2415401935577
030502060306,1540,113,4519999.999999998,2.7569799423217773,3.0314269065856934,0.274446964263916,2.957366196455154,0.06498442513650682,334.1823801994324
030502020204,1542,627,25079999.999999993,3.7673168182373047,3.866666793823242,0.0993499755859375,3.852839796546924,0.019486135676510325,2415.7305524349213
030502060401,1549,398,15919999.999999994,2.0795693397521973,2.790879487991333,0.7113101482391357,2.564031868124727,0.22618333359432274,1020.4846835136414
030502070703,1550,104,4159999.9999999986,3.4670443534851074,3.625481128692627,0.15843677520751953,3.5590002811872044,0.03219636675092026,370.13602924346924
030502020205,1553,753,30119999.99999999,3.3590176105499268,3.866666793823242,0.5076491832733154,3.8375305515203184,0.07192591124525126,2889.6605052948
030502060404,1559,593,23719999.999999993,3.15433931350708,3.521267890930176,0.3669285774230957,3.413989801229956,0.07067936407838414,2024.495952129364
030502060402,1561,1014,40559999.999999985,2.074859619140625,3.4681811332702637,1.3933215141296387,2.9263768711033658,0.3899688698571724,2967.346147298813
030502020201,1583,20,799999.9999999998,3.1796116828918457,3.3402698040008545,0.1606581211090088,3.303562879562378,0.03758445268400194,66.07125759124756
030502010708,1596,61,2439999.999999999,3.794219970703125,3.858414888381958,0.06419491767883301,3.841592046081043,0.02025510209383783,234.3371148109436
030502020104,1610,137,5479999.999999998,3.1079344749450684,3.2059178352355957,0.09798336029052734,3.1594323206992043,0.023214826199279177,432.842227935791
030502020202,1636,1044,41759999.999999985,1.2964990139007568,3.4090774059295654,2.1125783920288086,2.6098994739439294,0.4175864461615747,2724.7350507974625
030502090207,1651,15,599999.9999999998,3.820140838623047,3.848428964614868,0.02828812599182129,3.8400077342987062,0.011123601094284922,57.60011601448059
030502090204,1659,454,18159999.999999993,3.826808452606201,3.8648526668548584,0.03804421424865723,3.850250985653915,0.00898499913373327,1748.0139474868774
030502010605,1673,1097,43879999.999999985,1.13698410987854,3.656820058822632,2.519835948944092,2.248300725259668,0.4683666375866702,2466.3858956098557
030502020105,1685,131,5239999.999999998,2.8989877700805664,3.134416341781616,0.2354285717010498,3.0302549609701144,0.052434628117621264,396.96339988708496
030502010707,1692,2400,95999999.99999997,2.5290069580078125,4.033915042877197,1.5049080848693848,3.6498538798093794,0.3220483259431711,8759.649311542511
030502010604,1708,316,12639999.999999996,2.259434223175049,2.6627092361450195,0.4032750129699707,2.472049953062323,0.13175004057951156,781.1677851676941
030502090206,1725,111,4439999.999999998,3.866666793823242,3.866666793823242,0.0,3.866666793823242,0.0,429.2000141143799
030502010402,1735,1312,52479999.99999998,3.430994987487793,3.866666793823242,0.4356718063354492,3.688298778199568,0.1343834078770219,4839.047996997833
030502090203,1747,2025,80999999.99999997,3.8101654052734375,3.866666793823242,0.05650138854980469,3.8630730273399823,0.010344582034834042,7822.722880363464
030502010603,1761,1,39999.999999999985,2.4156200885772705,2.4156200885772705,0.0,2.4156200885772705,0.0,2.4156200885772705
030502010703,1767,8,319999.9999999999,3.6526832580566406,3.703338384628296,0.05065512657165527,3.6763758063316345,0.015930164132911515,29.411006450653076
030502010706,1790,201,8039999.999999997,2.8213672637939453,3.7726902961730957,0.9513230323791504,3.1380841554100836,0.2535055389225374,630.7549152374268
030502010705,1810,199,7959999.999999997,2.8248143196105957,3.6411352157592773,0.8163208961486816,3.0345631436486937,0.20881311968706692,603.8780655860901
030502010401,1816,583,23319999.999999993,3.533344030380249,3.866666793823242,0.33332276344299316,3.70036241120785,0.0944191692362972,2157.3112857341766
030502010305,1820,5,199999.99999999994,3.8531246185302734,3.860635280609131,0.007510662078857422,3.8575117111206056,0.002763338591647363,19.287558555603027
030502090205,1825,1361,54439999.99999998,3.1948046684265137,3.7944438457489014,0.5996391773223877,3.5521759844982475,0.0717435147731204,4834.511514902115
030502010704,1846,29,1159999.9999999995,3.6474435329437256,3.77897310256958,0.1315295696258545,3.685461430714048,0.03876120001389399,106.8783814907074
030502010702,1862,43,1719999.9999999993,3.504453182220459,3.770218849182129,0.2657656669616699,3.5814668134201404,0.11056415075769745,154.00307297706604
030502010306,1869,46,1839999.9999999993,3.6306893825531006,3.8680543899536133,0.2373650074005127,3.8105756407198697,0.0801781275764067,175.286479473114
030502090201,1877,69,2759999.999999999,3.527991533279419,3.5333333015441895,0.005341768264770508,3.5325689488562984,0.001434313380850506,243.7472574710846
030502090102,1905,81,3239999.9999999986,3.219813585281372,3.8444032669067383,0.6245896816253662,3.6493870829358515,0.26450461055240093,295.60035371780396
030502090101,1909,2405,96199999.99999997,3.2022762298583984,3.8443288803100586,0.6420526504516602,3.6881902223813063,0.15295415733277185,8870.097484827042
030502090202,1910,2135,85399999.99999997,2.5193610191345215,3.866666793823242,1.3473057746887207,3.5676229565149167,0.2712195235778889,7616.8750121593475
030501120304,1915,2,79999.99999999997,3.411831855773926,4.1774396896362305,0.7656078338623047,3.794635772705078,0.38280391693115234,7.589271545410156
030501120404,1929,50,1999999.9999999993,4.164907932281494,4.190278053283691,0.025370121002197266,4.178786392211914,0.007077521187636834,208.9393196105957
030502010701,1947,199,7959999.999999997,3.5135717391967773,3.7698779106140137,0.25630617141723633,3.636371812628741,0.08614776180224586,723.6379907131195
030501120303,1973,827,33079999.99999999,3.1959075927734375,4.186591625213623,0.9906840324401855,3.5491376888939374,0.2615964337225459,2935.1368687152863
030402070210,1986,11,439999.9999999998,3.8455123901367188,4.189720630645752,0.3442082405090332,3.89325027032332,0.09563265771802566,42.82575297355652
030501120403,2021,1344,53759999.99999998,2.865680694580078,4.195402145385742,1.329721450805664,3.45967166817614,0.4214749362372054,4649.798722028732
030402070209,2056,1,39999.999999999985,3.926858425140381,3.926858425140381,0.0,3.926858425140381,0.0,3.926858425140381
030402070208,2081,2511,100439999.99999997,2.800001621246338,4.183592319488525,1.3835906982421875,3.3472279208155564,0.3591475107188889,8404.889309167862
030402080404,2130,9,359999.9999999999,3.519613027572632,3.56356143951416,0.04394841194152832,3.547931326760186,0.01506494611727158,31.931381940841675
030402080402,2143,580,23199999.999999993,3.147251844406128,3.817474365234375,0.6702225208282471,3.4793096410817115,0.1860287526530612,2017.9995918273926
030402080403,2191,5,199999.99999999994,3.544299840927124,3.6289076805114746,0.08460783958435059,3.582418346405029,0.0342247522196011,17.912091732025146
030402080401,2193,149,5959999.999999998,3.4666671752929688,3.640580177307129,0.17391300201416016,3.5387130807710174,0.04021909636782701,527.2682490348816
030402061003,2235,188,7519999.999999997,2.8036017417907715,3.3442296981811523,0.5406279563903809,2.933108483223205,0.18709407349196222,551.4243948459625
030402070207,2252,39,1559999.9999999995,2.804443597793579,2.810356616973877,0.0059130191802978516,2.8068834390395727,0.0016301313243091374,109.46845412254333
030402080310,2272,387,15479999.999999994,3.4666671752929688,4.333333969116211,0.8666667938232422,3.9167964403019395,0.4330077732487279,1515.8002223968506
030402080314,2401,1,39999.999999999985,4.333333969116211,4.333333969116211,0.0,4.333333969116211,0.0,4.333333969116211
030402080307,2415,15,599999.9999999998,4.333333969116211,4.333333969116211,0.0,4.333333969116211,0.0,65.00000953674316
030402080306,2469,150,5999999.999999998,3.4666671752929688,4.333333969116211,0.8666667938232422,4.252445068359375,0.2521124947501933,637.8667602539062
030402080312,2493,9,359999.9999999999,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,31.20000457763672
030402080301,2497,129,5159999.999999998,3.4666671752929688,4.333333969116211,0.8666667938232422,4.044445037841797,0.4085506446277453,521.7334098815918
030402080305,2500,398,15919999.999999994,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,1379.7335357666016
030402080309,2509,3,119999.99999999996,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,10.400001525878906
030402080304,2520,237,9479999.999999996,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,821.6001205444336
030402080303,2522,82,3279999.9999999986,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,284.26670837402344
030402080302,2527,1,39999.999999999985,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,3.4666671752929688
030402080205,2544,7,279999.9999999999,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,24.26667022705078
030300050804,2557,39,1559999.9999999995,3.6023306846618652,3.616231918334961,0.013901233673095703,3.6099365674532375,0.0034451011042367858,140.78752613067627
030402080108,2560,5,199999.99999999994,3.4666671752929688,3.475522994995117,0.008855819702148438,3.4684383392333986,0.0035423278807791407,17.342191696166992
030402080203,2586,68,2719999.999999999,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,235.73336791992188
030402080107,2587,262,10479999.999999996,3.4666671752929688,3.5370240211486816,0.07035684585571289,3.4837994648300055,0.017192984593214385,912.7554597854614
030402080204,2606,622,24879999.999999993,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,2156.2669830322266
030402080202,2612,40,1599999.9999999995,3.4666671752929688,3.4666671752929688,0.0,3.4666671752929688,0.0,138.66668701171875
030402080105,2614,37,1479999.9999999995,3.476019859313965,3.4917244911193848,0.015704631805419922,3.4827661643157133,0.004449053392119975,128.8623480796814
030402080106,2621,286,11439999.999999996,3.469205379486084,3.479036808013916,0.009831428527832031,3.4726436554968774,0.0020589049843914055,993.1760854721069
030300050802,2628,264,10559999.999999996,3.5088257789611816,3.637761116027832,0.1289353370666504,3.581904584711248,0.028215283045659224,945.6228103637695
