HUC12,VALUE_0,VALUE_1,VALUE_25,VALUE_50,VALUE_100,VALUE_200,VALUE_300,VALUE_400,VALUE_500,VALUE_600,VALUE_700,VALUE_800,VALUE_900,VALUE_950,VALUE_975,VALUE_1000,UrbArea,PixelArea60m,PercentUrb
031101010504,357976800.0,3520800.0,295200.0,637200.0,568800.0,730800.0,558000.0,468000.0,417600.0,320400.0,216000.0,190800.0,176400.0,176400.0,104400.0,2750400.0,8001090.0,369108000.0,0.021676826294743
031101010503,178243200.0,9345600.0,1263600.0,1832400.0,1893600.0,2332800.0,1638000.0,1332000.0,1231200.0,982800.0,770400.0,514800.0,669600.0,565200.0,421200.0,15253200.0,30108780.0,218289600.0,0.1379304373639422
031102050804,81367200.0,1004400.0,356400.0,583200.0,608400.0,655200.0,500400.0,378000.0,392400.0,363600.0,273600.0,399600.0,500400.0,460800.0,223200.0,5072400.0,8639370.0,93139200.0,0.09275761440940013
031102050805,171651600.0,3916800.0,151200.0,302400.0,201600.0,216000.0,165600.0,176400.0,154800.0,86400.0,36000.0,14400.0,7200.0,21600.0,7200.0,486000.0,4805280.0,177595200.0,0.027057488040217303
031101020903,194626800.0,1587600.0,72000.0,108000.0,136800.0,136800.0,165600.0,82800.0,118800.0,82800.0,32400.0,25200.0,18000.0,14400.0,7200.0,291600.0,2199060.0,197506800.0,0.011134097661447606
031102050803,92232000.0,4276800.0,824400.0,1749600.0,1260000.0,1483200.0,1026000.0,860400.0,716400.0,694800.0,532800.0,561600.0,684000.0,511200.0,396000.0,8769600.0,17313750.0,116578800.0,0.1485154247599049
031102050802,72028800.0,5562000.0,1465200.0,1864800.0,1414800.0,1774800.0,1195200.0,1130400.0,946800.0,896400.0,921600.0,1130400.0,1634400.0,1393200.0,1026000.0,24652800.0,38007360.0,119037600.0,0.31928869533659954
031102050704,63028800.0,13438800.0,763200.0,1476000.0,1548000.0,1821600.0,1497600.0,1119600.0,1234800.0,1087200.0,1112400.0,1263600.0,1983600.0,1836000.0,1206000.0,40791600.0,63504090.0,135208800.0,0.46967423717982854
031101020906,177004800.0,1918800.0,496800.0,871200.0,810000.0,1062000.0,831600.0,684000.0,590400.0,421200.0,342000.0,410400.0,464400.0,453600.0,284400.0,5216400.0,10249470.0,191862000.0,0.053421052631578946
031300110704,488844000.0,15472800.0,709200.0,1288800.0,1112400.0,1116000.0,921600.0,957600.0,831600.0,493200.0,255600.0,216000.0,208800.0,169200.0,115200.0,1908000.0,19981350.0,514620000.0,0.038827387198321094
