HUC12,VALUE_0,VALUE_1,VALUE_25,VALUE_50,VALUE_100,VALUE_200,VALUE_300,VALUE_400,VALUE_500,VALUE_600,VALUE_700,VALUE_800,VALUE_900,VALUE_950,VALUE_975,VALUE_1000,UrbArea,PixelArea60m,PercentUrb
031101010504,362811600.0,3520800.0,201600.0,381600.0,399600.0,460800.0,169200.0,93600.0,82800.0,100800.0,79200.0,158400.0,158400.0,151200.0,129600.0,208800.0,4670640.0,369108000.0,0.012653857407588023
031101010503,197935200.0,9345600.0,558000.0,1141200.0,1137600.0,1296000.0,626400.0,471600.0,442800.0,486000.0,496800.0,597600.0,824400.0,784800.0,486000.0,1659600.0,15125940.0,218289600.0,0.06929299426083514
031102050804,90550800.0,1004400.0,64800.0,162000.0,151200.0,154800.0,122400.0,93600.0,97200.0,39600.0,115200.0,100800.0,111600.0,100800.0,86400.0,183600.0,1832040.0,93139200.0,0.01966991341991342
031102050805,172886400.0,3916800.0,50400.0,154800.0,165600.0,162000.0,25200.0,25200.0,7200.0,21600.0,32400.0,21600.0,39600.0,32400.0,7200.0,46800.0,4169160.0,177595200.0,0.023475634476607474
031101020903,195372000.0,1587600.0,36000.0,79200.0,136800.0,144000.0,21600.0,7200.0,14400.0,14400.0,18000.0,3600.0,10800.0,25200.0,10800.0,25200.0,1745010.0,197506800.0,0.008835189471957421
031102050803,107737200.0,4276800.0,288000.0,565200.0,504000.0,493200.0,252000.0,244800.0,144000.0,162000.0,216000.0,266400.0,327600.0,309600.0,198000.0,594000.0,6544350.0,116578800.0,0.05613670753172961
031102050802,104878800.0,5562000.0,464400.0,698400.0,648000.0,860400.0,630000.0,450000.0,453600.0,493200.0,424800.0,637200.0,644400.0,594000.0,432000.0,1166400.0,10276110.0,119037600.0,0.08632658924575093
031102050704,105242400.0,13438800.0,748800.0,1360800.0,1238400.0,1555200.0,1090800.0,892800.0,766800.0,885600.0,946800.0,1008000.0,1468800.0,1144800.0,759600.0,2660400.0,22839210.0,135208800.0,0.1689180733798392
031101020906,186598800.0,1918800.0,230400.0,396000.0,435600.0,399600.0,234000.0,136800.0,151200.0,169200.0,176400.0,194400.0,216000.0,180000.0,122400.0,302400.0,3436020.0,191862000.0,0.017908809456797074
031300110704,495100800.0,15472800.0,338400.0,702000.0,968400.0,784800.0,136800.0,79200.0,72000.0,68400.0,118800.0,104400.0,165600.0,183600.0,122400.0,201600.0,16731000.0,514620000.0,0.03251136761105282
031101020905,368582400.0,2822400.0,176400.0,345600.0,367200.0,370800.0,97200.0,68400.0,61200.0,97200.0,100800.0,86400.0,147600.0,122400.0,68400.0,244800.0,3800700.0,373759200.0,0.010168846679894435
031102050703,54356400.0,4176000.0,270000.0,500400.0,457200.0,572400.0,435600.0,432000.0,295200.0,342000.0,406800.0,360000.0,576000.0,478800.0,277200.0,1069200.0,7909740.0,65005200.0,0.12167857340643518
031300110706,256478400.0,284400.0,10800.0,10800.0,3600.0,21600.0,7200.0,7200.0,3600.0,10800.0,10800.0,0.0,18000.0,10800.0,7200.0,10800.0,355050.0,256896000.0,0.001382076793721973
031101020904,106200000.0,1760400.0,68400.0,208800.0,208800.0,237600.0,75600.0,57600.0,72000.0,46800.0,54000.0,79200.0,122400.0,86400.0,61200.0,172800.0,2476620.0,109512000.0,0.022615055884286653
031102050702,59922000.0,8211600.0,432000.0,781200.0,784800.0,900000.0,644400.0,615600.0,496800.0,500400.0,536400.0,734400.0,774000.0,777600.0,532800.0,1724400.0,14150340.0,78368400.0,0.180561808075704
031101020804,47512800.0,626400.0,108000.0,187200.0,205200.0,198000.0,57600.0,54000.0,68400.0,43200.0,61200.0,97200.0,115200.0,79200.0,57600.0,154800.0,1308060.0,49626000.0,0.026358360536815378
031101010201,146300400.0,3675600.0,270000.0,442800.0,327600.0,460800.0,334800.0,248400.0,244800.0,205200.0,259200.0,277200.0,381600.0,298800.0,187200.0,680400.0,6168150.0,154594800.0,0.03989881936520504
031300110703,74304000.0,6930000.0,298800.0,558000.0,658800.0,669600.0,147600.0,147600.0,57600.0,111600.0,122400.0,129600.0,183600.0,208800.0,126000.0,306000.0,8346060.0,84960000.0,0.09823516949152543
031300110705,114177600.0,1400400.0,21600.0,54000.0,54000.0,39600.0,0.0,3600.0,3600.0,3600.0,10800.0,10800.0,7200.0,14400.0,3600.0,7200.0,1469430.0,115812000.0,0.012688063413117812
031300110804,465271200.0,16491600.0,262800.0,421200.0,712800.0,666000.0,158400.0,104400.0,93600.0,104400.0,122400.0,97200.0,288000.0,205200.0,180000.0,514800.0,18230310.0,485694000.0,0.037534558796279135
031300130504,154342800.0,5292000.0,46800.0,140400.0,176400.0,158400.0,18000.0,0.0,3600.0,10800.0,14400.0,3600.0,43200.0,28800.0,25200.0,108000.0,5574960.0,160412400.0,0.03475392176664647
031101020902,143776800.0,10044000.0,374400.0,738000.0,702000.0,838800.0,615600.0,442800.0,500400.0,342000.0,532800.0,558000.0,766800.0,658800.0,468000.0,1670400.0,15407460.0,163029600.0,0.0945071324471139
031102050701,114390000.0,27050400.0,1378800.0,2451600.0,2548800.0,2894400.0,1983600.0,1850400.0,1555200.0,1533600.0,1897200.0,1936800.0,2638800.0,2188800.0,1656000.0,5371200.0,45391770.0,173325600.0,0.2618872803555851
031101020805,71794800.0,10569600.0,360000.0,648000.0,651600.0,792000.0,280800.0,219600.0,205200.0,219600.0,223200.0,248400.0,453600.0,374400.0,237600.0,810000.0,13401540.0,88088400.0,0.1521373983407577
031300110702,62229600.0,302400.0,28800.0,100800.0,57600.0,93600.0,14400.0,39600.0,7200.0,46800.0,21600.0,28800.0,50400.0,32400.0,46800.0,32400.0,576810.0,63133200.0,0.009136397331356561
031101020901,122259600.0,8290800.0,190800.0,403200.0,388800.0,399600.0,165600.0,144000.0,136800.0,144000.0,140400.0,162000.0,273600.0,226800.0,147600.0,662400.0,10192500.0,134136000.0,0.07598631239935588
031101020506,131511600.0,367200.0,39600.0,18000.0,64800.0,64800.0,18000.0,18000.0,25200.0,7200.0,21600.0,18000.0,28800.0,10800.0,21600.0,32400.0,537210.0,132267600.0,0.004061538880269998
031300130305,221734800.0,4212000.0,64800.0,162000.0,306000.0,309600.0,43200.0,21600.0,21600.0,39600.0,61200.0,32400.0,61200.0,86400.0,75600.0,165600.0,4815630.0,227397600.0,0.021177136434157615
031102050604,134722800.0,4212000.0,500400.0,835200.0,702000.0,946800.0,702000.0,522000.0,464400.0,558000.0,532800.0,626400.0,824400.0,738000.0,424800.0,1580400.0,9823950.0,148892400.0,0.06598019778041055
031401010704,360039600.0,13874400.0,226800.0,680400.0,936000.0,835200.0,118800.0,86400.0,86400.0,104400.0,86400.0,111600.0,118800.0,158400.0,79200.0,162000.0,14997150.0,377704800.0,0.03970600850187766
031300130402,49327200.0,1778400.0,115200.0,194400.0,288000.0,248400.0,82800.0,54000.0,36000.0,64800.0,64800.0,61200.0,90000.0,68400.0,64800.0,133200.0,2409480.0,52671600.0,0.04574533524707812
031300130503,293576400.0,2102400.0,32400.0,75600.0,122400.0,108000.0,25200.0,14400.0,7200.0,7200.0,14400.0,39600.0,57600.0,50400.0,36000.0,111600.0,2450250.0,296380800.0,0.008267235934311534
031300130502,74203200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74203200.0,0.0
031101020802,75524400.0,2228400.0,140400.0,255600.0,306000.0,284400.0,82800.0,54000.0,72000.0,64800.0,75600.0,86400.0,86400.0,126000.0,100800.0,212400.0,3083670.0,79700400.0,0.03869077194091874
031101020803,119620800.0,644400.0,50400.0,90000.0,133200.0,147600.0,18000.0,21600.0,14400.0,25200.0,18000.0,10800.0,43200.0,10800.0,32400.0,21600.0,852930.0,120902400.0,0.007054698666031443
031102050603,140140800.0,13478400.0,824400.0,1533600.0,1411200.0,1724400.0,1324800.0,1101600.0,921600.0,1044000.0,1137600.0,1216800.0,1670400.0,1389600.0,1015200.0,3405600.0,24975630.0,173340000.0,0.14408463136033228
031300110701,105026400.0,1987200.0,216000.0,439200.0,356400.0,424800.0,219600.0,108000.0,158400.0,176400.0,165600.0,212400.0,216000.0,262800.0,151200.0,345600.0,3652200.0,110466000.0,0.03306175655857911
031300130403,350341200.0,10267200.0,270000.0,532800.0,558000.0,590400.0,169200.0,126000.0,147600.0,147600.0,205200.0,244800.0,378000.0,403200.0,306000.0,558000.0,12657060.0,365245200.0,0.03465359709039297
031300130304,107344800.0,61200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61200.0,107406000.0,0.0005698005698005698
031101020605,105865200.0,5155200.0,262800.0,579600.0,504000.0,612000.0,320400.0,295200.0,226800.0,284400.0,327600.0,266400.0,464400.0,396000.0,291600.0,896400.0,8279100.0,116748000.0,0.07091427690410114
031300110803,180072000.0,2966400.0,72000.0,298800.0,349200.0,234000.0,32400.0,28800.0,21600.0,28800.0,21600.0,28800.0,46800.0,36000.0,21600.0,57600.0,3307320.0,184316400.0,0.017943709838082775
