HUC12,HU_12_NAME,SUBREGION,BASIN,SUBBASIN,Shape_Length,Shape_Area,bounds
031101010504,Barnett Creek-Black Point Swamp Frontal,Suwannee,Aucilla-Waccasassa,Waccasassa,89241.97308297631,369090417.23046875,"-83.145,29.050,-82.964,29.323"
031101010503,Wilder Creek-King Creek Frontal,Suwannee,Aucilla-Waccasassa,Waccasassa,86433.47755203463,218292771.4296875,"-83.033,29.113,-82.887,29.369"
031102050804,Sand Fly Creek,Suwannee,Suwannee,Lower Suwannee,64277.5297996212,93162445.33203125,"-83.081,29.312,-82.855,29.414"
031102050805,Suwannee River,Suwannee,Suwannee,Lower Suwannee,85663.4497705893,177661426.28515625,"-83.227,29.235,-83.012,29.463"
031101020903,Johnson Creek-Bumblebee Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,83914.01824281168,197387135.296875,"-83.260,29.309,-83.029,29.517"
031102050803,Cedar Branch,Suwannee,Suwannee,Lower Suwannee,70040.8189550232,116571284.6328125,"-83.058,29.373,-82.894,29.539"
031102050802,Long Pond,Suwannee,Suwannee,Lower Suwannee,84983.3487043448,119059252.10546875,"-82.985,29.393,-82.729,29.525"
031102050704,Manatee Springs,Suwannee,Suwannee,Lower Suwannee,70507.7934146739,135234791.91015625,"-83.030,29.459,-82.798,29.562"
031101020906,Butler Creek-Shired Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,70058.28351516234,191931355.14453125,"-83.280,29.382,-83.160,29.613"
031300110704,Depot Creek,Apalachicola,Apalachicola,Apalachicola,106854.49670052434,514457000.078125,"-85.456,29.584,-85.131,29.839"
031101020905,Sink Creek-Whackup Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,98279.98304708095,373880498.59765625,"-83.462,29.382,-83.219,29.631"
031102050703,Wacasassa Slough,Suwannee,Suwannee,Lower Suwannee,62983.46167313506,64982745.05859375,"-82.968,29.511,-82.737,29.581"
031300110706,Saul Creek,Apalachicola,Apalachicola,Apalachicola,89271.0556368967,257200871.74414062,"-85.151,29.542,-85.033,29.862"
031101020904,Howard Creek-Rocky Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,76779.0164119928,109449365.05078125,"-83.469,29.585,-83.165,29.677"
031102050702,Fanning Springs Slough,Suwannee,Suwannee,Lower Suwannee,48895.784591730146,78351642.94140625,"-82.908,29.560,-82.771,29.643"
031101020804,Sand Hill Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,40345.269965886866,49624822.015625,"-83.364,29.638,-83.221,29.709"
031101010201,Sawgrass Springs,Suwannee,Aucilla-Waccasassa,Waccasassa,81125.44073337468,154569742.9765625,"-82.788,29.477,-82.647,29.652"
031300110703,Searcy Creek,Apalachicola,Apalachicola,Apalachicola,69380.13650926176,85066765.0703125,"-85.356,29.786,-85.165,29.927"
031300110705,Lake Wimico,Apalachicola,Apalachicola,Apalachicola,88118.81326780865,115816544.375,"-85.223,29.684,-85.059,29.921"
031300110804,East River-Apalachicola River Frontal,Apalachicola,Apalachicola,Apalachicola,123293.49412679668,485263733.765625,"-85.055,29.542,-84.856,29.913"
031300130504,Blounts Bay Frontal,Apalachicola,Apalachicola,New,84513.37107057878,160832069.65625,"-84.978,29.618,-84.830,29.907"
031101020902,California Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,78782.57719120692,163060187.91015625,"-83.151,29.455,-83.028,29.708"
031102050701,Bell Springs,Suwannee,Suwannee,Lower Suwannee,82572.32315644993,173283511.79296875,"-83.090,29.543,-82.880,29.710"
031101020805,Steinhatchee River-Pine Log Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,66103.08057986446,88027825.2421875,"-83.445,29.624,-83.294,29.739"
031300110702,Indian Bayou,Apalachicola,Apalachicola,Apalachicola,36041.01421830289,63121204.876953125,"-85.193,29.823,-85.103,29.934"
031101020901,Fishbone Creek-California Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,78738.45752694277,134121991.796875,"-83.239,29.454,-83.103,29.725"
031101020506,Dallus Creek-Bivens Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,54400.31369592484,132262939.79296875,"-83.533,29.622,-83.387,29.769"
031300130305,Carabelle River,Apalachicola,Apalachicola,New,75453.10424976845,227234189.10546875,"-84.808,29.720,-84.579,29.922"
031102050604,North Old Town Hammock,Suwannee,Suwannee,Lower Suwannee,122670.1458115261,148936719.44921875,"-83.126,29.618,-82.758,29.739"
031401010704,Harrison Swamp-Intercoastal Waterway Frontal,Choctawhatchee-Escambia,Florida Panhandle Coastal,St. Andrew-St. Joseph Bays,102491.20782036937,377680033.2480469,"-85.470,29.757,-85.208,30.007"
031300130402,Lower Crooked River,Apalachicola,Apalachicola,New,42850.188301965594,52657031.81640625,"-84.714,29.861,-84.591,29.936"
031300130503,Tates Hell Swamp-Cash Creek,Apalachicola,Apalachicola,New,104482.84814561626,296216354.984375,"-84.868,29.614,-84.669,29.959"
031300130502,Whiskey George Creek,Apalachicola,Apalachicola,New,41157.94603985766,74208402.76171875,"-84.914,29.839,-84.825,29.969"
031101020802,Hines Slough,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,67438.002594999,79734807.4609375,"-83.345,29.706,-83.108,29.803"
031101020803,Pumpkin Swamp,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,62577.98319603631,120853415.95703125,"-83.293,29.663,-83.092,29.802"
031102050603,Sun Springs,Suwannee,Suwannee,Lower Suwannee,79429.13998333442,173362074.91796875,"-83.048,29.640,-82.793,29.771"
031300110701,Cypress Creek-Indian Bayou,Apalachicola,Apalachicola,Apalachicola,58454.92165632093,110444256.59765625,"-85.277,29.904,-85.117,30.048"
031300130403,Alligator Harbor,Apalachicola,Apalachicola,New,117930.71675539891,365222001.08203125,"-84.665,29.757,-84.282,29.956"
031300130304,Cat Creek,Apalachicola,Apalachicola,New,56386.63618095597,107390706.39453125,"-84.837,29.882,-84.657,30.000"
031101020605,Lower Eightmile Creek-Steinhatchee River,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,59030.28164904969,116758000.01171875,"-83.363,29.717,-83.218,29.845"
031300110803,Brothers River,Apalachicola,Apalachicola,Apalachicola,81035.26655758067,184356788.97460938,"-85.123,29.838,-84.946,30.040"
031102050602,Tenmile Prairie,Suwannee,Suwannee,Lower Suwannee,54652.67611821089,78646615.0390625,"-83.105,29.716,-82.959,29.825"
031101020505,Fish Creek-Clay Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,72973.27088664274,206869673.85546875,"-83.640,29.672,-83.450,29.872"
031401010702,Cerser Swamp,Choctawhatchee-Escambia,Florida Panhandle Coastal,St. Andrew-St. Joseph Bays,53429.67774580631,89782198.52539062,"-85.323,29.946,-85.189,30.067"
031200031203,Upper Crooked River,Ochlockonee,Ochlockonee,Lower Ochlockonee,47443.934947496964,82606991.21875,"-84.614,29.891,-84.500,30.002"
031300130501,North Tates  Hell Swamp,Apalachicola,Apalachicola,New,42215.525787433806,67699917.40234375,"-84.933,29.947,-84.821,30.033"
031300130401,Thousand Yard Bay,Apalachicola,Apalachicola,New,49174.22874557483,77855990.0234375,"-84.689,29.897,-84.599,30.035"
031300110802,Juniper Cove Swamp,Apalachicola,Apalachicola,Apalachicola,71715.68307268209,99638343.6875,"-85.013,29.892,-84.897,30.065"
031200031204,Ochlockonee Bay,Ochlockonee,Ochlockonee,Lower Ochlockonee,94750.05022749194,134454285.2578125,"-84.545,29.902,-84.287,30.021"
031101020503,Yates Creek-Clearwater Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,58429.44725830746,155076252.390625,"-83.721,29.799,-83.523,29.927"
031102060701,Cow Creek Slough,Suwannee,Suwannee,Santa Fe,76956.78309351348,73264880.8828125,"-82.759,29.645,-82.657,29.831"
031300130303,Gator Creek-New River,Apalachicola,Apalachicola,New,59237.40332262918,84057408.54296875,"-84.836,29.976,-84.677,30.066"
031102050601,Lower Mallory Swamp,Suwannee,Suwannee,Lower Suwannee,94271.32256162587,141833306.83984375,"-83.084,29.720,-82.820,29.883"
031300130302,Lower Juniper Creek-New River,Apalachicola,Apalachicola,New,34620.80083942622,52210864.62890625,"-84.816,30.012,-84.702,30.084"
031401010703,Eagle Nest Bayou-Wetappo Creek Frontal,Choctawhatchee-Escambia,Florida Panhandle Coastal,St. Andrew-St. Joseph Bays,79633.21769351274,182973535.734375,"-85.438,29.977,-85.199,30.143"
031102060703,Cow Creek-Sante Fe River,Suwannee,Suwannee,Santa Fe,45328.12973470896,45728387.69140625,"-82.831,29.770,-82.737,29.870"
031300130203,Mud Swamp-New River,Apalachicola,Apalachicola,New,49739.200940541195,71373857.265625,"-84.944,30.020,-84.812,30.115"
031300120606,Douglas Slough,Apalachicola,Apalachicola,Chipola,67548.37718349253,109944311.83203125,"-85.247,29.967,-85.085,30.138"
030801021101,Saluda Swamp,St. Johns,St. Johns,Oklawaha,46131.05005974176,66232466.85546875,"-82.220,29.688,-82.102,29.803"
031200031202,Womack Creek Swamp,Ochlockonee,Ochlockonee,Lower Ochlockonee,78286.68698729142,111386037.87890625,"-84.706,29.987,-84.511,30.091"
031102050504,Rock Bluff Spring,Suwannee,Suwannee,Lower Suwannee,77190.72298000345,148679065.41796875,"-82.983,29.758,-82.798,29.895"
031102050503,Upper Mallory Swamp,Suwannee,Suwannee,Lower Suwannee,51535.20634116363,59072980.92578125,"-83.076,29.816,-82.931,29.933"
031101020703,Boggy Creek-Steinhatchee River,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,89474.86199061423,91799973.90234375,"-83.487,29.717,-83.347,29.979"
031101020504,Blue Creek-Salt Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,89833.88805410823,115053295.1484375,"-83.642,29.784,-83.436,29.992"
031300110605,River Styx-Apalachicola River,Apalachicola,Apalachicola,Apalachicola,68863.43811641246,75565426.3203125,"-85.155,30.002,-85.037,30.171"
031101020801,Upper Eightmile Creek-Steinhatchee River,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,66378.35958447354,165522978.3046875,"-83.235,29.783,-83.070,29.965"
031102050501,Wampee Ponds,Suwannee,Suwannee,Lower Suwannee,56410.285153378216,71067922.30859375,"-83.094,29.858,-82.919,29.965"
031102060302,Rocky Creek-Sante Fe River,Suwannee,Suwannee,Santa Fe,69222.69548965621,107327534.65234375,"-82.448,29.730,-82.318,29.879"
031300110801,Little Owl Creek,Apalachicola,Apalachicola,Apalachicola,62054.57601254397,121832025.23046875,"-85.049,29.992,-84.932,30.176"
031102060505,Lilly Spring,Suwannee,Suwannee,Santa Fe,78623.69407837852,92474094.953125,"-82.691,29.733,-82.558,29.919"
031102060504,River Rise,Suwannee,Suwannee,Santa Fe,65115.11182789599,123759608.6640625,"-82.649,29.767,-82.520,29.924"
031200031201,Suffret Creek,Ochlockonee,Ochlockonee,Lower Ochlockonee,44582.76697429209,57154981.75,"-84.609,30.019,-84.540,30.146"
031101020501,Big Spring Creek-Mullet Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,87988.1992938832,208971368.1875,"-83.804,29.887,-83.523,30.039"
031200030903,Hitchcock Lake,Ochlockonee,Ochlockonee,Lower Ochlockonee,48693.05526256702,90448077.859375,"-84.734,30.065,-84.596,30.161"
031300130202,Cat Branch-New River,Apalachicola,Apalachicola,New,53603.52878732572,92283219.1328125,"-84.907,30.056,-84.766,30.176"
031300130301,Upper Juniper Creek-New River,Apalachicola,Apalachicola,New,44582.26688492814,61704948.359375,"-84.800,30.072,-84.695,30.174"
031200010903,Old Creek-Skipper Creek Frontal,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,75746.64785818738,138450971.40625,"-84.430,29.957,-84.287,30.142"
031101020403,Henderson Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,37543.0039436527,60457412.14453125,"-83.788,29.975,-83.694,30.072"
031300110604,Kennedy Creek,Apalachicola,Apalachicola,Apalachicola,83372.0621202891,133701409.23828125,"-85.130,30.005,-84.937,30.202"
031102050502,Branford Springs,Suwannee,Suwannee,Lower Suwannee,69868.5560702391,102168062.453125,"-83.020,29.864,-82.847,29.974"
031200031101,Lower Sopchoppy River,Ochlockonee,Ochlockonee,Lower Ochlockonee,73119.62878548935,89529466.97265625,"-84.563,29.989,-84.426,30.151"
031300130201,West Prong of New River,Apalachicola,Apalachicola,New,41932.266267398845,45758829.14453125,"-84.976,30.104,-84.875,30.209"
031200031102,Buckhorn Creek-Sopchoppy River,Ochlockonee,Ochlockonee,Lower Ochlockonee,61655.91375488555,97759731.1328125,"-84.493,30.010,-84.376,30.155"
031300120605,Lower Dead Lakes,Apalachicola,Apalachicola,Chipola,41695.65504765076,70648876.56054688,"-85.222,30.124,-85.135,30.237"
031101020701,Upper California Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,50224.41199463862,84296550.5078125,"-83.456,29.882,-83.363,30.044"
031102060506,Ginnie Springs,Suwannee,Suwannee,Santa Fe,64471.71435402937,85495446.00390625,"-82.750,29.785,-82.636,29.956"
031102060704,Double Pond,Suwannee,Suwannee,Santa Fe,79229.80879296224,148731306.9921875,"-82.883,29.856,-82.668,29.987"
030801030601,Lower Etonia Creek,St. Johns,St. Johns,Lower St. Johns,68373.36898887396,112820008.828125,"-81.875,29.707,-81.703,29.862"
031101020602,Lower Kettle Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,65175.951065733214,107034836.15234375,"-83.366,29.836,-83.266,30.054"
031101020604,Mud Creek-Steinhatchee River,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,111017.54966260913,194479445.3359375,"-83.311,29.826,-83.094,30.047"
031101020603,Bird Bay-Steinhatchee River,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,54174.67829727701,131452673.31640625,"-83.258,29.888,-83.150,30.047"
031102060503,Sante Fe River-River Sink,Suwannee,Suwannee,Santa Fe,51115.70368737785,84330378.37109375,"-82.648,29.874,-82.491,29.974"
031200010902,Goose Creek-Walker Creek Frontal,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,59611.64134289128,143831015.83984375,"-84.341,30.007,-84.205,30.169"
031300120604,West Arm of Dead Lakes,Apalachicola,Apalachicola,Chipola,64438.51446097266,110415775.22265625,"-85.328,30.108,-85.198,30.278"
031102060101,Sante Fe Lake,Suwannee,Suwannee,Santa Fe,92364.08825839496,216073519.56640625,"-82.198,29.698,-82.028,29.910"
031101020502,Spring Warrior Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,100259.68049136482,177942358.51953125,"-83.689,29.909,-83.402,30.083"
031401010701,St. Joseph Bay,Choctawhatchee-Escambia,Florida Panhandle Coastal,St. Andrew-St. Joseph Bays,66859.67505840585,83471905.42578125,"-85.387,30.118,-85.264,30.287"
031200031003,Monkey Creek,Ochlockonee,Ochlockonee,Lower Ochlockonee,37628.545104224926,55460498.51171875,"-84.616,30.128,-84.492,30.218"
030801030502,Lake Geneva,St. Johns,St. Johns,Lower St. Johns,78962.3503360184,121935782.7890625,"-82.071,29.705,-81.966,29.921"
031401010503,George Creek,Choctawhatchee-Escambia,Florida Panhandle Coastal,St. Andrew-St. Joseph Bays,54321.955132099036,73136814.40039062,"-85.494,30.200,-85.361,30.299"
031300110603,Florida River,Apalachicola,Apalachicola,Apalachicola,66184.13284687535,128678381.203125,"-85.161,30.142,-85.023,30.275"
031102060104,Sante Fe Drain,Suwannee,Suwannee,Santa Fe,67265.77716452927,86849287.1484375,"-82.301,29.787,-82.175,29.953"
030801030603,Simms Creek,St. Johns,St. Johns,Lower St. Johns,74121.5160043381,157562557.78515625,"-81.778,29.681,-81.633,29.889"
031102050406,Lower South Suwannee Slough,Suwannee,Suwannee,Lower Suwannee,45045.09450224162,72848133.421875,"-82.954,29.950,-82.808,30.033"
031200010901,Springs Creek,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,56061.10687322867,76192963.09375,"-84.419,30.071,-84.306,30.204"
031300130102,Bay Creek-New River,Apalachicola,Apalachicola,New,41284.71808249797,50453127.23046875,"-84.878,30.135,-84.793,30.255"
031101020402,Thomas Mill Hammock,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,49962.54858713834,71797728.421875,"-83.741,30.008,-83.625,30.138"
031300130103,Lindsay Bay,Apalachicola,Apalachicola,New,57643.72517290015,73386210.65625,"-84.935,30.125,-84.812,30.265"
031200011102,Stone Bayou-Catfish Creek Frontal,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,61812.72194009793,186936682.38671875,"-84.206,30.026,-84.015,30.184"
031102050407,Little River Springs,Suwannee,Suwannee,Lower Suwannee,52090.17306611431,70421571.92578125,"-83.040,29.955,-82.879,30.060"
031200030902,Whitehead Lake,Ochlockonee,Ochlockonee,Lower Ochlockonee,78352.91596805668,117296399.2109375,"-84.806,30.140,-84.600,30.254"
031102060405,Fern Pond,Suwannee,Suwannee,Santa Fe,56762.66057948437,118646312.4140625,"-82.530,29.865,-82.403,30.011"
031101020405,Perry Island Creek-Smith McCullah Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,68398.77754202613,141205105.0859375,"-83.951,29.963,-83.771,30.175"
031101020601,Upper Kettle Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,78321.75566522061,128416119.50390625,"-83.426,29.899,-83.306,30.132"
031101020203,Carlton Springs,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,72343.40494633566,118448447.16796875,"-83.667,30.016,-83.484,30.145"
031200010803,Lower Lost Creek,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,48616.669200265256,62839980.0078125,"-84.479,30.137,-84.384,30.250"
031102060103,Lake Sampson,Suwannee,Suwannee,Santa Fe,59132.092092119696,120214044.171875,"-82.260,29.852,-82.128,29.997"
030801030901,Ates Creek,St. Johns,St. Johns,Lower St. Johns,53743.63696633614,112108346.85546875,"-81.949,29.801,-81.839,29.957"
031102060102,Alligator Creek-Sante Fe River,Suwannee,Suwannee,Santa Fe,51205.36502808334,87195844.67578125,"-82.155,29.881,-82.015,29.983"
031200030901,Highlog Lake,Ochlockonee,Ochlockonee,Lower Ochlockonee,55717.092847345884,100636497.41796875,"-84.800,30.184,-84.643,30.293"
031102060606,Ichetucknee River,Suwannee,Suwannee,Santa Fe,82992.66035560833,149662147.125,"-82.839,29.932,-82.656,30.072"
031102060208,Fivemile Creek,Suwannee,Suwannee,Santa Fe,62762.7167374414,91463327.3125,"-82.437,29.903,-82.269,30.033"
031200010703,Jump Creek,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,38843.66931238813,51625350.58203125,"-84.426,30.173,-84.325,30.265"
031102050203,Old Grassy Lake,Suwannee,Suwannee,Lower Suwannee,46765.065605884054,85765644.1640625,"-83.322,30.031,-83.195,30.137"
030801030902,Greens Creek,St. Johns,St. Johns,Lower St. Johns,60374.02021129344,121294096.77734375,"-81.859,29.817,-81.741,29.971"
031102050405,Pickel Lake,Suwannee,Suwannee,Lower Suwannee,65651.39561908727,170239564.328125,"-83.123,29.955,-82.949,30.119"
031101020404,Pitts Creek-Regular Creek Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,85175.91470492618,153929142.51171875,"-83.882,29.925,-83.704,30.206"
031200031002,Middle Sopchoppy River,Ochlockonee,Ochlockonee,Lower Ochlockonee,59168.131630596814,112827441.3203125,"-84.617,30.144,-84.462,30.297"
031102060605,Ichetucknee Draw,Suwannee,Suwannee,Santa Fe,63801.07187111066,99668639.5625,"-82.716,29.941,-82.568,30.079"
031200030705,Telogia Creek,Ochlockonee,Ochlockonee,Lower Ochlockonee,44417.983090836555,63346080.171875,"-84.850,30.251,-84.734,30.332"
031300110601,Little Gully Creek,Apalachicola,Apalachicola,Apalachicola,41090.23782983546,56580876.09765625,"-85.041,30.242,-84.934,30.346"
030801030804,Clarks Creek,St. Johns,St. Johns,Lower St. Johns,82950.73526738238,227969631.4921875,"-81.744,29.778,-81.530,29.952"
031300120602,Cypress Creek-Dead Lakes,Apalachicola,Apalachicola,Chipola,61040.20255854641,115471429.24023438,"-85.286,30.210,-85.175,30.377"
031200011003,East River,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,54914.44148002994,79635673.453125,"-84.187,30.078,-84.094,30.263"
031300130101,Washington Bay,Apalachicola,Apalachicola,New,38791.74944156833,61093913.64453125,"-84.921,30.223,-84.837,30.343"
031102060404,Lower Olustee Creek,Suwannee,Suwannee,Santa Fe,63338.39692481947,112434819.09375,"-82.622,29.939,-82.492,30.084"
030801030903,Upper South Fork of Black Creek,St. Johns,St. Johns,Lower St. Johns,81109.59647850123,134988751.390625,"-82.021,29.844,-81.805,30.007"
031101020303,Spring Creek-Fenholloway River,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,65284.93880317522,128345239.96875,"-83.675,30.074,-83.488,30.205"
031102050305,Allon Lake,Suwannee,Suwannee,Lower Suwannee,93497.1386069185,164294707.33203125,"-83.241,29.998,-83.048,30.163"
031300110602,Big Gully Creek,Apalachicola,Apalachicola,Apalachicola,70496.10581702266,123367034.3203125,"-85.044,30.187,-84.870,30.351"
031200010802,Middle Lost Creek,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,40103.65158378503,67037960.5078125,"-84.529,30.212,-84.422,30.310"
031401010302,Middle Bear Creek-Ecofina Creek,Choctawhatchee-Escambia,Florida Panhandle Coastal,St. Andrew-St. Joseph Bays,56428.80465789688,85229060.32617188,"-85.475,30.266,-85.363,30.404"
031101020202,Fenholloway River,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,65231.31876850442,130945144.80078125,"-83.516,30.063,-83.367,30.202"
030801021102,Hatchet Creek,St. Johns,St. Johns,Oklawaha,71984.40186565765,100227829.97265625,"-82.361,29.685,-82.181,29.819"
030801030504,Upper Etonia Creek,St. Johns,St. Johns,Lower St. Johns,60517.176312430354,136985874.0546875,"-81.957,29.651,-81.805,29.802"
030801030503,Smith Lake,St. Johns,St. Johns,Lower St. Johns,48257.274125193064,85252078.75390625,"-82.009,29.746,-81.875,29.859"
031102060604,Cypress Lake-Ichetucknee River,Suwannee,Suwannee,Santa Fe,40910.35605710261,55596904.55078125,"-82.816,30.043,-82.709,30.123"
031300120603,Upper Dead Lakes,Apalachicola,Apalachicola,Chipola,55257.10806214954,86713257.37304688,"-85.202,30.228,-85.114,30.385"
031102060204,Water Oak Creek,Suwannee,Suwannee,Santa Fe,65016.50424037511,109454141.2265625,"-82.235,29.950,-82.030,30.050"
031200011001,Wakulla River,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,61975.00945193538,112266904.01171875,"-84.333,30.148,-84.177,30.295"
031102060403,Swift Creek-Olustee Creek,Suwannee,Suwannee,Santa Fe,50235.17645029493,87890460.23828125,"-82.546,29.985,-82.402,30.093"
031200010702,Black Creek-Wakulla Springs,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,35680.260212840185,41362044.2109375,"-84.452,30.257,-84.344,30.324"
031200011002,Lower St. Marks River,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,86893.24944805822,118035745.8515625,"-84.265,30.039,-84.115,30.296"
031102050403,Lower Little River,Suwannee,Suwannee,Lower Suwannee,50007.6199122297,91083325.0625,"-82.963,30.044,-82.855,30.160"
031102060206,McKinney Branch,Suwannee,Suwannee,Santa Fe,58690.368800012184,86611656.234375,"-82.317,29.931,-82.207,30.081"
031200011101,Featherbed Bay,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,40282.34116935658,63943782.6640625,"-84.117,30.181,-84.039,30.292"
031300120601,Old Camp Four Swamp,Apalachicola,Apalachicola,Chipola,66350.92362121833,143140309.86523438,"-85.383,30.264,-85.251,30.426"
031101020401,Secotan Slough,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,54517.06406299257,72493444.046875,"-83.752,30.067,-83.639,30.250"
031101030505,Aucilla River-Apalachee Bay,Suwannee,Aucilla-Waccasassa,Aucilla,68467.19280978547,121100837.3828125,"-83.996,30.086,-83.807,30.273"
031101020104,Smokehouse Creek-Lower Eocfina River Frontal,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,92897.72674862732,224725480.05859375,"-84.033,29.995,-83.790,30.272"
031101020302,Rocky Creek-Spring Creek,Suwannee,Aucilla-Waccasassa,Econfina-Steinhatchee,65670.16888138595,123053318.1171875,"-83.682,30.093,-83.516,30.253"
031102060207,Richard Creek,Suwannee,Suwannee,Santa Fe,62496.382853098236,92694827.390625,"-82.379,29.933,-82.282,30.096"
031300110502,Iamonia Lake-Apalachicola River,Apalachicola,Apalachicola,Apalachicola,55713.89526923962,93086877.6953125,"-85.128,30.250,-85.038,30.423"
031200030704,Stokes Branch,Ochlockonee,Ochlockonee,Lower Ochlockonee,34906.711237484276,53881563.13671875,"-84.848,30.299,-84.740,30.389"
031102060202,Alligator Creek-New River,Suwannee,Suwannee,Santa Fe,47148.709592037325,61524931.66796875,"-82.181,29.998,-82.034,30.089"
031102050202,Blue Spring-Suwannee River,Suwannee,Suwannee,Lower Suwannee,81664.0753726711,160894347.3203125,"-83.384,30.084,-83.164,30.227"
031101030504,Lower Wacissa River,Suwannee,Aucilla-Waccasassa,Aucilla,50146.45760788414,99856068.24609375,"-84.010,30.147,-83.907,30.311"
031102060603,Rose Creek-Ichetucknee River,Suwannee,Suwannee,Santa Fe,67969.84189558233,122502900.4296875,"-82.730,30.057,-82.527,30.153"
030801031102,Peters Creek,St. Johns,St. Johns,Lower St. Johns,52467.55607685288,58260713.0234375,"-81.796,29.893,-81.709,30.047"
031200031001,Upper Sopchoppy River,Ochlockonee,Ochlockonee,Lower Ochlockonee,62132.86324719065,95808609.49609375,"-84.664,30.229,-84.528,30.379"
031200010704,Wakulla Springs,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,62340.50302438719,89293208.02734375,"-84.402,30.209,-84.274,30.369"
031200010801,Upper Lost Creek,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,52713.88702028705,87316346.453125,"-84.563,30.287,-84.407,30.381"
031200010605,McBride Slough,Ochlockonee,Ochlockonee,Apalachee Bay-St. Marks,43686.14010045863,62413160.4921875,"-84.300,30.225,-84.214,30.356"
031200030702,Panther Creek-Telogia Creek,Ochlockonee,Ochlockonee,Lower Ochlockonee,41308.933293030284,67676838.24609375,"-84.911,30.337,-84.797,30.422"
031300110503,Outside Lake,Apalachicola,Apalachicola,Apalachicola,63282.45784038448,96920070.54296875,"-85.080,30.248,-84.955,30.436"
030801030904,Lower South Fork of Black Creek,St. Johns,St. Johns,Lower St. Johns,71581.14693858633,131030355.40234375,"-81.965,29.955,-81.773,30.074"
031200030805,Reedy Creek,Ochlockonee,Ochlockonee,Lower Ochlockonee,69266.86976060222,132565870.33203125,"-84.774,30.256,-84.584,30.410"
031200030701,Devil's Branch-Telogia Creek,Ochlockonee,Ochlockonee,Lower Ochlockonee,42733.08440340427,68138891.7734375,"-84.986,30.329,-84.886,30.436"
030801031001,Kingsley Lake,St. Johns,St. Johns,Lower St. Johns,52029.39515950801,121116524.7265625,"-82.052,29.941,-81.952,30.101"
031102050402,Blue Lake,Suwannee,Suwannee,Lower Suwannee,58285.11804855557,98246377.08203125,"-83.065,30.074,-82.897,30.217"
031102060602,Cannon Creek,Suwannee,Suwannee,Santa Fe,53663.37421859176,74825791.7421875,"-82.795,30.105,-82.645,30.184"
031102050404,Upper South Suwannee Slough,Suwannee,Suwannee,Lower Suwannee,69859.4828004799,110810706.32421875,"-82.885,30.015,-82.759,30.203"
