HUC12,HU_12_NAME,SUBREGION,BASIN,SUBBASIN,Shape_Length,Shape_Area,bounds
030602020204,Middle Ogeechee Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,45108.70141101992,77310582.1328125,"-81.666,32.616,-81.529,32.715"
030601100101,Gillison Branch,Ogeechee-Savannah,Savannah,Calibogue Sound-Wright River,56800.27372527837,96994749.78125,"-81.147,32.504,-81.014,32.642"
031300020706,Shoal Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,38338.62587552291,43962898.7109375,"-85.014,33.037,-84.883,33.094"
031300050504,Walnut Creek,Apalachicola,Apalachicola,Upper Flint,52643.377257645065,111090107.83203125,"-84.756,32.959,-84.572,33.058"
030701070102,Big Branch-Ohoopee River,Altamaha-St. Marys,Altamaha,Ohoopee,67260.97469580019,113551729.8671875,"-82.825,32.650,-82.681,32.858"
031501090204,Upper Chatahospee Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,77284.5020819272,197148793.2890625,"-85.560,32.986,-85.329,33.134"
030701020505,Dry Branch-Commissioner Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,51155.46286288158,90374151.515625,"-83.243,32.808,-83.085,32.910"
031501090202,Little Chatahospee Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,38330.917077537924,45677010.03125,"-85.524,33.071,-85.386,33.140"
030701031403,Upper Little Tobesofkee Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,37220.19362143775,57800785.59375,"-84.124,32.925,-84.009,33.013"
030701031602,Sabbath Creek-Ocmulgee River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,52349.14092639531,79563863.5859375,"-83.735,32.827,-83.605,32.967"
030502060309,Atlantic Ocean,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,58020.90288553356,96903103.2890625,"-80.400,32.419,-80.180,32.540"
030701031501,Wood Creek-Echeconnee Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,53879.25460667539,89345021.140625,"-84.152,32.872,-84.010,33.018"
030701020504,Little Commissioner Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,80099.4252218894,126979719.390625,"-83.518,32.836,-83.205,32.955"
031300020704,Upper Beech Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,34907.591625807014,48682349.44140625,"-84.888,33.021,-84.776,33.100"
030602010704,Big Long Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,46929.411502299925,91842028.2265625,"-82.293,32.678,-82.165,32.806"
030701070103,Upper Cedar Creek,Altamaha-St. Marys,Altamaha,Ohoopee,37839.00540064217,55622314.6796875,"-82.770,32.764,-82.686,32.874"
030701070203,Smith Creek-Little Ohoopee River,Altamaha-St. Marys,Altamaha,Ohoopee,58805.702231622214,107730641.265625,"-82.640,32.714,-82.472,32.854"
030602010702,Daniels Mill Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,48985.737350902666,81593195.4453125,"-82.397,32.712,-82.244,32.817"
030502080407,Tulifiny River-Coosawhatchie River,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,79785.79923285752,146310205.703125,"-81.065,32.514,-80.847,32.664"
031300051001,Upper Tobler Creek,Apalachicola,Apalachicola,Upper Flint,31905.225046982996,47013868.046875,"-84.207,32.937,-84.132,33.041"
030602010706,Deep Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,43120.28534207675,53085378.703125,"-82.189,32.683,-82.107,32.811"
031300020806,Lower Wehadkee Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,53518.1621438049,69909386.6640625,"-85.266,32.990,-85.185,33.147"
031300050503,Mill Creek,Apalachicola,Apalachicola,Upper Flint,38597.55997714418,63229922.0078125,"-84.789,33.031,-84.644,33.102"
030602010509,Rocky Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,41105.7349731705,65480623.75,"-82.438,32.740,-82.324,32.842"
030502060406,Atlantic Ocean,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,26947.456892184768,39938266.921875,"-80.230,32.500,-80.121,32.561"
030602010508,Mill Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,31428.89326333543,44017361.890625,"-82.507,32.766,-82.419,32.856"
030602020107,Long Branch-Ogeechee River,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,43596.15320268657,42362110.21875,"-81.890,32.653,-81.796,32.788"
030602020101,Richardson Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,81783.5214750949,135125463.3203125,"-82.027,32.641,-81.834,32.797"
030502080602,Huspa Creek,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,45470.96587609611,61493467.3046875,"-80.845,32.541,-80.732,32.651"
031501090107,Hutton Creek-Beaverdam Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,54571.80901573161,84110359.68359375,"-85.659,33.086,-85.477,33.185"
030701031604,Lower Walnut Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,62515.18796106221,130048152.9375,"-83.667,32.828,-83.510,32.987"
030602020203,South Fork Ogeechee Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,52191.84133466956,82646312.3125,"-81.780,32.638,-81.640,32.776"
031300050603,Middle Elkins Creek,Apalachicola,Apalachicola,Upper Flint,41745.81864657877,69043229.6953125,"-84.499,32.963,-84.389,33.085"
031300050904,Little Potato Creek,Apalachicola,Apalachicola,Upper Flint,53451.3540393718,98398662.1015625,"-84.350,32.976,-84.161,33.062"
031300020707,Yellowjacket Creek-West Point Lake,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,45671.921302546616,80652593.15625,"-85.121,33.026,-84.998,33.142"
030502060307,Store Creek,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,48196.188622045316,65225606.265625,"-80.394,32.511,-80.255,32.595"
030602010703,Mill Creek-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,42799.882303772116,47884532.3125,"-82.302,32.717,-82.203,32.843"
031300020705,Lower Beech Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,63707.58657419517,98376786.47265625,"-85.012,33.064,-84.772,33.126"
031300020804,Meacham Creek-Cuss Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,41037.27382773939,57335624.96484375,"-85.364,33.085,-85.237,33.175"
031501090203,Allen Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,48212.428157179005,68968309.5078125,"-85.548,33.073,-85.405,33.186"
030701020503,Beaver Creek-Commissioner Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,52013.71733517648,89783879.96875,"-83.350,32.858,-83.193,32.973"
030701020406,Sandy Hill Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,44905.54377555674,81392724.5703125,"-82.978,32.821,-82.841,32.919"
030602020106,Lower Horse Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,26442.790633532684,31668064.8828125,"-81.826,32.716,-81.764,32.790"
030502071101,Wimbee Creek,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,69286.64000226207,122546915.5546875,"-80.748,32.501,-80.545,32.649"
030701020208,Spring Lake-Oconee River,Altamaha-St. Marys,Altamaha,Lower Oconee,35900.67899658199,57590370.4453125,"-83.074,32.844,-82.980,32.941"
030701070202,Nealey Creek-Little Ohoopee River,Altamaha-St. Marys,Altamaha,Ohoopee,44385.4762497761,73711384.65625,"-82.673,32.788,-82.558,32.900"
031501090106,Cedar Creek-Hurricane Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,52936.03477751738,94579465.328125,"-85.706,33.116,-85.517,33.206"
030602020202,Upper Ogeechee Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,43316.19983526768,62008617.9609375,"-81.722,32.654,-81.622,32.785"
030701020407,Wheeler Creek-Buffalo Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,38699.665009056334,36497384.546875,"-83.019,32.852,-82.910,32.944"
030701031306,Rum Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,44997.40098231995,83408403.4609375,"-83.905,32.942,-83.744,33.033"
030701031601,Beaverdam Creek-Ocmulgee River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,56631.44485924586,117122290.890625,"-83.819,32.900,-83.657,33.022"
030701020207,Lower Black Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,45155.71648796386,76371252.9609375,"-83.185,32.850,-83.030,32.964"
031501090402,Upper Enitachopco Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,82217.40335167806,184831029.5546875,"-85.914,33.065,-85.736,33.235"
031300050505,Lower Red Oak Creek,Apalachicola,Apalachicola,Upper Flint,53443.68256169048,73166161.8828125,"-84.712,33.020,-84.535,33.126"
030701020202,Lower Town Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,44440.05802039753,71262654.6796875,"-83.304,32.905,-83.139,32.984"
030701031402,Todd Creek-Tobesofkee Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,64124.86180905732,125634967.0390625,"-84.010,32.885,-83.846,33.064"
030701070201,Golden Creek-Little Ohoopee River,Altamaha-St. Marys,Altamaha,Ohoopee,42891.120207878455,80100497.4765625,"-82.759,32.811,-82.645,32.922"
031300050403,Big Branch,Apalachicola,Apalachicola,Upper Flint,40557.34234229858,66815663.9453125,"-84.572,33.022,-84.461,33.122"
030701031401,Cole Creek-Tobesofkee Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,54746.560065951766,98819639.1796875,"-84.164,32.975,-83.976,33.078"
031300050602,Upper Elkins Creek,Apalachicola,Apalachicola,Upper Flint,48063.819983510075,59808238.4375,"-84.453,32.984,-84.334,33.113"
030701020502,Crooked Creek-Commissioner Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,45536.08770998758,80604845.4140625,"-83.462,32.906,-83.333,33.008"
030602010709,Cypress Creek-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,44231.14657191649,54868128.8359375,"-82.122,32.733,-82.042,32.855"
030502080302,Cypress Creek,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,55016.80153182428,117034745.1015625,"-81.131,32.605,-80.968,32.729"
030701070101,Dyers Creek-Ohoopee River,Altamaha-St. Marys,Altamaha,Ohoopee,44667.61508163946,91046655.875,"-82.859,32.816,-82.740,32.947"
031300020608,Wolf Creek-West Point Lake,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,51040.095620376436,96422943.4140625,"-85.138,33.063,-84.997,33.191"
031501090403,Little Hillabee Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,83036.2891808829,185907645.8125,"-86.006,33.056,-85.868,33.271"
030602010506,Limestone Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,42427.18889023366,74680053.0078125,"-82.665,32.852,-82.507,32.930"
030601090105,Boggy Branch,Ogeechee-Savannah,Savannah,Lower Savannah,71752.9990485693,154333095.7421875,"-81.372,32.563,-81.215,32.771"
030602010707,Seals Creek-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,62265.93217507131,75210810.1171875,"-82.247,32.769,-82.092,32.892"
030701020203,Little Black Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,34397.74286060276,36206353.5546875,"-83.260,32.951,-83.130,33.012"
031300050903,Gola Creek-Potato Creek,Apalachicola,Apalachicola,Upper Flint,47366.350098218754,83406549.2421875,"-84.349,33.030,-84.193,33.116"
031300050502,Middle Red Oak Creek,Apalachicola,Apalachicola,Upper Flint,48540.269898318234,72541082.5703125,"-84.793,33.094,-84.618,33.164"
030602020105,Little Horse Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,42243.00191780167,53411055.8671875,"-81.888,32.737,-81.780,32.853"
030602020201,Headwaters Ogeechee Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,33639.933675467306,40699687.625,"-81.784,32.747,-81.703,32.839"
030701020404,Lamars Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,35495.840242533646,57859638.6328125,"-82.959,32.909,-82.833,32.976"
030502071003,Lower Ashepoo River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,71794.06876836925,137423369.0625,"-80.521,32.464,-80.399,32.672"
030701031307,Berry Creek-Ocmulgee River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,76370.94145411666,107906970.46875,"-83.965,32.984,-83.723,33.090"
030502060308,South Edisto River-Atlantic Intracoastal Waterway,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,102533.48846455537,139015974.9140625,"-80.444,32.473,-80.230,32.663"
030701020405,Panther Run-Buffalo Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,30440.118894329902,41026086.5234375,"-83.015,32.921,-82.919,32.991"
030502080301,Johns Pen Creek,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,50135.02156564914,101984644.375,"-81.196,32.630,-81.063,32.766"
030602010710,Dry Branch-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,50889.80228017357,93990341.9609375,"-82.075,32.752,-81.960,32.883"
031300020801,Whitewater Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,60915.87899804914,101474674.953125,"-85.226,33.051,-85.124,33.229"
031501090103,Wesobulga Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,62123.53939413971,110743798.09765625,"-85.783,33.148,-85.613,33.269"
030502080601,Pocotaligo River-Broad River,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,79497.19483019169,129575846.46875,"-80.942,32.529,-80.794,32.737"
030701031603,Upper Walnut Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,47358.95292271186,110807188.6796875,"-83.668,32.954,-83.528,33.066"
030701020501,Wolf Creek-Commissioner Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,45391.980075016356,98194409.7890625,"-83.536,32.939,-83.413,33.055"
030502070706,Lower Combahee River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,87463.99804057858,107590715.4375,"-80.693,32.511,-80.498,32.704"
030602010507,Salter Branch-Williamson Swamp Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,47567.316901222744,93537676.1953125,"-82.562,32.812,-82.427,32.941"
031300020703,Flat Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,72244.29373298858,115917560.73046875,"-85.014,33.113,-84.759,33.199"
030602010510,Boggy Gut Creek-Williamson Swamp Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,46910.083744620606,77335762.609375,"-82.447,32.824,-82.322,32.944"
031300020803,Little Wehadkee Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,37719.91370777108,46602292.33984375,"-85.270,33.129,-85.204,33.248"
030502080405,Early Branch-Coosawhatchie River,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,37726.548946899726,42578097.390625,"-80.990,32.642,-80.904,32.758"
030601090102,Long Branch-Savannah River,Ogeechee-Savannah,Savannah,Lower Savannah,36146.98721267853,45827489.09375,"-81.405,32.729,-81.282,32.806"
030502070704,Middle Combahee River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,76244.39556446686,148171276.2421875,"-80.865,32.610,-80.628,32.740"
031501090201,Finley Creek-Mill Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,47540.28221334302,89273035.453125,"-85.437,33.127,-85.315,33.262"
030502020207,Atlantic Ocean,Edisto-Santee,Edisto-South Carolina Coastal,South Carolina Coastal,51493.480574967936,94809856.7734375,"-80.170,32.530,-79.948,32.629"
030701031203,Rocky Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,39389.70301432969,69471323.59375,"-84.075,33.045,-83.942,33.121"
030602010701,Clear Spring Creek-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,51631.517905627945,79050344.1953125,"-82.338,32.805,-82.225,32.932"
031300050501,Upper Red Oak Creek,Apalachicola,Apalachicola,Upper Flint,34052.51810075352,55598964.7421875,"-84.775,33.123,-84.673,33.211"
031300020606,Zachry Creek-Chattahoochee River,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,41149.00130768405,59088987.24609375,"-85.216,33.179,-85.069,33.251"
030502070705,Chehaw River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,68288.10582449584,112941738.0078125,"-80.633,32.554,-80.504,32.722"
030602010708,Chew Mill Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,42608.89269293497,55606716.71875,"-82.146,32.814,-82.058,32.927"
031300020607,Potato Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,34331.8796157754,47574901.140625,"-85.041,33.161,-84.916,33.236"
030701020104,Camp Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,48875.42157063258,85560560.2265625,"-83.364,32.964,-83.202,33.061"
030502020203,Kiawah River,Edisto-Santee,Edisto-South Carolina Coastal,South Carolina Coastal,47871.95143007031,62595197.0703125,"-80.183,32.559,-80.020,32.654"
031300050402,Birch Creek,Apalachicola,Apalachicola,Upper Flint,45298.34683930879,74554534.828125,"-84.518,33.083,-84.359,33.180"
031501090401,Shool Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,65370.231290066775,111930870.38671875,"-85.952,33.155,-85.801,33.323"
031300050401,Hollonville-Flint River,Apalachicola,Apalachicola,Upper Flint,29368.149773106896,40077165.1953125,"-84.539,33.120,-84.455,33.200"
030602010504,Sun Hill Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,60908.70401758004,124259534.5625,"-82.810,32.903,-82.626,33.009"
031300020702,Blue Creek-Yellowjacket Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,51991.73157319412,92594990.9765625,"-84.981,33.154,-84.789,33.233"
030502060405,Dawho River-North Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,87380.51928197323,151210797.734375,"-80.400,32.540,-80.160,32.705"
031501090104,Cornhouse Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,60927.65914883468,144954595.39453125,"-85.577,33.176,-85.379,33.298"
030701031201,Big Towaliga River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,46929.76353001543,93376813.3046875,"-84.210,33.051,-84.098,33.172"
030602010408,Baker Branch-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,42770.60316585306,56000965.890625,"-82.388,32.840,-82.292,32.967"
030701020201,Upper Town Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,40573.95426180288,55624499.125,"-83.205,32.950,-83.084,33.059"
030602010505,Steel Creek-Williamson Swamp Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,59582.53702411255,100323228.46875,"-82.667,32.912,-82.459,33.000"
030701031202,Little Towaliga River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,49136.94500652446,69381751.6484375,"-84.124,33.074,-83.957,33.164"
030602020104,Middle Horse Creek,Ogeechee-Savannah,Ogeechee,Lower Ogeechee,42446.98045747699,73465597.96875,"-81.872,32.798,-81.767,32.912"
030701031305,Deer Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,51668.06626485207,91362951.0703125,"-83.746,33.012,-83.607,33.120"
031501090105,Dewberry Branch,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,57164.41606396968,86687323.1328125,"-85.656,33.193,-85.514,33.320"
030502080101,Lake George Warren-Brier Creek,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,30628.574009889777,37371234.1953125,"-81.189,32.737,-81.123,32.828"
030502060403,Leadenwah Creek,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,41755.23573218117,36024823.59375,"-80.255,32.602,-80.147,32.689"
031300020604,Tolieson Branch-Hillabahatchee Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,33718.60482184908,38204296.23046875,"-85.294,33.225,-85.177,33.285"
030602010705,Bark Camp Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,50547.48644958356,96778564.6796875,"-82.241,32.813,-82.124,32.961"
031300020802,Upper Wehadkee Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,59859.945320557366,107219093.8203125,"-85.374,33.124,-85.247,33.296"
030601090201,Upper Runs Branch,Ogeechee-Savannah,Savannah,Lower Savannah,163491.18878835635,288166317.4765625,"-81.538,32.546,-81.286,32.857"
030502080404,Mcpherson Creek-Coosawhatchie River,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,54097.36642621254,102646701.921875,"-81.107,32.703,-80.941,32.816"
030701031301,Upper Falling Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,57751.20913602017,85653722.6796875,"-83.840,32.992,-83.702,33.155"
030602010407,Spring Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,33127.44800736513,40816004.8125,"-82.335,32.906,-82.227,32.982"
030701011703,Shoal Creek-Big Cedar Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,47075.16721576738,98302086.0859375,"-83.617,33.031,-83.473,33.135"
030701020403,Limestone Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,49266.80282395317,79723174.6875,"-82.953,32.941,-82.804,33.061"
031300050601,Headwaters Elkins Creek,Apalachicola,Apalachicola,Upper Flint,49267.882994071646,92665060.28125,"-84.402,33.057,-84.302,33.215"
030701020105,Buck Creek-Oconee River,Altamaha-St. Marys,Altamaha,Lower Oconee,41418.84973915225,58596542.65625,"-83.245,32.999,-83.132,33.091"
031300020601,Hillabahatchee Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,43591.15911392898,51426788.0,"-85.132,33.188,-85.040,33.295"
030602010610,Spring Mill Branch-Buckhead Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,75789.80589270935,87353919.453125,"-82.031,32.784,-81.872,32.946"
030602010606,McCullough Millpond-Buckhead Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,33764.21298271244,45057881.546875,"-82.182,32.907,-82.049,32.971"
031300050306,Lower White Oak Creek,Apalachicola,Apalachicola,Upper Flint,61746.94437402596,118772822.3359375,"-84.686,33.095,-84.518,33.246"
030701020206,Gumm Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,52789.697790432176,94615246.125,"-83.105,32.921,-83.000,33.083"
030502080102,Lake George Warren-Black Creek,Edisto-Santee,Edisto-South Carolina Coastal,Broad-St. Helena,64128.14285394024,125992148.828125,"-81.305,32.701,-81.153,32.859"
030502020206,Atlantic Ocean,Edisto-Santee,Edisto-South Carolina Coastal,South Carolina Coastal,29877.916226387686,50056367.8828125,"-79.973,32.590,-79.866,32.679"
030602010609,Little Buckhead Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,46630.79383876291,74406192.8046875,"-81.963,32.815,-81.852,32.950"
030701020102,Upper Fishing Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,47363.575606244005,104438584.7734375,"-83.457,32.997,-83.317,33.120"
031501090102,Horsetrough Creek-Crooked Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,73728.27777676912,143817500.17578125,"-85.855,33.232,-85.643,33.367"
031300050304,Bear Creek,Apalachicola,Apalachicola,Upper Flint,38975.75518315021,58638990.28125,"-84.752,33.172,-84.627,33.267"
031300050902,Turnpike Creek,Apalachicola,Apalachicola,Upper Flint,42896.82501814336,67883467.3671875,"-84.320,33.095,-84.238,33.228"
030602010209,Boyd Branch-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,41221.640935830816,74803883.6015625,"-82.543,32.928,-82.413,33.030"
030701031204,Standard Creek-Towaliga River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,57516.7022647643,113745159.8359375,"-83.961,33.078,-83.817,33.196"
031300020603,Town of Mason-Cedar Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,33457.78047603563,45840057.18359375,"-85.312,33.265,-85.193,33.327"
030602010605,Eightmile Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,33102.758390218056,35098205.8125,"-82.249,32.949,-82.119,33.001"
030502060306,Hope Creek-Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,48163.63788507006,71748948.2109375,"-80.483,32.641,-80.370,32.772"
031300020701,Colley Lake-Yellowjacket Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,30393.50953370664,41937239.60546875,"-84.833,33.197,-84.746,33.281"
030502020204,Folly Creek,Edisto-Santee,Edisto-South Carolina Coastal,South Carolina Coastal,31036.4660068007,35092390.71875,"-79.998,32.626,-79.893,32.701"
030602010503,Inman Branch-Williamson Swamp Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,39022.59179620393,48967251.765625,"-82.750,32.980,-82.616,33.055"
030601080403,Lower Beaverdam Creek,Ogeechee-Savannah,Savannah,Brier,72539.36723550051,145674480.0390625,"-81.737,32.763,-81.568,32.939"
030601080503,Beaverdam Creek-Brier Creek,Ogeechee-Savannah,Savannah,Brier,76375.56815913013,135758849.0859375,"-81.644,32.774,-81.426,32.919"
030502070702,Upper Combahee River,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,52485.41168710995,74338548.9765625,"-80.934,32.705,-80.803,32.821"
031300020605,Brush Creek,Apalachicola,Apalachicola,Middle Chattahoochee-Lake Harding,38732.19542932411,50217626.75390625,"-85.206,33.227,-85.111,33.320"
030701020103,Lower Fishing Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,45705.53901760998,69086949.6953125,"-83.344,33.039,-83.214,33.131"
030502060401,Toogoodoo Creek,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,47814.435819948245,72118695.46875,"-80.385,32.646,-80.243,32.747"
030502070703,Cuckolds Creek,Edisto-Santee,Edisto-South Carolina Coastal,Salkehatchie,62790.30157954692,147844339.4296875,"-80.821,32.671,-80.612,32.816"
030602010502,Kittrell Creek,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,37817.72075244958,50574890.8125,"-82.793,32.997,-82.684,33.075"
030701020402,Robinson Creek,Altamaha-St. Marys,Altamaha,Lower Oconee,35910.93783139337,60376967.84375,"-82.881,32.989,-82.779,33.080"
030502020205,Stono River,Edisto-Santee,Edisto-South Carolina Coastal,South Carolina Coastal,67516.7524658981,84329509.9609375,"-80.144,32.604,-79.961,32.715"
031300050108,Flat Creek-Flint River,Apalachicola,Apalachicola,Upper Flint,47216.38968624587,97277629.203125,"-84.497,33.162,-84.345,33.265"
031501081006,Gobbler Creek,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,27045.106854605212,33715706.359375,"-85.580,33.302,-85.514,33.370"
030602010405,Manson Branch-Ogeechee River,Ogeechee-Savannah,Ogeechee,Upper Ogeechee,39051.53751212559,54871093.4453125,"-82.436,32.918,-82.364,33.040"
031300050901,Honey Bee Creek-Potato Creek,Apalachicola,Apalachicola,Upper Flint,47107.23697680447,79460894.171875,"-84.290,33.099,-84.192,33.250"
031501090101,Prairie Creek-Fox Creek,Alabama,Coosa-Tallapoosa,Middle Tallapoosa,61769.14757563025,97079730.29296875,"-85.812,33.280,-85.613,33.398"
030502060404,Bohicket Creek,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,71021.68143651602,89291390.3984375,"-80.227,32.581,-80.034,32.740"
031501081005,Mad Indian Creek,Alabama,Coosa-Tallapoosa,Upper Tallapoosa,68680.207596279,132223188.6875,"-85.527,33.257,-85.292,33.357"
030502060402,Wadmalaw River-Atlantic Intracoastal Waterway,Edisto-Santee,Edisto-South Carolina Coastal,Edisto River,58113.579791417775,104113115.59375,"-80.268,32.635,-80.101,32.750"
