HUC12,VALUE_0,VALUE_5,VALUE_10,VALUE_15,VALUE_20,VALUE_25,VALUE_30,VALUE_35,VALUE_40,VALUE_45,VALUE_50,VALUE_55,VALUE_60,VALUE_65,VALUE_70,VALUE_75,VALUE_80,VALUE_85,VALUE_90,VALUE_95,VALUE_100,MigrationSpace_0_5,MigrationSpace_1,MigrationSpace_1_5,MigrationSpace_2,MigrationSpace_2_5,MigrationSpace_3,MigrationSpace_3_5,MigrationSpace_4,MigrationSpace_4_5,MigrationSpace_5,MigrationSpace_5_5,MigrationSpace_6,MigrationSpace_6_5,MigrationSpace_7,MigrationSpace_7_5,MigrationSpace_8,MigrationSpace_8_5,MigrationSpace_9,MigrationSpace_9_5,MigrationSpace_10,PixelArea30m
031300110701,106218000.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,9000.0,0.0,70200.0,0.0,186300.0,0.0,362700.0,0.0,910800.0,0.0,1397700.0,0.0,1292400.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,9900.0,9900.0,80100.0,80100.0,266400.0,266400.0,629100.0,629100.0,1539900.0,1539900.0,2937600.0,2937600.0,4230000.0,110448000.0
031300130403,346754700.0,0.0,2465100.0,0.0,1943100.0,0.0,2469600.0,0.0,2144700.0,0.0,1723500.0,0.0,1359900.0,0.0,1342800.0,0.0,1667700.0,0.0,1729800.0,0.0,1638900.0,0.0,2465100.0,2465100.0,4408200.0,4408200.0,6877800.0,6877800.0,9022500.0,9022500.0,10746000.0,10746000.0,12105900.0,12105900.0,13448700.0,13448700.0,15116400.0,15116400.0,16846200.0,16846200.0,18485100.0,365239800.0
031300130304,81759600.0,0.0,1040400.0,0.0,663300.0,0.0,1217700.0,0.0,2222100.0,0.0,3268800.0,0.0,3922200.0,0.0,3465000.0,0.0,3300300.0,0.0,3244500.0,0.0,3290400.0,0.0,1040400.0,1040400.0,1703700.0,1703700.0,2921400.0,2921400.0,5143500.0,5143500.0,8412300.0,8412300.0,12334500.0,12334500.0,15799500.0,15799500.0,19099800.0,19099800.0,22344300.0,22344300.0,25634700.0,107394300.0
031101020605,114121800.0,0.0,152100.0,0.0,43200.0,0.0,43200.0,0.0,55800.0,0.0,90000.0,0.0,189000.0,0.0,309600.0,0.0,454500.0,0.0,546300.0,0.0,732600.0,0.0,152100.0,152100.0,195300.0,195300.0,238500.0,238500.0,294300.0,294300.0,384300.0,384300.0,573300.0,573300.0,882900.0,882900.0,1337400.0,1337400.0,1883700.0,1883700.0,2616300.0,116738100.0
031300110803,60879600.0,0.0,51045300.0,0.0,12370500.0,0.0,10819800.0,0.0,8102700.0,0.0,7708500.0,0.0,7942500.0,0.0,7970400.0,0.0,7523100.0,0.0,6261300.0,0.0,3745800.0,0.0,51045300.0,51045300.0,63415800.0,63415800.0,74235600.0,74235600.0,82338300.0,82338300.0,90046800.0,90046800.0,97989300.0,97989300.0,105959700.0,105959700.0,113482800.0,113482800.0,119744100.0,119744100.0,123489900.0,184369500.0
031102050602,78642000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,0.0,2700.0,0.0,6300.0,0.0,5400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,2700.0,5400.0,5400.0,11700.0,11700.0,17100.0,78659100.0
031101020505,168908400.0,0.0,7341300.0,0.0,4977900.0,0.0,3811500.0,0.0,3128400.0,0.0,3034800.0,0.0,6111000.0,0.0,4312800.0,0.0,2839500.0,0.0,1657800.0,0.0,754200.0,0.0,7341300.0,7341300.0,12319200.0,12319200.0,16130700.0,16130700.0,19259100.0,19259100.0,22293900.0,22293900.0,28404900.0,28404900.0,32717700.0,32717700.0,35557200.0,35557200.0,37215000.0,37215000.0,37969200.0,206877600.0
031401010702,87287400.0,0.0,0.0,0.0,900.0,0.0,5400.0,0.0,17100.0,0.0,43200.0,0.0,152100.0,0.0,190800.0,0.0,549900.0,0.0,618300.0,0.0,923400.0,0.0,0.0,0.0,900.0,900.0,6300.0,6300.0,23400.0,23400.0,66600.0,66600.0,218700.0,218700.0,409500.0,409500.0,959400.0,959400.0,1577700.0,1577700.0,2501100.0,89788500.0
031200031203,51347700.0,0.0,13664700.0,0.0,1203300.0,0.0,1292400.0,0.0,1310400.0,0.0,1534500.0,0.0,1718100.0,0.0,1825200.0,0.0,2253600.0,0.0,2847600.0,0.0,3609000.0,0.0,13664700.0,13664700.0,14868000.0,14868000.0,16160400.0,16160400.0,17470800.0,17470800.0,19005300.0,19005300.0,20723400.0,20723400.0,22548600.0,22548600.0,24802200.0,24802200.0,27649800.0,27649800.0,31258800.0,82606500.0
031300130501,67693500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67693500.0
031300130401,62940600.0,0.0,3971700.0,0.0,736200.0,0.0,603900.0,0.0,729900.0,0.0,900900.0,0.0,938700.0,0.0,1251900.0,0.0,1510200.0,0.0,2177100.0,0.0,2088900.0,0.0,3971700.0,3971700.0,4707900.0,4707900.0,5311800.0,5311800.0,6041700.0,6041700.0,6942600.0,6942600.0,7881300.0,7881300.0,9133200.0,9133200.0,10643400.0,10643400.0,12820500.0,12820500.0,14909400.0,77850000.0
031300110802,91703700.0,0.0,343800.0,0.0,737100.0,0.0,339300.0,0.0,278100.0,0.0,274500.0,0.0,433800.0,0.0,550800.0,0.0,1254600.0,0.0,1991700.0,0.0,1755900.0,0.0,343800.0,343800.0,1080900.0,1080900.0,1420200.0,1420200.0,1698300.0,1698300.0,1972800.0,1972800.0,2406600.0,2406600.0,2957400.0,2957400.0,4212000.0,4212000.0,6203700.0,6203700.0,7959600.0,99663300.0
031200031204,83089800.0,0.0,13581000.0,0.0,4786200.0,0.0,4870800.0,0.0,5319000.0,0.0,4522500.0,0.0,3991500.0,0.0,3850200.0,0.0,3563100.0,0.0,3437100.0,0.0,3413700.0,0.0,13581000.0,13581000.0,18367200.0,18367200.0,23238000.0,23238000.0,28557000.0,28557000.0,33079500.0,33079500.0,37071000.0,37071000.0,40921200.0,40921200.0,44484300.0,44484300.0,47921400.0,47921400.0,51335100.0,134424900.0
031101020503,138046500.0,0.0,4723200.0,0.0,2808900.0,0.0,2662200.0,0.0,2180700.0,0.0,1343700.0,0.0,1053900.0,0.0,783000.0,0.0,568800.0,0.0,486000.0,0.0,401400.0,0.0,4723200.0,4723200.0,7532100.0,7532100.0,10194300.0,10194300.0,12375000.0,12375000.0,13718700.0,13718700.0,14772600.0,14772600.0,15555600.0,15555600.0,16124400.0,16124400.0,16610400.0,16610400.0,17011800.0,155058300.0
031102060701,73241100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73241100.0
031300130303,80440200.0,0.0,261900.0,0.0,99900.0,0.0,122400.0,0.0,142200.0,0.0,171900.0,0.0,274500.0,0.0,470700.0,0.0,612000.0,0.0,747900.0,0.0,724500.0,0.0,261900.0,261900.0,361800.0,361800.0,484200.0,484200.0,626400.0,626400.0,798300.0,798300.0,1072800.0,1072800.0,1543500.0,1543500.0,2155500.0,2155500.0,2903400.0,2903400.0,3627900.0,84068100.0
031102050601,137235600.0,0.0,358200.0,0.0,35100.0,0.0,21600.0,0.0,24300.0,0.0,110700.0,0.0,884700.0,0.0,759600.0,0.0,766800.0,0.0,819900.0,0.0,791100.0,0.0,358200.0,358200.0,393300.0,393300.0,414900.0,414900.0,439200.0,439200.0,549900.0,549900.0,1434600.0,1434600.0,2194200.0,2194200.0,2961000.0,2961000.0,3780900.0,3780900.0,4572000.0,141807600.0
031300130302,51998400.0,0.0,900.0,0.0,0.0,0.0,1800.0,0.0,3600.0,0.0,5400.0,0.0,18900.0,0.0,30600.0,0.0,38700.0,0.0,54900.0,0.0,69300.0,0.0,900.0,900.0,900.0,900.0,2700.0,2700.0,6300.0,6300.0,11700.0,11700.0,30600.0,30600.0,61200.0,61200.0,99900.0,99900.0,154800.0,154800.0,224100.0,52222500.0
031401010703,149512500.0,0.0,2925000.0,0.0,1060200.0,0.0,1350000.0,0.0,2051100.0,0.0,2718000.0,0.0,3508200.0,0.0,4858200.0,0.0,5399100.0,0.0,4880700.0,0.0,4704300.0,0.0,2925000.0,2925000.0,3985200.0,3985200.0,5335200.0,5335200.0,7386300.0,7386300.0,10104300.0,10104300.0,13612500.0,13612500.0,18470700.0,18470700.0,23869800.0,23869800.0,28750500.0,28750500.0,33454800.0,182967300.0
031102060703,45714600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45714600.0
