HUC12,VALUE_0,VALUE_1,VALUE_25,VALUE_50,VALUE_100,VALUE_200,VALUE_300,VALUE_400,VALUE_500,VALUE_600,VALUE_700,VALUE_800,VALUE_900,VALUE_950,VALUE_975,VALUE_1000,UrbArea,PixelArea60m,PercentUrb
031101010504,359028000.0,3520800.0,338400.0,468000.0,550800.0,694800.0,525600.0,439200.0,360000.0,234000.0,140400.0,97200.0,162000.0,190800.0,97200.0,2260800.0,7259130.0,369108000.0,0.01966668292207159
031101010503,182894400.0,9345600.0,925200.0,1638000.0,1746000.0,1929600.0,1278000.0,1278000.0,914400.0,684000.0,446400.0,460800.0,831600.0,608400.0,453600.0,12855600.0,27078750.0,218289600.0,0.12404965696945709
031102050804,84117600.0,1004400.0,255600.0,489600.0,511200.0,547200.0,410400.0,342000.0,302400.0,255600.0,309600.0,316800.0,414000.0,334800.0,234000.0,3294000.0,6443280.0,93139200.0,0.06917903525046382
031102050805,172029600.0,3916800.0,144000.0,172800.0,158400.0,190800.0,169200.0,162000.0,108000.0,25200.0,21600.0,14400.0,14400.0,18000.0,28800.0,421200.0,4673700.0,177595200.0,0.026316589637557772
031101020903,194785200.0,1587600.0,46800.0,144000.0,97200.0,162000.0,100800.0,111600.0,122400.0,28800.0,21600.0,18000.0,18000.0,10800.0,18000.0,234000.0,2098980.0,197506800.0,0.010627380930681881
031102050803,96066000.0,4276800.0,925200.0,1659600.0,1130400.0,1198800.0,856800.0,676800.0,615600.0,396000.0,370800.0,424800.0,622800.0,511200.0,399600.0,6447600.0,14291640.0,116578800.0,0.12259210079362629
031102050802,80474400.0,5562000.0,1170000.0,1515600.0,1252800.0,1695600.0,1148400.0,1069200.0,936000.0,885600.0,932400.0,1184400.0,1486800.0,1285200.0,878400.0,17560800.0,30479490.0,119037600.0,0.25604926510615134
031102050704,70632000.0,13438800.0,1033200.0,1645200.0,1526400.0,2163600.0,1497600.0,1418400.0,1242000.0,1285200.0,1339200.0,1598400.0,2224800.0,2232000.0,1317600.0,30614400.0,54778950.0,135208800.0,0.4051433782416529
031101020906,179395200.0,1918800.0,392400.0,828000.0,702000.0,1022400.0,716400.0,547200.0,396000.0,291600.0,266400.0,313200.0,460800.0,342000.0,248400.0,4021200.0,8491500.0,191862000.0,0.04425837320574163
031300110704,490341600.0,15472800.0,666000.0,1216800.0,835200.0,1134000.0,975600.0,885600.0,579600.0,241200.0,169200.0,104400.0,158400.0,133200.0,100800.0,1605600.0,19116990.0,514620000.0,0.0371477789436866
031101020905,364590000.0,2822400.0,360000.0,691200.0,594000.0,705600.0,554400.0,417600.0,345600.0,205200.0,165600.0,140400.0,212400.0,208800.0,144000.0,1602000.0,6055920.0,373759200.0,0.016202731598312495
031102050703,40179600.0,4176000.0,306000.0,666000.0,637200.0,846000.0,615600.0,579600.0,536400.0,468000.0,504000.0,662400.0,874800.0,745200.0,590400.0,12618000.0,20987010.0,65005200.0,0.32285124882317107
031300110706,256410000.0,284400.0,0.0,10800.0,14400.0,18000.0,14400.0,7200.0,3600.0,10800.0,0.0,7200.0,7200.0,0.0,3600.0,104400.0,425610.0,256896000.0,0.001656740470852018
031101020904,104058000.0,1760400.0,172800.0,324000.0,324000.0,396000.0,291600.0,295200.0,133200.0,97200.0,68400.0,72000.0,86400.0,46800.0,28800.0,1357200.0,3835980.0,109512000.0,0.03502794214332676
031102050702,37875600.0,8211600.0,838800.0,1216800.0,1090800.0,1472400.0,1011600.0,766800.0,759600.0,763200.0,824400.0,892800.0,1260000.0,1134000.0,806400.0,19443600.0,33877350.0,78368400.0,0.4322832927557536
031101020804,44658000.0,626400.0,262800.0,468000.0,464400.0,442800.0,342000.0,234000.0,194400.0,122400.0,75600.0,144000.0,136800.0,136800.0,61200.0,1256400.0,2895480.0,49626000.0,0.058346028291621325
031101010201,131054400.0,3675600.0,878400.0,1573200.0,1065600.0,1108800.0,759600.0,673200.0,572400.0,590400.0,543600.0,720000.0,957600.0,766800.0,565200.0,9090000.0,17430030.0,154594800.0,0.11274654774934215
031300110703,67780800.0,6930000.0,612000.0,1108800.0,846000.0,1080000.0,788400.0,752400.0,547200.0,302400.0,201600.0,262800.0,316800.0,327600.0,169200.0,2934000.0,12340530.0,84960000.0,0.1452510593220339
031300110705,113990400.0,1400400.0,25200.0,75600.0,36000.0,68400.0,50400.0,39600.0,21600.0,0.0,0.0,3600.0,3600.0,7200.0,3600.0,86400.0,1566720.0,115812000.0,0.01352813179981349
031300110804,461865600.0,16491600.0,327600.0,554400.0,572400.0,770400.0,518400.0,691200.0,396000.0,180000.0,108000.0,104400.0,165600.0,147600.0,111600.0,2689200.0,20723220.0,485694000.0,0.04266723492569396
031300130504,153640800.0,5292000.0,93600.0,194400.0,201600.0,237600.0,133200.0,162000.0,104400.0,32400.0,0.0,18000.0,21600.0,21600.0,0.0,259200.0,5861700.0,160412400.0,0.0365414394398438
031101020902,129142800.0,10044000.0,608400.0,1069200.0,903600.0,1173600.0,903600.0,637200.0,640800.0,554400.0,482400.0,655200.0,828000.0,644400.0,453600.0,14288400.0,28566630.0,163029600.0,0.17522357903104713
031102050701,62499600.0,27050400.0,1695600.0,2660400.0,2228400.0,2858400.0,2332800.0,1936800.0,1918800.0,1803600.0,1810800.0,2160000.0,2995200.0,2556000.0,1782000.0,55036800.0,96430140.0,173325600.0,0.5563525526523491
031101020805,65620800.0,10569600.0,363600.0,799200.0,734400.0,1065600.0,810000.0,691200.0,572400.0,381600.0,219600.0,190800.0,320400.0,280800.0,255600.0,5212800.0,18263340.0,88088400.0,0.20732968245535166
031300110702,60706800.0,302400.0,97200.0,208800.0,190800.0,234000.0,147600.0,118800.0,93600.0,61200.0,46800.0,82800.0,61200.0,93600.0,46800.0,640800.0,1485900.0,63133200.0,0.023535952557449964
031101020901,116517600.0,8290800.0,414000.0,655200.0,730800.0,817200.0,522000.0,507600.0,442800.0,284400.0,226800.0,205200.0,252000.0,223200.0,154800.0,3891600.0,14126400.0,134136000.0,0.10531400966183575
031101020506,130608000.0,367200.0,79200.0,122400.0,122400.0,122400.0,108000.0,97200.0,50400.0,64800.0,25200.0,39600.0,39600.0,32400.0,18000.0,370800.0,1051470.0,132267600.0,0.007949565880079475
031300130305,220816800.0,4212000.0,64800.0,201600.0,205200.0,216000.0,255600.0,237600.0,183600.0,90000.0,36000.0,39600.0,50400.0,25200.0,46800.0,716400.0,5493150.0,227397600.0,0.024156587404616407
031102050604,115066800.0,4212000.0,831600.0,792000.0,734400.0,928800.0,752400.0,536400.0,565200.0,590400.0,619200.0,842400.0,1101600.0,975600.0,774000.0,19569600.0,28958580.0,148892400.0,0.1944933388138011
031401010704,355507200.0,13874400.0,536400.0,1065600.0,694800.0,1076400.0,846000.0,781200.0,608400.0,280800.0,176400.0,180000.0,176400.0,144000.0,90000.0,1666800.0,17582400.0,377704800.0,0.046550639547074855
031300130402,47480400.0,1778400.0,154800.0,306000.0,262800.0,392400.0,244800.0,252000.0,165600.0,79200.0,43200.0,50400.0,68400.0,64800.0,57600.0,1270800.0,3727530.0,52671600.0,0.0707692570569339
031300130503,293050800.0,2102400.0,36000.0,82800.0,61200.0,144000.0,108000.0,115200.0,90000.0,57600.0,14400.0,21600.0,25200.0,21600.0,25200.0,424800.0,2820330.0,296380800.0,0.009515899815372656
031300130502,74203200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74203200.0,0.0
031101020802,72576000.0,2228400.0,270000.0,388800.0,392400.0,565200.0,352800.0,338400.0,291600.0,234000.0,104400.0,133200.0,198000.0,122400.0,79200.0,1425600.0,4911210.0,79700400.0,0.06162089525272144
031101020803,118375200.0,644400.0,165600.0,244800.0,183600.0,180000.0,162000.0,158400.0,118800.0,57600.0,21600.0,39600.0,43200.0,50400.0,36000.0,421200.0,1510920.0,120902400.0,0.012497022391615055
031102050603,108853200.0,13478400.0,1594800.0,2052000.0,1285200.0,1648800.0,1184400.0,1065600.0,986400.0,964800.0,968400.0,1209600.0,1623600.0,1627200.0,1101600.0,33696000.0,55355490.0,173340000.0,0.31934631360332294
031300110701,98791200.0,1987200.0,568800.0,748800.0,669600.0,759600.0,561600.0,442800.0,320400.0,259200.0,187200.0,255600.0,277200.0,259200.0,158400.0,4219200.0,8123940.0,110466000.0,0.07354244744989409
031300130403,343501200.0,10267200.0,536400.0,914400.0,824400.0,961200.0,842400.0,727200.0,522000.0,403200.0,302400.0,295200.0,403200.0,396000.0,205200.0,4143600.0,17178120.0,365245200.0,0.04703174743980208
031300130304,107344800.0,61200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61200.0,107406000.0,0.0005698005698005698
031101020605,96548400.0,5155200.0,468000.0,684000.0,720000.0,1008000.0,705600.0,615600.0,529200.0,446400.0,424800.0,450000.0,651600.0,540000.0,363600.0,7437600.0,16013970.0,116748000.0,0.13716697502312675
031300110803,179024400.0,2966400.0,108000.0,212400.0,212400.0,302400.0,266400.0,270000.0,90000.0,32400.0,7200.0,39600.0,39600.0,39600.0,46800.0,658800.0,4128210.0,184316400.0,0.022397410105666125
031102050602,60278400.0,3553200.0,352800.0,655200.0,536400.0,828000.0,536400.0,478800.0,406800.0,349200.0,324000.0,428400.0,568800.0,421200.0,324000.0,8622000.0,14998860.0,78663600.0,0.19067090750995377
031101020505,200599200.0,230400.0,270000.0,381600.0,381600.0,424800.0,262800.0,226800.0,216000.0,223200.0,198000.0,255600.0,352800.0,244800.0,212400.0,2390400.0,4281480.0,206870400.0,0.02069643602951413
031401010702,80730000.0,1191600.0,313200.0,723600.0,414000.0,583200.0,295200.0,298800.0,248400.0,230400.0,223200.0,273600.0,392400.0,298800.0,226800.0,3362400.0,6459840.0,89805600.0,0.0719313717630081
031200031203,80658000.0,716400.0,129600.0,129600.0,144000.0,172800.0,118800.0,82800.0,32400.0,10800.0,3600.0,10800.0,32400.0,25200.0,28800.0,295200.0,1254060.0,82591200.0,0.01518394211489844
031300130501,67640400.0,46800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46800.0,67687200.0,0.0006914158068290607
031300130401,77832000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77832000.0,0.0
031300110802,98816400.0,428400.0,14400.0,18000.0,36000.0,43200.0,14400.0,7200.0,10800.0,0.0,7200.0,0.0,14400.0,0.0,3600.0,252000.0,728010.0,99666000.0,0.007304497020046957
031200031204,115873200.0,3178800.0,795600.0,1101600.0,1162800.0,1332000.0,910800.0,770400.0,734400.0,594000.0,540000.0,453600.0,687600.0,417600.0,349200.0,5529600.0,12567960.0,134431200.0,0.09348990412939853
031101020503,122065200.0,9223200.0,748800.0,1562400.0,1148400.0,1418400.0,943200.0,842400.0,723600.0,558000.0,579600.0,543600.0,802800.0,766800.0,486000.0,12668400.0,26468910.0,155080800.0,0.1706781884024328
031102060701,38343600.0,5616000.0,1609200.0,1375200.0,892800.0,1130400.0,788400.0,608400.0,644400.0,637200.0,698400.0,838800.0,1162800.0,990000.0,698400.0,17233200.0,28285830.0,73267200.0,0.3860640231918239
031300130303,83862000.0,198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198000.0,84060000.0,0.002355460385438972
031102050601,98244000.0,4550400.0,1450800.0,2062800.0,1699200.0,1918800.0,1486800.0,1123200.0,1011600.0,961200.0,1008000.0,1180800.0,1515600.0,1407600.0,1015200.0,21175200.0,33737850.0,141811200.0,0.2379068084890333
031300130302,52203600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52203600.0,0.0
031401010703,153244800.0,5230800.0,1040400.0,1623600.0,1465200.0,1987200.0,1396800.0,1033200.0,964800.0,878400.0,777600.0,824400.0,1112400.0,860400.0,684000.0,9799200.0,21212190.0,182923200.0,0.1159622726914902
031102060703,43200000.0,216000.0,129600.0,147600.0,187200.0,226800.0,172800.0,140400.0,111600.0,82800.0,108000.0,82800.0,86400.0,86400.0,57600.0,709200.0,1571220.0,45745200.0,0.034347210199102855
031300130203,71308800.0,28800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28800.0,71337600.0,0.0004037141703673799
031300120606,82152000.0,9630000.0,716400.0,1238400.0,1152000.0,1400400.0,1155600.0,1148400.0,835200.0,579600.0,489600.0,626400.0,712800.0,651600.0,406800.0,7056000.0,21233520.0,109951200.0,0.19311767402265734
030801021101,42559200.0,6519600.0,486000.0,777600.0,846000.0,1026000.0,784800.0,612000.0,514800.0,471600.0,352800.0,446400.0,669600.0,489600.0,475200.0,9241200.0,19257390.0,66272400.0,0.2905793361942528
031200031202,110588400.0,219600.0,18000.0,61200.0,75600.0,86400.0,43200.0,57600.0,32400.0,28800.0,18000.0,14400.0,14400.0,10800.0,10800.0,140400.0,515700.0,111420000.0,0.00462843295638126
031102050504,92685600.0,5612400.0,3250800.0,4129200.0,2332800.0,2480400.0,1735200.0,1508400.0,1296000.0,1375200.0,1303200.0,1630800.0,2242800.0,1987200.0,1339200.0,23792400.0,40447890.0,148701600.0,0.2720070934004745
031102050503,51170400.0,460800.0,655200.0,720000.0,349200.0,446400.0,266400.0,241200.0,223200.0,183600.0,208800.0,262800.0,273600.0,248400.0,172800.0,3229200.0,5271840.0,59112000.0,0.08918392204628502
031101020703,88902000.0,669600.0,97200.0,154800.0,183600.0,252000.0,201600.0,165600.0,115200.0,64800.0,25200.0,36000.0,54000.0,32400.0,36000.0,756000.0,1888650.0,91746000.0,0.020585638610947615
031101020504,103276800.0,2138400.0,374400.0,644400.0,626400.0,759600.0,496800.0,482400.0,363600.0,280800.0,262800.0,298800.0,403200.0,360000.0,230400.0,4093200.0,8532540.0,115092000.0,0.07413669064748202
031300110605,74844000.0,504000.0,14400.0,21600.0,25200.0,21600.0,25200.0,32400.0,18000.0,0.0,0.0,0.0,0.0,0.0,0.0,64800.0,606600.0,75571200.0,0.00802686737804878
